ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;96;1;0.815;0.815;0:00:00
2;116;1;1.078;1.893;0:00:01
3;118;1;0.814;2.707;0:00:02
4;91;1;0.393;3.1;0:00:03
5;89;3;0.970;4.07;0:00:04
6;88;2;0.803;4.873;0:00:04
7;87;3;1.449;6.322;0:00:06
8;88;1;1.260;7.582;0:00:07
9;91;3;2.430;10.012;0:00:10
10;98;9;4.419;14.431;0:00:14
11;107;2;2.400;16.831;0:00:16
12;121;1;2.256;19.087;0:00:19
13;117;4;2.566;21.653;0:00:21
14;118;3;2.882;24.535;0:00:24
15;125;1;2.395;26.93;0:00:26
16;125;1;3.050;29.98;0:00:29
17;146;4;4.143;34.123;0:00:34
18;129;4;4.271;38.394;0:00:38
19;122;3;3.689;42.083;0:00:42
20;123;6;4.705;46.788;0:00:46
21;132;2;3.295;50.083;0:00:50
22;146;2;3.749;53.832;0:00:53
23;147;1;3.503;57.335;0:00:57
24;148;3;4.567;61.902;0:01:01
25;170;4;5.706;67.608;0:01:07
26;172;4;5.806;73.414;0:01:13
27;186;1;5.156;78.57;0:01:18
28;187;3;6.188;84.758;0:01:24
29;185;2;4.226;88.984;0:01:28
30;186;4;7.084;96.068;0:01:36
31;164;1;4.011;100.079;0:01:40
32;161;6;5.578;105.657;0:01:45
33;181;1;5.990;111.647;0:01:51
34;203;15;13.012;124.659;0:02:04
35;204;8;10.602;135.261;0:02:15
36;203;1;4.719;139.98;0:02:19
37;223;1;7.556;147.536;0:02:27
38;232;5;10.088;157.624;0:02:37
39;239;5;10.784;168.408;0:02:48
40;240;3;10.023;178.431;0:02:58
41;241;6;11.926;190.357;0:03:10
42;235;3;10.297;200.654;0:03:20
43;214;2;6.277;206.931;0:03:26
44;211;1;5.516;212.447;0:03:32
45;212;3;10.287;222.734;0:03:42
46;211;2;6.278;229.012;0:03:49
47;209;1;5.458;234.47;0:03:54
48;225;4;11.052;245.522;0:04:05
49;241;4;11.546;257.068;0:04:17
50;240;1;5.878;262.946;0:04:22
51;243;23;20.775;283.721;0:04:43
52;228;7;7.535;291.256;0:04:51
53;227;2;10.140;301.396;0:05:01
54;225;2;5.759;307.155;0:05:07
55;222;2;5.395;312.55;0:05:12
56;221;2;10.046;322.596;0:05:22
57;220;3;5.977;328.573;0:05:28
58;227;3;10.751;339.324;0:05:39
59;226;1;5.220;344.544;0:05:44
