ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;5;2.638;2.638;0:00:02
2;118;1;0.849;3.487;0:00:03
3;92;2;0.665;4.152;0:00:04
4;88;3;1.180;5.332;0:00:05
5;87;1;0.794;6.126;0:00:06
6;94;2;1.706;7.832;0:00:07
7;95;1;1.744;9.576;0:00:09
8;96;1;1.685;11.261;0:00:11
9;97;2;2.835;14.096;0:00:14
10;119;1;2.369;16.465;0:00:16
11;137;1;2.824;19.289;0:00:19
12;143;7;5.564;24.853;0:00:24
13;140;2;3.205;28.058;0:00:28
14;117;2;3.018;31.076;0:00:31
15;118;1;2.148;33.224;0:00:33
16;115;2;2.029;35.253;0:00:35
17;137;3;3.802;39.055;0:00:39
18;138;1;2.699;41.754;0:00:41
19;98;1;1.643;43.397;0:00:43
20;118;2;3.323;46.72;0:00:46
21;125;1;3.319;50.039;0:00:50
22;126;4;4.540;54.579;0:00:54
23;148;1;3.737;58.316;0:00:58
24;150;4;5.804;64.12;0:01:04
25;151;2;4.885;69.005;0:01:09
26;131;1;2.450;71.455;0:01:11
27;129;2;2.751;74.206;0:01:14
28;128;4;5.481;79.687;0:01:19
29;125;4;5.497;85.184;0:01:25
30;122;1;2.007;87.191;0:01:27
31;137;1;4.245;91.436;0:01:31
32;136;3;3.345;94.781;0:01:34
33;125;1;4.536;99.317;0:01:39
34;126;1;4.151;103.468;0:01:43
35;148;2;5.329;108.797;0:01:48
36;146;1;2.628;111.425;0:01:51
37;145;3;3.543;114.968;0:01:54
38;146;2;5.616;120.584;0:02:00
39;147;1;5.141;125.725;0:02:05
40;143;2;3.328;129.053;0:02:09
41;158;3;6.443;135.496;0:02:15
42;180;1;6.311;141.807;0:02:21
43;160;4;4.420;146.227;0:02:26
44;159;3;3.711;149.938;0:02:29
45;156;1;2.509;152.447;0:02:32
46;153;3;3.430;155.877;0:02:35
47;133;2;6.107;161.984;0:02:41
48;132;1;2.134;164.118;0:02:44
49;131;1;2.129;166.247;0:02:46
50;131;2;5.864;172.111;0:02:52
51;132;1;5.521;177.632;0:02:57
52;139;3;6.295;183.927;0:03:03
53;125;3;6.711;190.638;0:03:10
54;126;1;5.366;196.004;0:03:16
