ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;1;1.921;1.921;0:00:01
2;101;1;1.916;3.837;0:00:03
3;108;1;2.656;6.493;0:00:06
4;109;3;5.164;11.657;0:00:11
5;125;2;3.068;14.725;0:00:14
6;133;4;3.599;18.324;0:00:18
7;106;2;1.871;20.195;0:00:20
8;102;1;1.748;21.943;0:00:21
9;103;3;3.627;25.57;0:00:25
10;106;4;4.890;30.46;0:00:30
11;107;2;4.695;35.155;0:00:35
12;104;1;1.956;37.111;0:00:37
13;111;2;5.844;42.955;0:00:42
14;110;1;2.366;45.321;0:00:45
15;111;2;7.046;52.367;0:00:52
16;107;5;6.350;58.717;0:00:58
17;125;3;4.645;63.362;0:01:03
18;134;1;2.950;66.312;0:01:06
19;129;1;5.456;71.768;0:01:11
20;130;3;6.606;78.374;0:01:18
21;131;1;6.085;84.459;0:01:24
22;128;1;2.589;87.048;0:01:27
23;152;2;4.676;91.724;0:01:31
24;166;2;6.672;98.396;0:01:38
25;182;1;4.535;102.931;0:01:42
26;179;1;2.821;105.752;0:01:45
27;181;3;6.255;112.007;0:01:52
28;158;1;2.674;114.681;0:01:54
29;161;1;5.997;120.678;0:02:00
30;162;1;7.869;128.547;0:02:08
31;140;2;5.284;133.831;0:02:13
32;149;6;9.950;143.781;0:02:23
33;146;1;2.876;146.657;0:02:26
34;160;1;5.676;152.333;0:02:32
35;161;2;6.931;159.264;0:02:39
36;170;1;7.141;166.405;0:02:46
37;167;2;3.973;170.378;0:02:50
38;170;3;7.073;177.451;0:02:57
39;177;2;8.531;185.982;0:03:05
40;173;3;5.272;191.254;0:03:11
41;150;3;4.426;195.68;0:03:15
42;151;4;10.893;206.573;0:03:26
43;148;1;3.421;209.994;0:03:29
44;155;1;6.340;216.334;0:03:36
45;169;1;9.906;226.24;0:03:46
46;155;5;9.711;235.951;0:03:55
47;163;1;9.369;245.32;0:04:05
48;162;2;4.569;249.889;0:04:09
49;163;1;10.037;259.926;0:04:19
50;170;5;13.586;273.512;0:04:33
51;168;4;6.383;279.895;0:04:39
52;169;1;11.405;291.3;0:04:51
53;170;2;12.633;303.933;0:05:03
54;179;1;12.833;316.766;0:05:16
55;173;2;9.010;325.776;0:05:25
56;167;3;11.597;337.373;0:05:37
57;153;3;9.009;346.382;0:05:46
58;162;2;8.277;354.659;0:05:54
59;155;1;8.042;362.701;0:06:02
60;154;1;8.707;371.408;0:06:11
61;153;5;7.241;378.649;0:06:18
62;154;1;11.482;390.131;0:06:30
63;155;1;12.266;402.397;0:06:42
64;153;6;8.293;410.69;0:06:50
65;159;4;14.663;425.353;0:07:05
66;169;4;10.376;435.729;0:07:15
67;147;1;4.428;440.157;0:07:20
68;142;2;8.735;448.892;0:07:28
69;156;1;9.953;458.845;0:07:38
70;155;2;5.464;464.309;0:07:44
71;152;2;4.985;469.294;0:07:49
72;166;2;11.718;481.012;0:08:01
73;166;1;11.795;492.807;0:08:12
74;168;1;8.383;501.19;0:08:21
75;167;3;5.606;506.796;0:08:26
76;175;4;10.602;517.398;0:08:37
77;183;1;8.925;526.323;0:08:46
78;170;2;9.696;536.019;0:08:56
79;177;2;12.376;548.395;0:09:08
80;173;1;4.572;552.967;0:09:12
81;171;4;6.400;559.367;0:09:19
82;172;1;8.458;567.825;0:09:27
83;166;5;11.459;579.284;0:09:39
84;167;3;13.437;592.721;0:09:52
85;179;6;14.133;606.854;0:10:06
86;186;2;14.372;621.226;0:10:21
87;171;2;10.115;631.341;0:10:31
88;172;2;13.431;644.772;0:10:44
89;192;1;10.131;654.903;0:10:54
90;189;5;7.672;662.575;0:11:02
91;205;3;11.611;674.186;0:11:14
92;206;1;14.496;688.682;0:11:28
93;220;1;11.115;699.797;0:11:39
94;221;1;11.088;710.885;0:11:50
95;228;1;15.808;726.693;0:12:06
96;229;6;20.287;746.98;0:12:26
97;243;1;16.102;763.082;0:12:43
98;242;2;14.243;777.325;0:12:57
99;236;2;13.261;790.586;0:13:10
100;228;2;12.913;803.499;0:13:23
101;236;1;13.840;817.339;0:13:37
102;242;2;15.287;832.626;0:13:52
103;243;2;17.454;850.08;0:14:10
104;250;1;13.315;863.395;0:14:23
105;248;3;8.707;872.102;0:14:32
106;247;1;6.985;879.087;0:14:39
107;261;2;18.320;897.407;0:14:57
108;275;1;14.373;911.78;0:15:11
109;276;5;21.988;933.768;0:15:33
110;290;1;19.536;953.304;0:15:53
111;291;10;21.754;975.058;0:16:15
112;292;3;22.547;997.605;0:16:37
113;299;2;17.172;1014.777;0:16:54
114;308;4;24.654;1039.431;0:17:19
115;315;11;25.734;1065.165;0:17:45
116;309;1;18.666;1083.831;0:18:03
117;331;4;21.851;1105.682;0:18:25
118;340;1;19.942;1125.624;0:18:45
119;333;2;21.994;1147.618;0:19:07
120;311;2;11.497;1159.115;0:19:19
121;312;6;29.836;1188.951;0:19:48
122;321;2;27.942;1216.893;0:20:16
123;320;3;13.085;1229.978;0:20:29
124;320;1;20.591;1250.569;0:20:50
125;337;3;29.801;1280.37;0:21:20
126;332;1;28.150;1308.52;0:21:48
127;320;2;12.801;1321.321;0:22:01
128;334;3;28.833;1350.154;0:22:30
129;335;2;23.534;1373.688;0:22:53
130;334;16;24.280;1397.968;0:23:17
131;335;2;30.925;1428.893;0:23:48
132;320;12;20.412;1449.305;0:24:09
133;319;3;24.842;1474.147;0:24:34
134;318;2;23.704;1497.851;0:24:57
135;317;5;14.016;1511.867;0:25:11
136;323;1;27.990;1539.857;0:25:39
137;332;6;33.458;1573.315;0:26:13
138;331;1;11.824;1585.139;0:26:25
139;345;10;31.550;1616.689;0:26:56
140;344;3;13.365;1630.054;0:27:10
141;344;1;29.307;1659.361;0:27:39
142;353;4;33.649;1693.01;0:28:13
143;362;2;26.364;1719.374;0:28:39
144;361;1;12.884;1732.258;0:28:52
145;355;4;36.305;1768.563;0:29:28
146;371;3;33.696;1802.259;0:30:02
147;370;3;14.748;1817.007;0:30:17
148;378;3;32.257;1849.264;0:30:49
149;384;3;30.657;1879.921;0:31:19
150;370;3;15.129;1895.05;0:31:35
151;368;1;13.231;1908.281;0:31:48
152;361;15;42.921;1951.202;0:32:31
153;347;10;19.163;1970.365;0:32:50
154;348;3;36.974;2007.339;0:33:27
155;354;1;35.895;2043.234;0:34:03
156;353;4;14.924;2058.158;0:34:18
157;360;1;36.973;2095.131;0:34:55
158;361;1;38.427;2133.558;0:35:33
159;362;4;32.690;2166.248;0:36:06
160;341;2;14.375;2180.623;0:36:20
161;326;1;12.651;2193.274;0:36:33
162;323;3;13.818;2207.092;0:36:47
163;330;1;37.049;2244.141;0:37:24
164;344;1;38.453;2282.594;0:38:02
165;351;6;33.959;2316.553;0:38:36
166;350;1;30.914;2347.467;0:39:07
167;356;8;36.027;2383.494;0:39:43
168;365;2;40.849;2424.343;0:40:24
169;362;6;17.897;2442.24;0:40:42
170;368;2;31.738;2473.978;0:41:13
171;369;11;47.145;2521.123;0:42:01
172;364;1;31.273;2552.396;0:42:32
173;361;1;13.684;2566.08;0:42:46
174;376;1;31.318;2597.398;0:43:17
175;383;1;41.801;2639.199;0:43:59
176;384;5;46.081;2685.28;0:44:45
177;393;4;46.971;2732.251;0:45:32
178;399;10;52.533;2784.784;0:46:24
179;399;3;47.430;2832.214;0:47:12
180;414;4;50.294;2882.508;0:48:02
181;421;3;50.393;2932.901;0:48:52
182;427;2;45.974;2978.875;0:49:38
183;441;5;47.837;3026.712;0:50:26
184;442;5;42.571;3069.283;0:51:09
185;444;1;53.178;3122.461;0:52:02
186;462;2;42.781;3165.242;0:52:45
187;463;13;65.115;3230.357;0:53:50
188;464;2;56.460;3286.817;0:54:46
189;462;1;43.029;3329.846;0:55:29
190;469;8;48.838;3378.684;0:56:18
191;483;1;58.128;3436.812;0:57:16
192;485;4;62.603;3499.415;0:58:19
193;497;3;48.057;3547.472;0:59:07
194;506;2;61.782;3609.254;1:00:09
195;514;5;52.062;3661.316;1:01:01
196;512;4;27.856;3689.172;1:01:29
197;520;2;58.719;3747.891;1:02:27
198;521;5;52.797;3800.688;1:03:20
199;531;1;50.578;3851.266;1:04:11
200;532;2;51.943;3903.209;1:05:03
201;540;2;61.751;3964.96;1:06:04
202;541;2;53.010;4017.97;1:06:57
203;548;1;66.288;4084.258;1:08:04
204;550;5;57.547;4141.805;1:09:01
205;552;2;54.993;4196.798;1:09:56
206;553;1;54.029;4250.827;1:10:50
207;559;1;66.419;4317.246;1:11:57
208;568;3;70.332;4387.578;1:13:07
209;576;9;75.288;4462.866;1:14:22
210;574;16;70.639;4533.505;1:15:33
211;573;1;56.578;4590.083;1:16:30
212;587;4;69.717;4659.8;1:17:39
213;589;3;59.333;4719.133;1:18:39
214;575;9;37.275;4756.408;1:19:16
215;584;5;74.589;4830.997;1:20:30
216;582;3;32.709;4863.706;1:21:03
217;582;1;58.764;4922.47;1:22:02
218;583;10;79.715;5002.185;1:23:22
219;570;7;36.336;5038.521;1:23:58
220;571;16;72.891;5111.412;1:25:11
221;573;2;74.809;5186.221;1:26:26
222;564;1;66.032;5252.253;1:27:32
223;549;4;32.743;5284.996;1:28:04
224;551;1;58.635;5343.631;1:29:03
225;552;6;77.131;5420.762;1:30:20
226;554;3;62.066;5482.828;1:31:22
227;552;4;33.367;5516.195;1:31:56
228;550;5;65.066;5581.261;1:33:01
229;557;10;68.834;5650.095;1:34:10
230;565;3;63.277;5713.372;1:35:13
231;574;4;79.413;5792.785;1:36:32
232;575;7;83.068;5875.853;1:37:55
233;575;4;79.720;5955.573;1:39:15
234;560;5;35.634;5991.207;1:39:51
235;552;3;64.976;6056.183;1:40:56
236;565;6;68.875;6125.058;1:42:05
237;566;1;65.995;6191.053;1:43:11
238;567;1;80.225;6271.278;1:44:31
239;568;10;89.428;6360.706;1:46:00
240;582;1;82.269;6442.975;1:47:22
241;580;1;35.275;6478.25;1:47:58
242;587;1;70.284;6548.534;1:49:08
243;594;1;70.855;6619.389;1:50:19
244;603;2;88.206;6707.595;1:51:47
245;588;1;37.105;6744.7;1:52:24
246;578;3;73.566;6818.266;1:53:38
247;595;1;89.109;6907.375;1:55:07
248;602;6;95.820;7003.195;1:56:43
249;607;2;91.800;7094.995;1:58:14
250;608;4;95.569;7190.564;1:59:50
251;606;1;39.963;7230.527;2:00:30
252;601;1;75.460;7305.987;2:01:45
253;615;2;93.744;7399.731;2:03:19
254;630;4;82.758;7482.489;2:04:42
255;631;10;110.912;7593.401;2:06:33
256;632;3;105.433;7698.834;2:08:18
257;618;4;45.770;7744.604;2:09:04
258;604;3;44.046;7788.65;2:09:48
259;614;2;82.439;7871.089;2:11:11
260;623;7;105.438;7976.527;2:12:56
261;622;4;46.622;8023.149;2:13:43
262;628;8;102.808;8125.957;2:15:25
263;627;4;46.907;8172.864;2:16:12
264;625;1;43.101;8215.965;2:16:55
265;622;5;45.952;8261.917;2:17:41
266;614;1;82.338;8344.255;2:19:04
267;612;1;40.892;8385.147;2:19:45
268;618;2;99.716;8484.863;2:21:24
269;616;5;45.501;8530.364;2:22:10
270;625;9;110.111;8640.475;2:24:00
271;609;2;42.432;8682.907;2:24:42
272;609;3;87.111;8770.018;2:26:10
273;623;1;103.183;8873.201;2:27:53
274;624;3;90.535;8963.736;2:29:23
275;608;3;45.444;9009.18;2:30:09
276;607;5;46.812;9055.992;2:30:55
277;615;4;106.920;9162.912;2:32:42
278;611;10;111.381;9274.293;2:34:34
279;618;2;107.507;9381.8;2:36:21
280;615;6;49.543;9431.343;2:37:11
281;602;3;44.661;9476.004;2:37:56
282;601;7;48.566;9524.57;2:38:44
283;607;3;92.026;9616.596;2:40:16
284;616;2;92.203;9708.799;2:41:48
285;623;4;114.189;9822.988;2:43:42
286;619;1;94.060;9917.048;2:45:17
287;620;6;99.909;10016.957;2:46:56
288;635;1;96.802;10113.759;2:48:33
289;642;6;103.778;10217.537;2:50:17
290;629;1;48.118;10265.655;2:51:05
291;643;2;115.030;10380.685;2:53:00
292;660;4;107.006;10487.691;2:54:47
293;661;7;112.653;10600.344;2:56:40
294;668;2;108.541;10708.885;2:58:28
295;676;2;110.237;10819.122;3:00:19
296;668;2;56.008;10875.13;3:01:15
297;667;14;68.443;10943.573;3:02:23
298;666;1;54.679;10998.252;3:03:18
299;653;1;53.578;11051.83;3:04:11
300;653;4;132.753;11184.583;3:06:24
