ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;4.599;4.599;0:00:04
2;108;1;2.181;6.78;0:00:06
3;109;2;3.088;9.868;0:00:09
4;116;2;3.979;13.847;0:00:13
5;126;2;2.641;16.488;0:00:16
6;99;1;0.900;17.388;0:00:17
7;97;5;3.814;21.202;0:00:21
8;96;2;2.169;23.371;0:00:23
9;95;1;1.812;25.183;0:00:25
10;96;7;8.864;34.047;0:00:34
11;120;2;3.663;37.71;0:00:37
12;144;2;3.930;41.64;0:00:41
13;158;1;3.312;44.952;0:00:44
14;137;5;5.319;50.271;0:00:50
15;138;2;3.887;54.158;0:00:54
16;145;4;7.033;61.191;0:01:01
17;165;3;6.205;67.396;0:01:07
18;144;2;3.518;70.914;0:01:10
19;127;1;4.230;75.144;0:01:15
20;126;6;6.456;81.6;0:01:21
21;124;1;2.169;83.769;0:01:23
22;121;1;2.143;85.912;0:01:25
23;134;1;5.029;90.941;0:01:30
24;131;2;3.035;93.976;0:01:33
25;130;1;2.166;96.142;0:01:36
26;139;1;5.324;101.466;0:01:41
27;148;2;5.219;106.685;0:01:46
28;140;3;9.365;116.05;0:01:56
29;147;12;14.457;130.507;0:02:10
30;160;2;6.116;136.623;0:02:16
31;169;7;11.308;147.931;0:02:27
32;163;1;8.534;156.465;0:02:36
33;165;1;8.064;164.529;0:02:44
34;163;1;3.615;168.144;0:02:48
35;164;3;10.088;178.232;0:02:58
36;180;3;11.027;189.259;0:03:09
37;180;3;8.094;197.353;0:03:17
38;179;1;3.990;201.343;0:03:21
39;158;2;4.481;205.824;0:03:25
40;178;4;12.469;218.293;0:03:38
41;172;3;8.916;227.209;0:03:47
42;170;2;9.487;236.696;0:03:56
43;171;4;9.156;245.852;0:04:05
44;172;1;7.393;253.245;0:04:13
45;173;6;11.518;264.763;0:04:24
46;189;2;11.778;276.541;0:04:36
47;187;5;8.017;284.558;0:04:44
48;207;7;14.284;298.842;0:04:58
49;194;2;9.347;308.189;0:05:08
50;191;1;4.182;312.371;0:05:12
51;188;6;8.636;321.007;0:05:21
52;197;8;14.813;335.82;0:05:35
53;196;6;9.123;344.943;0:05:44
54;197;2;10.292;355.235;0:05:55
55;195;4;7.519;362.754;0:06:02
56;207;1;9.002;371.756;0:06:11
57;197;14;21.457;393.213;0:06:33
58;206;5;12.608;405.821;0:06:45
59;207;2;10.127;415.948;0:06:55
60;189;2;5.827;421.775;0:07:01
61;196;8;16.008;437.783;0:07:17
62;189;2;11.288;449.071;0:07:29
63;191;2;11.680;460.751;0:07:40
64;188;1;4.775;465.526;0:07:45
65;203;6;16.082;481.608;0:08:01
66;191;1;11.915;493.523;0:08:13
67;187;1;4.799;498.322;0:08:18
68;186;2;5.362;503.684;0:08:23
69;200;2;12.152;515.836;0:08:35
70;199;2;5.604;521.44;0:08:41
71;200;12;20.864;542.304;0:09:02
72;220;4;14.356;556.66;0:09:16
73;219;1;5.013;561.673;0:09:21
74;216;15;18.216;579.889;0:09:39
75;213;5;8.203;588.092;0:09:48
76;220;4;12.924;601.016;0:10:01
77;221;21;29.824;630.84;0:10:30
