ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.794;0.794;0:00:00
2;116;1;1.032;1.826;0:00:01
3;91;7;3.158;4.984;0:00:04
4;92;8;3.593;8.577;0:00:08
5;87;2;0.975;9.552;0:00:09
6;88;3;1.744;11.296;0:00:11
7;89;5;2.675;13.971;0:00:13
8;92;4;2.539;16.51;0:00:16
9;99;7;4.133;20.643;0:00:20
10;96;8;3.731;24.374;0:00:24
11;110;9;4.868;29.242;0:00:29
12;109;12;5.507;34.749;0:00:34
13;116;1;1.973;36.722;0:00:36
14;132;1;2.133;38.855;0:00:38
15;128;2;2.600;41.455;0:00:41
16;109;2;1.484;42.939;0:00:42
17;118;1;2.334;45.273;0:00:45
18;119;1;2.597;47.87;0:00:47
19;141;2;3.525;51.395;0:00:51
20;138;3;2.888;54.283;0:00:54
21;144;1;3.497;57.78;0:00:57
22;158;2;4.259;62.039;0:01:02
23;159;1;3.994;66.033;0:01:06
24;141;1;2.511;68.544;0:01:08
25;150;2;4.686;73.23;0:01:13
26;147;1;4.314;77.544;0:01:17
27;154;2;4.618;82.162;0:01:22
28;133;1;2.706;84.868;0:01:24
29;135;11;8.368;93.236;0:01:33
30;149;5;6.209;99.445;0:01:39
31;147;1;2.605;102.05;0:01:42
32;148;3;5.640;107.69;0:01:47
33;162;5;7.032;114.722;0:01:54
34;163;3;6.402;121.124;0:02:01
35;177;10;9.891;131.015;0:02:11
36;184;1;6.195;137.21;0:02:17
37;185;7;9.321;146.531;0:02:26
38;184;1;3.907;150.438;0:02:30
39;181;1;3.596;154.034;0:02:34
40;165;7;8.378;162.412;0:02:42
41;179;1;5.549;167.961;0:02:47
42;178;2;6.393;174.354;0:02:54
43;185;5;7.445;181.799;0:03:01
44;192;2;6.504;188.303;0:03:08
45;191;1;3.691;191.994;0:03:11
46;207;5;8.352;200.346;0:03:20
47;221;6;9.650;209.996;0:03:29
48;222;1;7.520;217.516;0:03:37
49;229;1;7.758;225.274;0:03:45
50;235;4;9.609;234.883;0:03:54
51;234;1;4.898;239.781;0:03:59
52;249;8;11.945;251.726;0:04:11
53;229;7;7.865;259.591;0:04:19
54;236;2;9.683;269.274;0:04:29
55;245;2;10.025;279.299;0:04:39
56;241;6;12.160;291.459;0:04:51
57;230;2;10.206;301.665;0:05:01
58;226;2;5.734;307.399;0:05:07
59;227;2;9.751;317.15;0:05:17
60;249;4;12.293;329.443;0:05:29
61;258;3;11.787;341.23;0:05:41
62;261;3;12.357;353.587;0:05:53
63;262;2;11.949;365.536;0:06:05
64;261;5;8.621;374.157;0:06:14
65;262;4;13.758;387.915;0:06:27
66;222;3;7.364;395.279;0:06:35
67;218;5;7.773;403.052;0:06:43
68;212;3;11.973;415.025;0:06:55
69;211;3;6.427;421.452;0:07:01
70;211;11;15.566;437.018;0:07:17
71;210;11;9.957;446.975;0:07:26
72;188;2;9.969;456.944;0:07:36
73;185;12;8.965;465.909;0:07:45
74;193;4;10.461;476.37;0:07:56
75;203;1;9.589;485.959;0:08:05
76;202;8;7.477;493.436;0:08:13
77;200;8;12.541;505.977;0:08:25
78;184;3;4.699;510.676;0:08:30
79;191;5;11.185;521.861;0:08:41
80;192;1;9.820;531.681;0:08:51
81;191;3;5.361;537.042;0:08:57
82;188;3;10.262;547.304;0:09:07
83;196;7;11.950;559.254;0:09:19
84;176;8;12.481;571.735;0:09:31
85;155;4;4.663;576.398;0:09:36
86;161;9;12.273;588.671;0:09:48
87;163;1;9.132;597.803;0:09:57
88;164;1;9.401;607.204;0:10:07
89;165;2;9.956;617.16;0:10:17
90;167;5;11.784;628.944;0:10:28
91;168;1;10.039;638.983;0:10:38
92;175;1;10.369;649.352;0:10:49
93;172;5;6.140;655.492;0:10:55
94;173;2;10.893;666.385;0:11:06
95;182;1;10.850;677.235;0:11:17
96;182;16;17.401;694.636;0:11:34
97;178;1;4.309;698.945;0:11:38
98;193;4;12.417;711.362;0:11:51
99;190;2;4.956;716.318;0:11:56
100;190;2;11.527;727.845;0:12:07
