ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.924;0.924;0:00:00
2;118;2;1.237;2.161;0:00:02
3;92;1;0.482;2.643;0:00:02
4;87;1;0.667;3.31;0:00:03
5;94;1;1.183;4.493;0:00:04
6;102;2;1.898;6.391;0:00:06
7;117;4;2.806;9.197;0:00:09
8;106;2;2.222;11.419;0:00:11
9;107;3;2.549;13.968;0:00:13
10;104;1;1.257;15.225;0:00:15
11;103;3;2.111;17.336;0:00:17
12;111;1;1.962;19.298;0:00:19
13;112;3;3.063;22.361;0:00:22
14;113;2;2.578;24.939;0:00:24
15;137;1;2.782;27.721;0:00:27
16;97;1;1.607;29.328;0:00:29
17;98;1;2.655;31.983;0:00:31
18;100;1;2.749;34.732;0:00:34
19;103;2;3.250;37.982;0:00:37
20;125;2;3.579;41.561;0:00:41
21;121;1;1.891;43.452;0:00:43
22;119;1;1.649;45.101;0:00:45
23;125;1;2.901;48.002;0:00:48
24;103;7;4.367;52.369;0:00:52
25;101;1;1.470;53.839;0:00:53
26;109;1;3.289;57.128;0:00:57
27;116;2;4.237;61.365;0:01:01
28;115;2;2.265;63.63;0:01:03
29;113;3;4.478;68.108;0:01:08
30;119;3;4.301;72.409;0:01:12
31;118;1;1.654;74.063;0:01:14
32;127;1;3.622;77.685;0:01:17
33;126;3;2.876;80.561;0:01:20
34;127;2;4.682;85.243;0:01:25
35;136;4;5.862;91.105;0:01:31
36;135;1;2.621;93.726;0:01:33
37;132;2;4.738;98.464;0:01:38
38;148;4;6.253;104.717;0:01:44
39;133;1;2.215;106.932;0:01:46
40;126;3;5.540;112.472;0:01:52
41;120;1;4.605;117.077;0:01:57
42;118;4;3.085;120.162;0:02:00
43;116;1;4.154;124.316;0:02:04
44;117;2;3.885;128.201;0:02:08
45;114;1;1.555;129.756;0:02:09
46;115;2;4.468;134.224;0:02:14
47;116;1;3.952;138.176;0:02:18
48;136;2;5.110;143.286;0:02:23
49;132;3;3.105;146.391;0:02:26
50;141;3;5.977;152.368;0:02:32
51;148;4;6.874;159.242;0:02:39
52;149;2;6.105;165.347;0:02:45
53;156;1;5.700;171.047;0:02:51
54;157;4;8.205;179.252;0:02:59
55;171;2;7.767;187.019;0:03:07
56;172;4;8.806;195.825;0:03:15
57;172;1;6.736;202.561;0:03:22
58;178;1;7.000;209.561;0:03:29
59;169;2;7.539;217.1;0:03:37
60;183;8;10.798;227.898;0:03:47
61;178;3;8.305;236.203;0:03:56
62;192;4;9.781;245.984;0:04:05
63;178;10;12.210;258.194;0:04:18
64;178;1;7.848;266.042;0:04:26
65;185;1;7.666;273.708;0:04:33
66;186;2;8.838;282.546;0:04:42
67;186;2;8.730;291.276;0:04:51
68;187;2;9.187;300.463;0:05:00
69;166;1;4.317;304.78;0:05:04
70;162;7;11.953;316.733;0:05:16
71;161;2;4.418;321.151;0:05:21
72;160;3;4.646;325.797;0:05:25
73;158;2;3.902;329.699;0:05:29
74;157;2;3.743;333.442;0:05:33
75;172;4;9.285;342.727;0:05:42
76;173;5;10.798;353.525;0:05:53
77;174;9;12.440;365.965;0:06:05
78;194;1;9.934;375.899;0:06:15
79;193;1;4.422;380.321;0:06:20
80;191;1;4.119;384.44;0:06:24
81;197;3;10.933;395.373;0:06:35
82;196;1;4.182;399.555;0:06:39
83;205;7;13.668;413.223;0:06:53
84;207;9;14.350;427.573;0:07:07
85;221;15;18.712;446.285;0:07:26
86;209;1;10.600;456.885;0:07:36
87;207;12;15.692;472.577;0:07:52
88;206;8;7.837;480.414;0:08:00
89;221;7;14.328;494.742;0:08:14
90;218;4;12.706;507.448;0:08:27
91;217;2;5.085;512.533;0:08:32
92;231;7;14.728;527.261;0:08:47
93;230;3;5.904;533.165;0:08:53
94;210;7;7.643;540.808;0:09:00
95;211;10;15.877;556.685;0:09:16
96;210;1;11.021;567.706;0:09:27
97;219;7;14.416;582.122;0:09:42
98;213;1;12.027;594.149;0:09:54
99;198;1;11.203;605.352;0:10:05
100;195;10;8.165;613.517;0:10:13
101;208;9;13.566;627.083;0:10:27
102;215;1;11.389;638.472;0:10:38
103;216;2;10.976;649.448;0:10:49
104;218;5;13.224;662.672;0:11:02
105;225;3;12.841;675.513;0:11:15
106;241;5;15.765;691.278;0:11:31
107;248;2;13.588;704.866;0:11:44
108;250;2;13.687;718.553;0:11:58
109;259;2;15.175;733.728;0:12:13
110;276;6;18.724;752.452;0:12:32
111;261;5;9.186;761.638;0:12:41
112;252;2;16.429;778.067;0:12:58
113;231;5;8.008;786.075;0:13:06
114;230;3;6.685;792.76;0:13:12
115;230;1;15.034;807.794;0:13:27
116;228;3;16.568;824.362;0:13:44
117;237;4;16.940;841.302;0:14:01
118;247;1;15.129;856.431;0:14:16
119;240;1;15.707;872.138;0:14:32
120;236;2;6.334;878.472;0:14:38
121;222;9;9.279;887.751;0:14:47
122;235;2;16.541;904.292;0:15:04
123;225;5;18.214;922.506;0:15:22
124;224;13;11.884;934.39;0:15:34
125;226;22;28.285;962.675;0:16:02
126;225;3;6.849;969.524;0:16:09
127;234;8;19.381;988.905;0:16:28
128;234;2;16.962;1005.867;0:16:45
129;231;12;12.233;1018.1;0:16:58
130;232;3;16.911;1035.011;0:17:15
131;247;5;21.097;1056.108;0:17:36
132;248;12;23.302;1079.41;0:17:59
133;254;1;18.072;1097.482;0:18:17
134;263;5;22.569;1120.051;0:18:40
135;261;2;8.473;1128.524;0:18:48
136;270;2;21.896;1150.42;0:19:10
137;279;6;24.892;1175.312;0:19:35
138;287;2;21.224;1196.536;0:19:56
139;301;2;21.762;1218.298;0:20:18
140;308;2;22.627;1240.925;0:20:40
141;317;1;24.769;1265.694;0:21:05
142;302;2;23.251;1288.945;0:21:28
143;293;14;31.648;1320.593;0:22:00
144;294;3;24.602;1345.195;0:22:25
145;301;4;26.168;1371.363;0:22:51
146;303;10;29.235;1400.598;0:23:20
147;296;5;25.169;1425.767;0:23:45
148;290;20;33.093;1458.86;0:24:18
149;289;13;16.100;1474.96;0:24:34
150;287;1;22.344;1497.304;0:24:57
151;278;1;19.604;1516.908;0:25:16
152;287;12;25.815;1542.723;0:25:42
153;294;3;21.637;1564.36;0:26:04
154;280;2;9.359;1573.719;0:26:13
155;274;3;21.128;1594.847;0:26:34
156;281;1;23.124;1617.971;0:26:57
157;279;21;20.505;1638.476;0:27:18
