ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;2;1.238;1.238;0:00:01
2;118;2;1.093;2.331;0:00:02
3;92;2;0.550;2.881;0:00:02
4;87;5;1.426;4.307;0:00:04
5;88;1;1.067;5.374;0:00:05
6;110;2;1.772;7.146;0:00:07
7;91;1;1.421;8.567;0:00:08
8;89;7;2.934;11.501;0:00:11
9;90;2;1.733;13.234;0:00:13
10;89;5;2.375;15.609;0:00:15
11;103;5;3.223;18.832;0:00:18
12;109;2;2.320;21.152;0:00:21
13;118;4;3.399;24.551;0:00:24
14;117;1;1.399;25.95;0:00:25
15;124;2;2.610;28.56;0:00:28
16;125;1;2.465;31.025;0:00:31
17;141;2;3.277;34.302;0:00:34
18;120;1;1.762;36.064;0:00:36
19;134;1;3.023;39.087;0:00:39
20;143;4;4.431;43.518;0:00:43
21;149;1;3.541;47.059;0:00:47
22;145;2;4.053;51.112;0:00:51
23;152;5;5.473;56.585;0:00:56
24;159;2;4.715;61.3;0:01:01
25;154;1;4.379;65.679;0:01:05
26;152;1;2.400;68.079;0:01:08
27;154;1;4.384;72.463;0:01:12
28;153;1;2.419;74.882;0:01:14
29;150;2;2.967;77.849;0:01:17
30;150;2;4.821;82.67;0:01:22
31;164;2;5.238;87.908;0:01:27
32;177;1;4.875;92.783;0:01:32
33;183;4;6.353;99.136;0:01:39
34;190;2;5.528;104.664;0:01:44
35;184;8;8.300;112.964;0:01:52
36;181;1;3.098;116.062;0:01:56
37;190;2;5.775;121.837;0:02:01
38;184;4;6.889;128.726;0:02:08
39;164;7;5.512;134.238;0:02:14
40;171;3;6.384;140.622;0:02:20
41;167;2;6.250;146.872;0:02:26
42;168;4;7.136;154.008;0:02:34
43;166;6;5.460;159.468;0:02:39
44;159;2;6.530;165.998;0:02:45
45;161;1;5.811;171.809;0:02:51
46;168;1;6.058;177.867;0:02:57
47;166;6;5.566;183.433;0:03:03
48;172;10;9.824;193.257;0:03:13
49;173;4;7.386;200.643;0:03:20
50;172;2;6.834;207.477;0:03:27
51;169;4;4.618;212.095;0:03:32
52;170;1;5.822;217.917;0:03:37
53;178;10;10.298;228.215;0:03:48
54;159;6;5.489;233.704;0:03:53
55;160;2;7.018;240.722;0:04:00
56;156;1;3.204;243.926;0:04:03
57;157;5;7.622;251.548;0:04:11
58;156;2;3.404;254.952;0:04:14
59;170;7;8.905;263.857;0:04:23
60;151;6;5.128;268.985;0:04:28
61;158;1;6.576;275.561;0:04:35
62;157;4;8.591;284.152;0:04:44
63;172;1;7.048;291.2;0:04:51
64;181;1;7.822;299.022;0:04:59
65;187;2;8.860;307.882;0:05:07
66;196;1;8.651;316.533;0:05:16
67;197;1;9.085;325.618;0:05:25
68;179;2;9.744;335.362;0:05:35
69;193;12;14.125;349.487;0:05:49
70;191;4;5.891;355.378;0:05:55
71;203;6;12.033;367.411;0:06:07
72;196;12;14.668;382.079;0:06:22
73;194;3;10.149;392.228;0:06:32
74;200;1;8.965;401.193;0:06:41
75;194;9;12.784;413.977;0:06:53
76;203;7;12.275;426.252;0:07:06
77;194;14;15.310;441.562;0:07:21
78;194;8;12.939;454.501;0:07:34
79;193;6;6.613;461.114;0:07:41
80;194;11;14.259;475.373;0:07:55
