ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;1.206;1.206;0:00:01
2;118;3;1.414;2.62;0:00:02
3;92;1;0.433;3.053;0:00:03
4;89;7;1.891;4.944;0:00:04
5;87;2;1.109;6.053;0:00:06
6;94;1;1.170;7.223;0:00:07
7;95;3;2.158;9.381;0:00:09
8;92;1;1.637;11.018;0:00:11
9;93;1;1.787;12.805;0:00:12
10;89;1;1.102;13.907;0:00:13
11;92;4;2.778;16.685;0:00:16
12;99;3;2.434;19.119;0:00:19
13;100;2;2.505;21.624;0:00:21
14;122;1;2.400;24.024;0:00:24
15;123;2;2.957;26.981;0:00:26
16;103;2;1.909;28.89;0:00:28
17;101;2;1.824;30.714;0:00:30
18;108;2;3.031;33.745;0:00:33
19;122;5;4.573;38.318;0:00:38
20;120;2;2.235;40.553;0:00:40
21;121;1;3.629;44.182;0:00:44
22;119;2;2.485;46.667;0:00:46
23;143;1;3.168;49.835;0:00:49
24;139;1;3.297;53.132;0:00:53
25;140;2;4.076;57.208;0:00:57
26;160;4;5.379;62.587;0:01:02
27;161;9;7.303;69.89;0:01:09
28;160;2;2.849;72.739;0:01:12
29;139;2;2.688;75.427;0:01:15
30;140;2;4.765;80.192;0:01:20
31;160;5;6.624;86.816;0:01:26
32;168;3;6.614;93.43;0:01:33
33;160;1;5.240;98.67;0:01:38
34;166;1;5.262;103.932;0:01:43
35;167;1;5.359;109.291;0:01:49
36;181;1;5.948;115.239;0:01:55
37;201;4;7.973;123.212;0:02:03
38;210;2;7.784;130.996;0:02:10
39;202;11;11.910;142.906;0:02:22
40;211;3;8.577;151.483;0:02:31
41;210;2;8.709;160.192;0:02:40
42;208;6;6.813;167.005;0:02:47
43;205;2;4.848;171.853;0:02:51
44;197;2;8.166;180.019;0:03:00
45;205;7;10.915;190.934;0:03:10
46;204;1;4.436;195.37;0:03:15
47;192;1;7.459;202.829;0:03:22
48;191;5;5.647;208.476;0:03:28
49;172;1;3.342;211.818;0:03:31
50;169;5;5.166;216.984;0:03:36
51;178;7;9.750;226.734;0:03:46
52;170;7;9.665;236.399;0:03:56
53;159;2;7.077;243.476;0:04:03
54;158;6;5.270;248.746;0:04:08
55;139;2;2.859;251.605;0:04:11
56;138;1;2.374;253.979;0:04:13
57;155;1;6.226;260.205;0:04:20
58;170;3;7.878;268.083;0:04:28
59;171;4;8.640;276.723;0:04:36
60;170;2;3.867;280.59;0:04:40
61;169;10;7.150;287.74;0:04:47
62;170;2;8.056;295.796;0:04:55
63;167;1;3.368;299.164;0:04:59
64;187;3;9.747;308.911;0:05:08
65;203;3;10.356;319.267;0:05:19
66;210;1;9.961;329.228;0:05:29
67;205;1;9.897;339.125;0:05:39
68;211;2;10.511;349.636;0:05:49
69;208;6;11.289;360.925;0:06:00
70;209;2;9.559;370.484;0:06:10
71;216;1;9.391;379.875;0:06:19
72;217;3;10.567;390.442;0:06:30
73;205;1;9.207;399.649;0:06:39
74;205;3;10.123;409.772;0:06:49
75;205;4;10.781;420.553;0:07:00
76;212;2;10.703;431.256;0:07:11
77;212;3;10.869;442.125;0:07:22
78;211;3;10.898;453.023;0:07:33
79;211;1;9.784;462.807;0:07:42
80;209;1;4.218;467.025;0:07:47
81;207;5;6.074;473.099;0:07:53
82;189;1;3.768;476.867;0:07:56
83;174;1;3.443;480.31;0:08:00
84;172;3;9.598;489.908;0:08:09
85;165;4;10.005;499.913;0:08:19
86;162;5;9.320;509.233;0:08:29
87;171;1;7.194;516.427;0:08:36
88;179;2;8.270;524.697;0:08:44
89;180;1;8.136;532.833;0:08:52
90;188;2;9.285;542.118;0:09:02
91;188;2;8.989;551.107;0:09:11
92;203;2;9.900;561.007;0:09:21
93;181;1;8.675;569.682;0:09:29
94;167;3;9.016;578.698;0:09:38
95;166;1;7.998;586.696;0:09:46
96;167;3;8.787;595.483;0:09:55
97;174;1;8.478;603.961;0:10:03
98;174;5;10.633;614.594;0:10:14
99;194;4;10.991;625.585;0:10:25
100;201;4;11.293;636.878;0:10:36
101;202;3;11.094;647.972;0:10:47
102;203;9;14.497;662.469;0:11:02
103;204;2;12.612;675.081;0:11:15
104;191;3;11.932;687.013;0:11:27
105;190;2;5.513;692.526;0:11:32
106;191;12;17.063;709.589;0:11:49
107;199;4;12.954;722.543;0:12:02
108;206;4;14.087;736.63;0:12:16
109;203;5;7.764;744.394;0:12:24
110;202;1;5.801;750.195;0:12:30
111;201;6;14.414;764.609;0:12:44
112;187;5;12.526;777.135;0:12:57
113;188;1;11.800;788.935;0:13:08
114;189;9;14.603;803.538;0:13:23
115;185;3;12.131;815.669;0:13:35
116;184;3;6.104;821.773;0:13:41
117;193;3;12.254;834.027;0:13:54
118;192;2;12.315;846.342;0:14:06
119;192;1;12.302;858.644;0:14:18
120;199;1;12.303;870.947;0:14:30
121;199;3;13.896;884.843;0:14:44
122;199;2;12.642;897.485;0:14:57
123;211;2;13.225;910.71;0:15:10
124;212;4;15.180;925.89;0:15:25
125;220;1;14.106;939.996;0:15:39
126;227;10;18.279;958.275;0:15:58
127;242;12;20.431;978.706;0:16:18
128;248;4;16.942;995.648;0:16:35
129;235;3;16.079;1011.727;0:16:51
130;244;2;17.336;1029.063;0:17:09
131;245;3;18.399;1047.462;0:17:27
132;244;1;7.419;1054.881;0:17:34
133;242;4;8.759;1063.64;0:17:43
134;244;2;16.482;1080.122;0:18:00
135;253;2;18.665;1098.787;0:18:18
136;250;1;7.565;1106.352;0:18:26
137;265;2;18.998;1125.35;0:18:45
138;267;2;18.252;1143.602;0:19:03
139;273;4;20.311;1163.913;0:19:23
140;280;17;27.013;1190.926;0:19:50
141;281;19;30.673;1221.599;0:20:21
142;288;1;21.784;1243.383;0:20:43
143;274;2;20.752;1264.135;0:21:04
144;275;1;20.611;1284.746;0:21:24
145;288;1;23.615;1308.361;0:21:48
146;302;1;22.861;1331.222;0:22:11
147;301;4;12.825;1344.047;0:22:24
148;294;3;25.096;1369.143;0:22:49
149;291;4;25.356;1394.499;0:23:14
150;280;25;35.002;1429.501;0:23:49
151;295;1;23.800;1453.301;0:24:13
152;294;8;14.513;1467.814;0:24:27
153;301;6;25.590;1493.404;0:24:53
154;308;3;27.116;1520.52;0:25:20
155;322;2;26.330;1546.85;0:25:46
156;331;3;26.781;1573.631;0:26:13
157;330;11;18.277;1591.908;0:26:31
158;331;3;29.818;1621.726;0:27:01
159;330;1;13.092;1634.818;0:27:14
160;331;1;29.515;1664.333;0:27:44
161;333;6;29.313;1693.646;0:28:13
162;340;12;36.691;1730.337;0:28:50
163;339;5;15.861;1746.198;0:29:06
164;353;1;31.192;1777.39;0:29:37
165;352;3;15.104;1792.494;0:29:52
166;347;6;30.131;1822.625;0:30:22
167;361;2;30.729;1853.354;0:30:53
168;368;5;33.897;1887.251;0:31:27
169;369;3;31.856;1919.107;0:31:59
170;376;6;34.048;1953.155;0:32:33
