ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;8;3.724;3.724;0:00:03
2;110;1;0.987;4.711;0:00:04
3;118;2;1.216;5.927;0:00:05
4;92;5;1.414;7.341;0:00:07
5;90;1;0.579;7.92;0:00:07
6;88;1;0.623;8.543;0:00:08
7;87;6;2.787;11.33;0:00:11
8;88;2;1.663;12.993;0:00:12
9;91;1;1.607;14.6;0:00:14
10;98;23;10.505;25.105;0:00:25
11;111;7;4.573;29.678;0:00:29
12;127;1;2.379;32.057;0:00:32
13;107;1;1.386;33.443;0:00:33
14;104;3;2.090;35.533;0:00:35
15;100;2;2.531;38.064;0:00:38
16;101;5;3.408;41.472;0:00:41
17;102;1;2.325;43.797;0:00:43
18;116;4;3.806;47.603;0:00:47
19;138;2;3.054;50.657;0:00:50
20;119;1;1.396;52.053;0:00:52
21;125;1;2.745;54.798;0:00:54
22;126;2;3.197;57.995;0:00:57
23;136;2;3.434;61.429;0:01:01
24;139;7;5.765;67.194;0:01:07
25;136;3;2.472;69.666;0:01:09
26;135;1;1.612;71.278;0:01:11
27;142;1;3.133;74.411;0:01:14
28;121;1;1.790;76.201;0:01:16
29;122;2;3.919;80.12;0:01:20
30;129;2;4.569;84.689;0:01:24
31;130;1;4.042;88.731;0:01:28
32;127;1;2.324;91.055;0:01:31
33;123;3;5.302;96.357;0:01:36
34;123;1;4.029;100.386;0:01:40
35;121;5;4.029;104.415;0:01:44
36;120;1;4.242;108.657;0:01:48
37;119;1;3.850;112.507;0:01:52
38;120;1;3.488;115.995;0:01:55
39;121;3;4.871;120.866;0:02:00
40;141;2;4.865;125.731;0:02:05
41;155;1;4.828;130.559;0:02:10
42;157;1;5.212;135.771;0:02:15
43;158;2;5.752;141.523;0:02:21
44;159;1;5.772;147.295;0:02:27
45;179;2;6.703;153.998;0:02:33
46;161;6;5.695;159.693;0:02:39
47;158;5;5.074;164.767;0:02:44
48;159;1;5.984;170.751;0:02:50
49;181;1;6.747;177.498;0:02:57
50;180;6;5.822;183.32;0:03:03
51;202;1;7.744;191.064;0:03:11
52;203;2;8.314;199.378;0:03:19
53;212;3;9.092;208.47;0:03:28
54;224;11;13.705;222.175;0:03:42
55;221;4;6.008;228.183;0:03:48
56;239;22;19.587;247.77;0:04:07
57;240;11;14.681;262.451;0:04:22
58;220;6;7.422;269.873;0:04:29
59;227;7;12.555;282.428;0:04:42
60;211;12;10.956;293.384;0:04:53
61;218;2;11.101;304.485;0:05:04
62;232;1;11.446;315.931;0:05:15
63;246;1;12.023;327.954;0:05:27
64;261;3;13.861;341.815;0:05:41
65;271;2;13.535;355.35;0:05:55
66;258;1;6.640;361.99;0:06:01
67;237;2;6.636;368.626;0:06:08
68;219;5;7.889;376.515;0:06:16
69;217;7;8.698;385.213;0:06:25
70;196;2;5.460;390.673;0:06:30
71;193;2;11.530;402.203;0:06:42
72;189;6;7.066;409.269;0:06:49
73;182;3;11.483;420.752;0:07:00
74;184;10;14.992;435.744;0:07:15
75;193;4;11.847;447.591;0:07:27
76;200;2;12.535;460.126;0:07:40
77;199;4;12.557;472.683;0:07:52
78;197;3;11.797;484.48;0:08:04
79;204;4;12.362;496.842;0:08:16
80;197;2;11.251;508.093;0:08:28
81;206;13;16.548;524.641;0:08:44
82;203;2;5.536;530.177;0:08:50
83;200;1;4.470;534.647;0:08:54
84;209;1;10.201;544.848;0:09:04
85;210;2;11.838;556.686;0:09:16
86;216;1;12.360;569.046;0:09:29
87;198;1;4.722;573.768;0:09:33
88;191;4;12.865;586.633;0:09:46
89;190;1;4.397;591.03;0:09:51
90;181;2;12.489;603.519;0:10:03
91;191;2;10.719;614.238;0:10:14
92;188;2;4.515;618.753;0:10:18
93;188;2;11.365;630.118;0:10:30
