ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;7.119;7.119;0:00:07
2;116;2;3.058;10.177;0:00:10
3;90;3;3.211;13.388;0:00:13
4;91;1;2.104;15.492;0:00:15
5;87;1;1.107;16.599;0:00:16
6;100;2;2.568;19.167;0:00:19
7;107;1;1.956;21.123;0:00:21
8;97;1;2.879;24.002;0:00:24
9;95;6;5.992;29.994;0:00:29
10;104;3;4.751;34.745;0:00:34
11;103;7;7.036;41.781;0:00:41
12;96;3;4.589;46.37;0:00:46
13;111;7;7.375;53.745;0:00:53
14;112;3;4.533;58.278;0:00:58
15;132;1;3.434;61.712;0:01:01
16;146;5;7.154;68.866;0:01:08
17;155;4;5.951;74.817;0:01:14
18;156;6;8.854;83.671;0:01:23
19;136;1;2.574;86.245;0:01:26
20;131;3;6.012;92.257;0:01:32
21;129;2;3.309;95.566;0:01:35
22;130;1;3.780;99.346;0:01:39
23;130;2;5.341;104.687;0:01:44
24;150;4;7.628;112.315;0:01:52
25;158;5;8.659;120.974;0:02:00
26;159;3;6.880;127.854;0:02:07
27;155;2;3.988;131.842;0:02:11
28;162;3;6.680;138.522;0:02:18
29;175;1;5.694;144.216;0:02:24
30;155;5;7.129;151.345;0:02:31
31;175;1;6.459;157.804;0:02:37
32;182;4;8.381;166.185;0:02:46
33;196;3;8.715;174.9;0:02:54
34;197;4;9.750;184.65;0:03:04
35;198;6;12.505;197.155;0:03:17
36;222;4;10.383;207.538;0:03:27
37;218;3;6.675;214.213;0:03:34
38;219;13;18.942;233.155;0:03:53
39;226;2;8.339;241.494;0:04:01
40;235;1;7.764;249.258;0:04:09
41;235;14;23.278;272.536;0:04:32
42;242;9;17.558;290.094;0:04:50
43;258;2;12.120;302.214;0:05:02
44;253;1;9.541;311.755;0:05:11
45;213;4;8.425;320.18;0:05:20
46;222;1;8.803;328.983;0:05:28
47;223;10;19.018;348.001;0:05:48
48;221;1;6.639;354.64;0:05:54
49;217;2;6.903;361.543;0:06:01
50;214;3;7.134;368.677;0:06:08
51;215;3;10.988;379.665;0:06:19
52;230;1;8.937;388.602;0:06:28
53;232;1;11.225;399.827;0:06:39
54;231;5;9.844;409.671;0:06:49
55;240;7;15.328;424.999;0:07:04
56;234;2;12.611;437.61;0:07:17
57;232;2;6.259;443.869;0:07:23
58;238;1;10.293;454.162;0:07:34
59;238;3;11.357;465.519;0:07:45
60;247;2;12.642;478.161;0:07:58
61;238;5;14.533;492.694;0:08:12
62;244;9;17.684;510.378;0:08:30
63;233;8;18.056;528.434;0:08:48
64;231;1;5.464;533.898;0:08:53
65;223;7;16.522;550.42;0:09:10
66;204;6;10.074;560.494;0:09:20
67;203;1;5.104;565.598;0:09:25
68;200;4;7.690;573.288;0:09:33
69;199;1;4.839;578.127;0:09:38
70;198;2;5.576;583.703;0:09:43
71;205;4;13.842;597.545;0:09:57
72;207;6;15.426;612.971;0:10:12
73;208;1;10.132;623.103;0:10:23
74;205;8;19.317;642.42;0:10:42
75;204;5;8.645;651.065;0:10:51
76;224;3;12.243;663.308;0:11:03
77;233;5;16.265;679.573;0:11:19
78;229;5;9.194;688.767;0:11:28
79;238;1;10.529;699.296;0:11:39
80;229;7;17.240;716.536;0:11:56
81;238;2;11.730;728.266;0:12:08
82;252;3;15.444;743.71;0:12:23
83;245;5;16.520;760.23;0:12:40
84;254;35;46.187;806.417;0:13:26
85;263;6;17.706;824.123;0:13:44
86;261;7;13.054;837.177;0:13:57
87;253;5;17.058;854.235;0:14:14
88;262;8;19.976;874.211;0:14:34
89;253;12;24.366;898.577;0:14:58
90;267;13;25.824;924.401;0:15:24
91;282;4;16.632;941.033;0:15:41
92;262;5;10.885;951.918;0:15:51
93;261;7;13.084;965.002;0:16:05
94;262;23;35.808;1000.81;0:16:40
95;259;33;39.120;1039.93;0:17:19
96;268;17;29.500;1069.43;0:17:49
97;269;3;18.936;1088.366;0:18:08
98;281;3;17.003;1105.369;0:18:25
99;271;12;26.477;1131.846;0:18:51
100;279;3;17.381;1149.227;0:19:09
