ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;1.334;1.334;0:00:01
2;108;2;1.572;2.906;0:00:02
3;118;1;0.918;3.824;0:00:03
4;91;1;0.471;4.295;0:00:04
5;88;1;0.594;4.889;0:00:04
6;87;3;1.614;6.503;0:00:06
7;96;1;1.243;7.746;0:00:07
8;102;1;1.601;9.347;0:00:09
9;103;2;2.210;11.557;0:00:11
10;110;1;1.772;13.329;0:00:13
11;128;2;2.650;15.979;0:00:15
12;134;1;2.339;18.318;0:00:18
13;149;1;2.649;20.967;0:00:20
14;150;1;3.193;24.16;0:00:24
15;143;1;3.062;27.222;0:00:27
16;153;2;3.079;30.301;0:00:30
17;131;1;1.521;31.822;0:00:31
18;139;1;2.674;34.496;0:00:34
19;117;1;1.560;36.056;0:00:36
20;133;2;3.491;39.547;0:00:39
21;130;1;1.591;41.138;0:00:41
22;137;1;3.206;44.344;0:00:44
23;143;4;4.686;49.03;0:00:49
24;153;2;3.483;52.513;0:00:52
25;151;2;2.325;54.838;0:00:54
26;138;1;3.888;58.726;0:00:58
27;139;2;3.747;62.473;0:01:02
28;142;1;4.052;66.525;0:01:06
29;143;2;4.467;70.992;0:01:10
30;150;2;4.249;75.241;0:01:15
31;152;1;4.074;79.315;0:01:19
32;153;1;4.512;83.827;0:01:23
33;167;3;5.434;89.261;0:01:29
34;169;3;5.397;94.658;0:01:34
35;191;1;5.108;99.766;0:01:39
36;198;1;5.108;104.874;0:01:44
37;194;1;3.440;108.314;0:01:48
38;172;1;2.942;111.256;0:01:51
39;173;3;6.278;117.534;0:01:57
40;172;1;3.347;120.881;0:02:00
41;187;1;6.306;127.187;0:02:07
42;209;1;6.346;133.533;0:02:13
43;191;1;3.657;137.19;0:02:17
44;168;1;3.219;140.409;0:02:20
45;146;1;5.648;146.057;0:02:26
46;127;1;2.617;148.674;0:02:28
47;125;2;2.927;151.601;0:02:31
48;133;1;5.741;157.342;0:02:37
49;130;1;2.630;159.972;0:02:39
50;141;1;5.899;165.871;0:02:45
51;142;2;6.376;172.247;0:02:52
52;141;2;3.320;175.567;0:02:55
53;140;2;3.116;178.683;0:02:58
54;127;2;6.193;184.876;0:03:04
55;133;5;7.381;192.257;0:03:12
56;149;3;7.086;199.343;0:03:19
57;128;1;5.536;204.879;0:03:24
58;136;2;6.006;210.885;0:03:30
59;137;2;6.036;216.921;0:03:36
60;134;3;3.461;220.382;0:03:40
61;133;2;2.752;223.134;0:03:43
62;153;1;6.254;229.388;0:03:49
63;140;1;6.349;235.737;0:03:55
64;141;8;9.506;245.243;0:04:05
65;142;3;7.386;252.629;0:04:12
66;141;1;2.936;255.565;0:04:15
67;155;2;7.228;262.793;0:04:22
68;154;1;2.866;265.659;0:04:25
69;135;3;3.522;269.181;0:04:29
70;134;4;7.924;277.105;0:04:37
71;137;1;6.640;283.745;0:04:43
72;137;1;6.869;290.614;0:04:50
73;133;1;2.341;292.955;0:04:52
74;140;3;7.415;300.37;0:05:00
75;139;1;2.411;302.781;0:05:02
76;145;1;6.509;309.29;0:05:09
77;146;1;6.475;315.765;0:05:15
78;154;1;7.006;322.771;0:05:22
79;155;1;7.284;330.055;0:05:30
80;156;1;7.497;337.552;0:05:37
81;165;1;7.987;345.539;0:05:45
82;162;8;6.662;352.201;0:05:52
83;176;1;8.584;360.785;0:06:00
84;175;3;4.529;365.314;0:06:05
85;181;2;8.914;374.228;0:06:14
