ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;96;1;0.978;0.978;0:00:00
2;118;4;2.087;3.065;0:00:03
3;90;1;0.478;3.543;0:00:03
4;87;2;0.923;4.466;0:00:04
5;88;3;1.917;6.383;0:00:06
6;89;2;1.695;8.078;0:00:08
7;101;2;2.006;10.084;0:00:10
8;121;3;2.582;12.666;0:00:12
9;104;1;1.786;14.452;0:00:14
10;101;6;3.097;17.549;0:00:17
11;100;1;1.081;18.63;0:00:18
12;101;6;3.916;22.546;0:00:22
13;102;1;2.278;24.824;0:00:24
14;103;2;2.427;27.251;0:00:27
15;127;2;3.055;30.306;0:00:30
16;149;2;3.329;33.635;0:00:33
17;126;1;1.864;35.499;0:00:35
18;124;1;1.730;37.229;0:00:37
19;126;1;2.670;39.899;0:00:39
20;142;1;3.118;43.017;0:00:43
21;152;1;3.250;46.267;0:00:46
22;154;2;3.720;49.987;0:00:49
23;134;3;2.768;52.755;0:00:52
24;131;1;1.749;54.504;0:00:54
25;139;2;3.920;58.424;0:00:58
26;140;1;3.731;62.155;0:01:02
27;149;1;3.897;66.052;0:01:06
28;158;1;4.324;70.376;0:01:10
29;135;4;3.938;74.314;0:01:14
30;150;3;5.849;80.163;0:01:20
31;148;2;3.218;83.381;0:01:23
32;142;1;5.159;88.54;0:01:28
33;141;2;3.286;91.826;0:01:31
34;143;1;5.090;96.916;0:01:36
35;131;5;7.113;104.029;0:01:44
36;128;1;2.385;106.414;0:01:46
37;135;1;4.638;111.052;0:01:51
38;136;1;4.934;115.986;0:01:55
39;135;1;2.681;118.667;0:01:58
40;126;2;5.649;124.316;0:02:04
41;123;1;2.314;126.63;0:02:06
42;124;5;6.251;132.881;0:02:12
43;146;1;5.376;138.257;0:02:18
44;145;7;5.181;143.438;0:02:23
45;152;3;6.107;149.545;0:02:29
46;161;1;5.958;155.503;0:02:35
47;175;6;8.824;164.327;0:02:44
48;176;3;7.710;172.037;0:02:52
49;182;2;7.118;179.155;0:02:59
50;190;1;6.873;186.028;0:03:06
51;206;3;8.425;194.453;0:03:14
52;206;1;7.684;202.137;0:03:22
53;203;5;5.619;207.756;0:03:27
54;210;3;8.962;216.718;0:03:36
55;203;4;9.245;225.963;0:03:45
56;209;1;7.492;233.455;0:03:53
57;210;3;8.639;242.094;0:04:02
58;206;1;7.681;249.775;0:04:09
59;186;1;3.599;253.374;0:04:13
60;185;1;3.705;257.079;0:04:17
61;167;3;4.095;261.174;0:04:21
62;165;1;2.963;264.137;0:04:24
63;161;1;7.497;271.634;0:04:31
64;162;1;7.674;279.308;0:04:39
65;163;1;7.793;287.101;0:04:47
66;163;4;9.621;296.722;0:04:56
67;163;1;8.349;305.071;0:05:05
68;164;3;9.271;314.342;0:05:14
69;179;6;11.608;325.95;0:05:25
70;176;5;6.108;332.058;0:05:32
71;175;5;5.825;337.883;0:05:37
72;182;6;12.002;349.885;0:05:49
73;170;5;11.584;361.469;0:06:01
74;168;5;5.908;367.377;0:06:07
75;165;1;4.020;371.397;0:06:11
76;185;1;10.081;381.478;0:06:21
77;184;1;10.210;391.688;0:06:31
78;167;1;9.082;400.77;0:06:40
79;168;3;10.199;410.969;0:06:50
80;175;3;10.037;421.006;0:07:01
81;173;1;9.075;430.081;0:07:10
82;172;2;4.063;434.144;0:07:14
83;175;1;8.638;442.782;0:07:22
84;189;4;10.565;453.347;0:07:33
85;185;3;4.431;457.778;0:07:37
86;186;2;8.950;466.728;0:07:46
87;181;6;11.093;477.821;0:07:57
88;179;2;3.860;481.681;0:08:01
89;186;1;8.750;490.431;0:08:10
90;173;3;4.391;494.822;0:08:14
91;167;1;8.907;503.729;0:08:23
92;168;1;9.130;512.859;0:08:32
93;167;1;8.741;521.6;0:08:41
94;185;3;10.668;532.268;0:08:52
95;192;1;10.611;542.879;0:09:02
96;193;3;11.335;554.214;0:09:14
97;191;2;11.095;565.309;0:09:25
98;207;1;11.026;576.335;0:09:36
99;208;5;12.788;589.123;0:09:49
100;209;1;11.027;600.15;0:10:00
