ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;1;1.031;1.031;0:00:01
2;116;4;2.584;3.615;0:00:03
3;118;3;1.843;5.458;0:00:05
4;92;1;0.417;5.875;0:00:05
5;88;1;0.649;6.524;0:00:06
6;88;2;1.531;8.055;0:00:08
7;89;1;1.570;9.625;0:00:09
8;92;1;1.595;11.22;0:00:11
9;89;1;0.986;12.206;0:00:12
10;96;3;2.745;14.951;0:00:14
11;120;2;2.296;17.247;0:00:17
12;99;1;0.990;18.237;0:00:18
13;92;1;1.964;20.201;0:00:20
14;92;1;1.444;21.645;0:00:21
15;93;4;2.903;24.548;0:00:24
16;96;1;2.019;26.567;0:00:26
17;92;1;1.038;27.605;0:00:27
18;93;1;1.714;29.319;0:00:29
19;94;3;2.778;32.097;0:00:32
20;114;1;2.374;34.471;0:00:34
21;116;2;3.027;37.498;0:00:37
22;113;2;1.858;39.356;0:00:39
23;131;1;3.054;42.41;0:00:42
24;132;1;3.131;45.541;0:00:45
25;154;5;5.467;51.008;0:00:51
26;153;1;2.160;53.168;0:00:53
27;154;4;4.956;58.124;0:00:58
28;156;3;4.725;62.849;0:01:02
29;165;8;7.059;69.908;0:01:09
30;172;1;4.245;74.153;0:01:14
31;180;5;7.115;81.268;0:01:21
32;186;3;5.768;87.036;0:01:27
33;166;1;2.828;89.864;0:01:29
34;148;2;2.928;92.792;0:01:32
35;170;2;5.320;98.112;0:01:38
36;185;2;5.711;103.823;0:01:43
37;166;3;3.750;107.573;0:01:47
38;147;5;4.740;112.313;0:01:52
39;145;1;2.556;114.869;0:01:54
40;141;3;3.413;118.282;0:01:58
41;142;1;5.141;123.423;0:02:03
42;141;1;2.324;125.747;0:02:05
43;142;1;4.878;130.625;0:02:10
44;140;4;3.624;134.249;0:02:14
45;148;2;5.957;140.206;0:02:20
46;146;1;5.608;145.814;0:02:25
47;131;1;5.196;151.01;0:02:31
48;129;2;2.736;153.746;0:02:33
49;136;1;4.938;158.684;0:02:38
50;156;1;5.780;164.464;0:02:44
51;154;8;5.952;170.416;0:02:50
52;141;1;5.476;175.892;0:02:55
53;142;4;6.994;182.886;0:03:02
54;124;2;2.723;185.609;0:03:05
55;121;7;7.629;193.238;0:03:13
56;139;1;5.038;198.276;0:03:18
57;137;2;2.376;200.652;0:03:20
58;135;1;1.813;202.465;0:03:22
59;114;6;4.081;206.546;0:03:26
60;129;1;5.088;211.634;0:03:31
61;130;2;5.864;217.498;0:03:37
62;146;10;10.070;227.568;0:03:47
63;133;4;7.079;234.647;0:03:54
64;134;3;6.843;241.49;0:04:01
65;132;2;2.429;243.919;0:04:03
66;140;1;5.808;249.727;0:04:09
67;131;1;5.954;255.681;0:04:15
68;132;2;5.968;261.649;0:04:21
69;117;3;6.460;268.109;0:04:28
70;116;2;5.561;273.67;0:04:33
71;115;1;1.620;275.29;0:04:35
72;113;3;2.328;277.618;0:04:37
73;114;1;4.508;282.126;0:04:42
74;115;2;4.883;287.009;0:04:47
75;116;2;4.975;291.984;0:04:51
76;116;8;8.428;300.412;0:05:00
77;116;1;5.205;305.617;0:05:05
78;138;1;5.875;311.492;0:05:11
79;154;1;6.412;317.904;0:05:17
80;151;8;5.473;323.377;0:05:23
81;134;1;6.624;330.001;0:05:30
82;133;5;3.945;333.946;0:05:33
83;140;3;6.846;340.792;0:05:40
