ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;96;2;1.358;1.358;0:00:01
2;110;3;1.794;3.152;0:00:03
3;116;2;1.524;4.676;0:00:04
4;91;2;1.245;5.921;0:00:05
5;92;12;4.862;10.783;0:00:10
6;88;1;0.548;11.331;0:00:11
7;87;1;0.705;12.036;0:00:12
8;88;2;1.490;13.526;0:00:13
9;112;2;1.819;15.345;0:00:15
10;113;1;1.585;16.93;0:00:16
11;127;2;2.264;19.194;0:00:19
12;135;2;2.427;21.621;0:00:21
13;115;1;2.015;23.636;0:00:23
14;116;4;3.100;26.736;0:00:26
15;140;2;2.611;29.347;0:00:29
16;118;9;4.767;34.114;0:00:34
17;119;2;2.712;36.826;0:00:36
18;122;1;2.562;39.388;0:00:39
19;120;18;8.501;47.889;0:00:47
20;121;4;3.786;51.675;0:00:51
21;99;8;4.240;55.915;0:00:55
22;96;3;2.177;58.092;0:00:58
23;96;5;3.979;62.071;0:01:02
24;118;2;3.420;65.491;0:01:05
25;117;4;2.832;68.323;0:01:08
26;118;6;5.209;73.532;0:01:13
27;136;1;3.753;77.285;0:01:17
28;134;2;2.488;79.773;0:01:19
29;150;2;4.587;84.36;0:01:24
30;156;10;8.183;92.543;0:01:32
31;135;1;2.076;94.619;0:01:34
32;142;1;4.308;98.927;0:01:38
33;135;6;6.317;105.244;0:01:45
34;137;2;4.490;109.734;0:01:49
35;123;1;4.002;113.736;0:01:53
36;124;1;3.977;117.713;0:01:57
37;125;3;5.112;122.825;0:02:02
38;128;10;7.818;130.643;0:02:10
39;127;1;2.435;133.078;0:02:13
40;124;1;2.112;135.19;0:02:15
41;103;1;1.900;137.09;0:02:17
42;102;1;1.793;138.883;0:02:18
43;103;2;4.721;143.604;0:02:23
44;118;2;4.778;148.382;0:02:28
45;115;1;1.929;150.311;0:02:30
46;117;5;6.020;156.331;0:02:36
47;126;3;5.527;161.858;0:02:41
48;139;3;6.189;168.047;0:02:48
49;136;1;2.605;170.652;0:02:50
50;146;7;8.233;178.885;0:02:58
51;161;3;7.146;186.031;0:03:06
52;168;3;7.769;193.8;0:03:13
53;152;2;3.654;197.454;0:03:17
54;158;2;7.432;204.886;0:03:24
55;156;1;3.244;208.13;0:03:28
56;153;4;7.986;216.116;0:03:36
57;162;9;10.102;226.218;0:03:46
58;161;6;5.305;231.523;0:03:51
59;157;4;7.651;239.174;0:03:59
60;158;3;7.302;246.476;0:04:06
61;155;5;4.647;251.123;0:04:11
62;167;3;8.239;259.362;0:04:19
63;167;2;8.022;267.384;0:04:27
64;166;2;3.813;271.197;0:04:31
65;181;11;11.747;282.944;0:04:42
66;183;1;8.299;291.243;0:04:51
67;170;2;8.023;299.266;0:04:59
68;178;3;8.632;307.898;0:05:07
69;179;1;8.254;316.152;0:05:16
70;201;6;11.142;327.294;0:05:27
71;187;1;4.141;331.435;0:05:31
72;184;1;3.990;335.425;0:05:35
73;185;7;11.789;347.214;0:05:47
74;182;1;8.884;356.098;0:05:56
75;184;11;13.669;369.767;0:06:09
76;185;3;10.598;380.365;0:06:20
77;208;8;13.681;394.046;0:06:34
78;205;1;4.975;399.021;0:06:39
79;207;2;11.521;410.542;0:06:50
80;187;4;5.857;416.399;0:06:56
81;194;17;18.536;434.935;0:07:14
82;193;11;15.742;450.677;0:07:30
83;207;1;11.549;462.226;0:07:42
84;206;1;4.931;467.157;0:07:47
85;203;3;12.556;479.713;0:07:59
86;201;6;6.797;486.51;0:08:06
87;202;10;16.121;502.631;0:08:22
88;202;1;11.399;514.03;0:08:34
89;201;2;5.112;519.142;0:08:39
90;210;2;12.366;531.508;0:08:51
91;224;9;16.223;547.731;0:09:07
92;225;5;14.825;562.556;0:09:22
93;234;1;13.487;576.043;0:09:36
94;228;1;13.934;589.977;0:09:49
95;228;1;13.834;603.811;0:10:03
96;243;3;15.877;619.688;0:10:19
97;228;8;18.061;637.749;0:10:37
98;215;13;19.675;657.424;0:10:57
99;222;9;18.059;675.483;0:11:15
100;224;5;16.424;691.907;0:11:31
101;222;26;18.178;710.085;0:11:50
102;230;1;14.767;724.852;0:12:04
103;239;5;17.487;742.339;0:12:22
104;237;8;9.903;752.242;0:12:32
105;215;6;8.156;760.398;0:12:40
106;210;9;18.416;778.814;0:12:58
107;217;6;17.560;796.374;0:13:16
108;226;1;16.075;812.449;0:13:32
109;227;7;19.125;831.574;0:13:51
110;236;9;20.765;852.339;0:14:12
111;234;30;21.103;873.442;0:14:33
112;233;16;13.805;887.247;0:14:47
113;233;3;17.266;904.513;0:15:04
114;253;8;20.111;924.624;0:15:24
115;252;4;8.306;932.93;0:15:32
116;253;4;18.507;951.437;0:15:51
117;260;2;18.507;969.944;0:16:09
118;261;2;18.822;988.766;0:16:28
119;260;8;10.983;999.749;0:16:39
120;252;1;17.773;1017.522;0:16:57
121;253;11;23.520;1041.042;0:17:21
122;254;30;33.104;1074.146;0:17:54
123;253;8;10.831;1084.977;0:18:04
124;251;5;8.951;1093.928;0:18:13
125;260;3;18.660;1112.588;0:18:32
126;261;2;18.650;1131.238;0:18:51
127;254;9;21.945;1153.183;0:19:13
128;251;2;17.532;1170.715;0:19:30
129;253;1;16.799;1187.514;0:19:47
130;254;2;17.732;1205.246;0:20:05
131;264;15;24.601;1229.847;0:20:29
132;263;3;8.445;1238.292;0:20:38
133;255;4;19.075;1257.367;0:20:57
134;247;6;19.507;1276.874;0:21:16
135;246;2;18.302;1295.176;0:21:35
136;230;3;7.428;1302.604;0:21:42
