ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;1.312;1.312;0:00:01
2;116;1;1.153;2.465;0:00:02
3;118;2;1.362;3.827;0:00:03
4;92;1;0.427;4.254;0:00:04
5;88;2;0.851;5.105;0:00:05
6;87;1;0.781;5.886;0:00:05
7;96;1;1.245;7.131;0:00:07
8;91;1;1.516;8.647;0:00:08
9;92;5;3.357;12.004;0:00:12
10;112;1;1.893;13.897;0:00:13
11;113;1;2.171;16.068;0:00:16
12;114;3;3.511;19.579;0:00:19
13;110;2;2.040;21.619;0:00:21
14;111;3;3.053;24.672;0:00:24
15;135;2;3.087;27.759;0:00:27
16;136;1;2.769;30.528;0:00:30
17;137;4;4.470;34.998;0:00:34
18;114;1;1.943;36.941;0:00:36
19;136;3;3.990;40.931;0:00:40
20;134;2;4.048;44.979;0:00:44
21;135;1;3.031;48.01;0:00:48
22;142;3;4.014;52.024;0:00:52
23;123;2;2.388;54.412;0:00:54
24;103;2;2.127;56.539;0:00:56
25;104;11;7.442;63.981;0:01:03
26;126;5;5.316;69.297;0:01:09
27;127;1;3.922;73.219;0:01:13
28;128;1;4.337;77.556;0:01:17
29;126;1;2.430;79.986;0:01:19
30;127;5;5.870;85.856;0:01:25
31;143;1;4.450;90.306;0:01:30
32;149;1;4.695;95.001;0:01:35
33;157;6;7.221;102.222;0:01:42
34;159;7;8.047;110.269;0:01:50
35;160;2;5.708;115.977;0:01:55
36;159;2;3.754;119.731;0:01:59
37;145;4;6.466;126.197;0:02:06
38;152;4;6.827;133.024;0:02:13
39;174;2;6.206;139.23;0:02:19
40;181;1;6.267;145.497;0:02:25
41;179;2;4.359;149.856;0:02:29
42;176;3;7.550;157.406;0:02:37
43;177;1;6.718;164.124;0:02:44
44;176;1;3.746;167.87;0:02:47
45;172;4;4.833;172.703;0:02:52
46;179;2;6.966;179.669;0:02:59
47;199;3;7.828;187.497;0:03:07
48;215;5;9.264;196.761;0:03:16
49;211;5;6.079;202.84;0:03:22
50;229;3;7.827;210.667;0:03:30
51;210;1;3.506;214.173;0:03:34
52;207;1;3.566;217.739;0:03:37
53;203;1;3.544;221.283;0:03:41
54;210;1;7.400;228.683;0:03:48
