ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;1;6.385;6.385;0:00:06
2;118;4;4.550;10.935;0:00:10
3;92;1;0.906;11.841;0:00:11
4;88;1;1.094;12.935;0:00:12
5;87;3;3.347;16.282;0:00:16
6;102;1;1.723;18.005;0:00:18
7;108;1;2.590;20.595;0:00:20
8;109;3;4.559;25.154;0:00:25
9;118;1;3.849;29.003;0:00:29
10;120;3;5.111;34.114;0:00:34
11;127;6;7.096;41.21;0:00:41
12;124;1;3.465;44.675;0:00:44
13;131;4;7.213;51.888;0:00:51
14;145;1;5.460;57.348;0:00:57
15;142;14;13.919;71.267;0:01:11
16;138;2;3.302;74.569;0:01:14
17;139;4;5.705;80.274;0:01:20
18;148;1;5.598;85.872;0:01:25
19;165;5;11.076;96.948;0:01:36
20;172;1;4.332;101.28;0:01:41
21;167;1;5.125;106.405;0:01:46
22;181;3;6.983;113.388;0:01:53
23;168;2;5.995;119.383;0:01:59
24;165;5;6.728;126.111;0:02:06
25;174;2;7.749;133.86;0:02:13
26;190;6;10.225;144.085;0:02:24
27;196;5;9.657;153.742;0:02:33
28;191;1;5.885;159.627;0:02:39
29;187;3;5.411;165.038;0:02:45
30;185;4;6.308;171.346;0:02:51
31;176;1;6.037;177.383;0:02:57
32;177;5;8.623;186.006;0:03:06
33;178;2;7.492;193.498;0:03:13
34;180;1;6.065;199.563;0:03:19
35;178;7;9.361;208.924;0:03:28
36;179;9;12.607;221.531;0:03:41
37;193;1;6.515;228.046;0:03:48
38;207;2;8.098;236.144;0:03:56
39;216;1;6.842;242.986;0:04:02
40;209;1;7.560;250.546;0:04:10
41;206;2;5.322;255.868;0:04:15
42;194;6;11.786;267.654;0:04:27
43;191;2;4.968;272.622;0:04:32
44;190;1;3.704;276.326;0:04:36
45;178;1;6.457;282.783;0:04:42
46;179;1;5.997;288.78;0:04:48
47;178;5;7.857;296.637;0:04:56
48;198;2;8.678;305.315;0:05:05
49;199;2;7.609;312.924;0:05:12
50;198;1;7.450;320.374;0:05:20
51;207;1;6.781;327.155;0:05:27
52;221;2;9.151;336.306;0:05:36
53;199;3;6.198;342.504;0:05:42
54;198;3;9.965;352.469;0:05:52
55;176;5;7.220;359.689;0:05:59
56;175;1;3.350;363.039;0:06:03
57;184;1;6.610;369.649;0:06:09
58;185;13;17.973;387.622;0:06:27
59;205;7;14.244;401.866;0:06:41
60;204;6;8.872;410.738;0:06:50
61;211;7;15.182;425.92;0:07:05
62;218;1;8.409;434.329;0:07:14
63;212;1;9.215;443.544;0:07:23
64;226;1;11.347;454.891;0:07:34
65;235;7;16.065;470.956;0:07:50
66;233;7;11.520;482.476;0:08:02
67;234;1;10.259;492.735;0:08:12
68;251;11;21.248;513.983;0:08:33
69;265;1;12.729;526.712;0:08:46
70;264;1;6.991;533.703;0:08:53
71;246;10;16.017;549.72;0:09:09
72;226;1;5.961;555.681;0:09:15
73;223;8;12.554;568.235;0:09:28
74;222;13;17.716;585.951;0:09:45
75;222;1;12.877;598.828;0:09:58
76;242;1;11.775;610.603;0:10:10
77;235;1;11.971;622.574;0:10:22
78;233;7;11.699;634.273;0:10:34
79;231;4;16.472;650.745;0:10:50
80;240;8;18.030;668.775;0:11:08
81;249;18;28.833;697.608;0:11:37
82;256;1;12.299;709.907;0:11:49
83;256;1;12.277;722.184;0:12:02
84;262;4;16.314;738.498;0:12:18
85;256;2;14.549;753.047;0:12:33
86;258;1;14.078;767.125;0:12:47
87;256;3;8.597;775.722;0:12:55
88;258;11;24.549;800.271;0:13:20
89;267;5;18.803;819.074;0:13:39
90;266;1;7.463;826.537;0:13:46
91;265;6;12.567;839.104;0:13:59
92;266;2;15.100;854.204;0:14:14
93;253;2;7.913;862.117;0:14:22
94;259;2;16.210;878.327;0:14:38
95;265;3;17.640;895.967;0:14:55
96;250;2;16.485;912.452;0:15:12
97;256;2;15.493;927.945;0:15:27
98;254;8;13.710;941.655;0:15:41
99;252;6;18.803;960.458;0:16:00
100;253;6;18.014;978.472;0:16:18
101;252;14;27.277;1005.749;0:16:45
102;261;37;52.147;1057.896;0:17:37
103;270;10;23.738;1081.634;0:18:01
104;271;4;17.523;1099.157;0:18:19
105;272;2;15.953;1115.11;0:18:35
106;287;15;30.113;1145.223;0:19:05
107;288;12;30.925;1176.148;0:19:36
108;288;14;31.526;1207.674;0:20:07
109;273;18;25.652;1233.326;0:20:33
110;264;17;33.119;1266.445;0:21:06
111;276;5;21.102;1287.547;0:21:27
112;275;5;12.219;1299.766;0:21:39
113;276;1;18.394;1318.16;0:21:58
114;275;2;18.036;1336.196;0:22:16
115;257;1;7.205;1343.401;0:22:23
116;269;10;25.966;1369.367;0:22:49
117;283;16;32.881;1402.248;0:23:22
118;284;7;23.756;1426.004;0:23:46
119;284;3;22.065;1448.069;0:24:08
120;299;5;22.499;1470.568;0:24:30
121;300;8;29.206;1499.774;0:24:59
122;287;2;10.112;1509.886;0:25:09
123;288;4;25.070;1534.956;0:25:34
124;287;28;36.243;1571.199;0:26:11
125;285;2;9.741;1580.94;0:26:20
126;270;3;10.541;1591.481;0:26:31
127;268;3;20.356;1611.837;0:26:51
128;277;21;38.346;1650.183;0:27:30
129;267;4;21.617;1671.8;0:27:51
130;269;8;25.223;1697.023;0:28:17
131;260;3;20.601;1717.624;0:28:37
132;272;9;27.016;1744.64;0:29:04
133;258;1;7.650;1752.29;0:29:12
134;267;5;22.603;1774.893;0:29:34
135;248;5;11.818;1786.711;0:29:46
136;255;2;20.299;1807.01;0:30:07
137;246;1;21.815;1828.825;0:30:28
138;247;5;22.571;1851.396;0:30:51
139;256;3;21.044;1872.44;0:31:12
140;254;17;23.826;1896.266;0:31:36
141;249;17;36.500;1932.766;0:32:12
142;266;3;24.572;1957.338;0:32:37
143;275;9;30.004;1987.342;0:33:07
144;284;1;22.626;2009.968;0:33:29
145;285;2;24.114;2034.082;0:33:54
146;284;7;16.330;2050.412;0:34:10
147;293;2;27.281;2077.693;0:34:37
148;299;11;38.169;2115.862;0:35:15
149;298;5;14.679;2130.541;0:35:30
150;297;1;24.948;2155.489;0:35:55
151;296;3;26.939;2182.428;0:36:22
152;305;12;35.382;2217.81;0:36:57
153;306;2;26.381;2244.191;0:37:24
154;307;8;34.453;2278.644;0:37:58
155;316;17;46.092;2324.736;0:38:44
156;322;7;33.554;2358.29;0:39:18
157;329;2;28.471;2386.761;0:39:46
158;338;1;28.670;2415.431;0:40:15
159;331;7;35.901;2451.332;0:40:51
160;330;7;19.274;2470.606;0:41:10
161;344;18;47.533;2518.139;0:41:58
162;343;1;12.930;2531.069;0:42:11
163;356;4;32.476;2563.545;0:42:43
164;357;5;34.658;2598.203;0:43:18
165;366;2;32.297;2630.5;0:43:50
166;380;1;32.952;2663.452;0:44:23
167;367;2;16.128;2679.58;0:44:39
168;366;1;15.201;2694.781;0:44:54
169;351;3;34.838;2729.619;0:45:29
170;363;47;80.236;2809.855;0:46:49
171;364;5;39.612;2849.467;0:47:29
172;371;16;49.166;2898.633;0:48:18
173;380;13;51.511;2950.144;0:49:10
174;381;5;40.203;2990.347;0:49:50
175;390;28;65.143;3055.49;0:50:55
176;399;27;65.244;3120.734;0:52:00
177;397;4;21.290;3142.024;0:52:22
178;389;4;20.393;3162.417;0:52:42
179;381;23;40.791;3203.208;0:53:23
180;380;21;38.274;3241.482;0:54:01
181;380;2;40.559;3282.041;0:54:42
182;378;5;21.972;3304.013;0:55:04
183;370;5;20.017;3324.03;0:55:24
184;372;12;48.334;3372.364;0:56:12
185;363;5;41.038;3413.402;0:56:53
186;364;9;44.667;3458.069;0:57:38
187;365;19;56.346;3514.415;0:58:34
188;367;3;43.308;3557.723;0:59:17
189;365;8;23.285;3581.008;0:59:41
190;366;8;48.177;3629.185;1:00:29
191;361;1;37.296;3666.481;1:01:06
192;363;1;37.154;3703.635;1:01:43
193;372;10;48.038;3751.673;1:02:31
194;373;25;64.940;3816.613;1:03:36
195;371;9;25.196;3841.809;1:04:01
196;370;8;23.966;3865.775;1:04:25
197;371;6;44.465;3910.24;1:05:10
198;370;1;16.746;3926.986;1:05:26
199;371;2;40.283;3967.269;1:06:07
200;371;2;43.374;4010.643;1:06:50
