ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;102;1;5.212;5.212;0:00:05
2;110;2;3.368;8.58;0:00:08
3;118;3;3.601;12.181;0:00:12
4;91;1;0.948;13.129;0:00:13
5;88;1;1.201;14.33;0:00:14
6;87;3;2.981;17.311;0:00:17
7;94;1;1.687;18.998;0:00:18
8;95;2;2.783;21.781;0:00:21
9;109;3;4.484;26.265;0:00:26
10;91;1;2.712;28.977;0:00:28
11;89;1;1.415;30.392;0:00:30
12;88;1;1.418;31.81;0:00:31
13;89;2;3.629;35.439;0:00:35
14;109;2;4.777;40.216;0:00:40
15;111;1;2.987;43.203;0:00:43
16;112;1;2.454;45.657;0:00:45
17;111;1;1.758;47.415;0:00:47
18;112;1;2.755;50.17;0:00:50
19;113;2;3.875;54.045;0:00:54
20;114;2;4.045;58.09;0:00:58
21;114;2;5.534;63.624;0:01:03
22;126;5;8.787;72.411;0:01:12
23;134;2;5.090;77.501;0:01:17
24;154;2;5.502;83.003;0:01:23
25;155;4;8.208;91.211;0:01:31
26;177;4;8.449;99.66;0:01:39
27;197;2;6.898;106.558;0:01:46
28;198;1;5.458;112.016;0:01:52
29;213;2;6.942;118.958;0:01:58
30;220;4;10.136;129.094;0:02:09
31;202;7;10.748;139.842;0:02:19
32;183;1;4.543;144.385;0:02:24
33;182;1;4.456;148.841;0:02:28
34;198;9;15.374;164.215;0:02:44
35;196;2;5.512;169.727;0:02:49
36;210;1;8.473;178.2;0:02:58
37;206;3;6.591;184.791;0:03:04
38;212;1;7.893;192.684;0:03:12
39;221;2;8.586;201.27;0:03:21
40;222;8;14.886;216.156;0:03:36
41;203;3;7.232;223.388;0:03:43
42;217;2;9.933;233.321;0:03:53
43;203;6;13.764;247.085;0:04:07
44;202;2;5.920;253.005;0:04:13
45;209;1;10.049;263.054;0:04:23
46;229;8;17.006;280.06;0:04:40
47;238;8;16.665;296.725;0:04:56
48;232;6;15.640;312.365;0:05:12
49;233;5;14.639;327.004;0:05:27
50;245;1;11.090;338.094;0:05:38
51;246;5;15.159;353.253;0:05:53
52;237;10;20.460;373.713;0:06:13
53;244;3;14.226;387.939;0:06:27
54;243;2;7.927;395.866;0:06:35
55;245;4;15.632;411.498;0:06:51
56;224;4;9.413;420.911;0:07:00
57;222;1;6.018;426.929;0:07:06
58;221;1;5.678;432.607;0:07:12
59;219;1;5.420;438.027;0:07:18
60;217;2;6.398;444.425;0:07:24
61;223;5;16.449;460.874;0:07:40
62;222;1;5.509;466.383;0:07:46
63;237;2;11.636;478.019;0:07:58
64;245;5;17.523;495.542;0:08:15
65;244;1;5.970;501.512;0:08:21
66;245;3;13.112;514.624;0:08:34
67;243;3;8.130;522.754;0:08:42
68;245;10;21.050;543.804;0:09:03
69;254;5;16.175;559.979;0:09:19
70;246;5;16.642;576.621;0:09:36
71;255;10;21.749;598.37;0:09:58
72;263;5;17.664;616.034;0:10:16
73;260;1;7.047;623.081;0:10:23
74;259;3;8.686;631.767;0:10:31
75;260;4;17.533;649.3;0:10:49
76;260;1;12.963;662.263;0:11:02
77;247;1;6.585;668.848;0:11:08
78;259;1;14.088;682.936;0:11:22
79;258;9;14.600;697.536;0:11:37
80;267;3;15.757;713.293;0:11:53
81;268;32;45.419;758.712;0:12:38
82;266;12;26.097;784.809;0:13:04
83;275;2;15.260;800.069;0:13:20
84;266;5;18.712;818.781;0:13:38
85;265;6;19.551;838.332;0:13:58
86;266;3;18.306;856.638;0:14:16
87;265;2;7.754;864.392;0:14:24
88;274;17;30.131;894.523;0:14:54
89;276;8;22.179;916.702;0:15:16
90;277;3;17.232;933.934;0:15:33
91;277;4;20.992;954.926;0:15:54
92;286;4;19.120;974.046;0:16:14
93;267;4;11.013;985.059;0:16:25
94;275;37;53.563;1038.622;0:17:18
95;261;11;26.534;1065.156;0:17:45
96;258;29;35.585;1100.741;0:18:20
97;259;4;18.948;1119.689;0:18:39
98;265;6;21.614;1141.303;0:19:01
99;264;22;38.197;1179.5;0:19:39
100;270;5;20.404;1199.904;0:19:59
101;271;7;23.478;1223.382;0:20:23
102;271;7;25.421;1248.803;0:20:48
103;285;9;25.356;1274.159;0:21:14
104;294;13;30.063;1304.222;0:21:44
105;301;2;19.593;1323.815;0:22:03
106;287;4;12.116;1335.931;0:22:15
107;293;1;19.350;1355.281;0:22:35
108;300;9;27.647;1382.928;0:23:02
109;306;1;20.690;1403.618;0:23:23
110;293;7;15.579;1419.197;0:23:39
111;291;1;20.581;1439.778;0:23:59
112;300;1;19.351;1459.129;0:24:19
113;289;3;11.280;1470.409;0:24:30
114;280;2;20.867;1491.276;0:24:51
115;293;7;25.438;1516.714;0:25:16
116;301;2;22.055;1538.769;0:25:38
117;300;13;32.955;1571.724;0:26:11
118;301;6;24.942;1596.666;0:26:36
119;303;1;21.038;1617.704;0:26:57
120;304;2;21.631;1639.335;0:27:19
121;289;2;10.945;1650.28;0:27:30
122;287;4;12.416;1662.696;0:27:42
123;286;2;10.510;1673.206;0:27:53
124;275;21;40.834;1714.04;0:28:34
125;274;1;8.650;1722.69;0:28:42
126;289;15;35.457;1758.147;0:29:18
127;290;15;36.524;1794.671;0:29:54
128;305;15;37.045;1831.716;0:30:31
129;291;4;13.377;1845.093;0:30:45
130;289;1;10.087;1855.18;0:30:55
131;303;16;38.196;1893.376;0:31:33
132;320;2;28.435;1921.811;0:32:01
133;305;5;28.379;1950.19;0:32:30
134;304;4;13.237;1963.427;0:32:43
135;305;2;27.048;1990.475;0:33:10
136;314;8;31.241;2021.716;0:33:41
137;313;16;26.785;2048.501;0:34:08
138;328;2;25.864;2074.365;0:34:34
139;326;22;33.506;2107.871;0:35:07
140;324;23;48.366;2156.237;0:35:56
141;309;11;34.330;2190.567;0:36:30
142;318;16;38.668;2229.235;0:37:09
