ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;5;3.802;3.802;0:00:03
2;108;1;1.407;5.209;0:00:05
3;116;4;3.309;8.518;0:00:08
4;118;12;7.501;16.019;0:00:16
5;91;1;0.630;16.649;0:00:16
6;87;1;0.909;17.558;0:00:17
7;88;5;3.536;21.094;0:00:21
8;90;1;1.658;22.752;0:00:22
9;88;2;1.455;24.207;0:00:24
10;89;3;2.602;26.809;0:00:26
11;88;1;1.103;27.912;0:00:27
12;95;1;1.636;29.548;0:00:29
13;96;2;2.751;32.299;0:00:32
14;110;1;2.752;35.051;0:00:35
15;130;3;4.404;39.455;0:00:39
16;133;1;2.936;42.391;0:00:42
17;134;1;3.096;45.487;0:00:45
18;130;3;3.177;48.664;0:00:48
19;131;8;7.194;55.858;0:00:55
20;151;1;3.812;59.67;0:00:59
21;160;6;6.411;66.081;0:01:06
22;161;1;3.766;69.847;0:01:09
23;183;2;4.969;74.816;0:01:14
24;205;5;7.215;82.031;0:01:22
25;217;2;6.185;88.216;0:01:28
26;218;7;8.961;97.177;0:01:37
27;220;5;8.235;105.412;0:01:45
28;199;1;3.745;109.157;0:01:49
29;206;1;5.427;114.584;0:01:54
30;215;1;6.154;120.738;0:02:00
31;212;2;4.938;125.676;0:02:05
32;224;2;7.245;132.921;0:02:12
33;238;3;8.364;141.285;0:02:21
34;253;1;7.969;149.254;0:02:29
35;252;7;10.059;159.313;0:02:39
36;253;3;9.327;168.64;0:02:48
37;233;4;7.469;176.109;0:02:56
38;247;10;14.311;190.42;0:03:10
39;234;6;11.783;202.203;0:03:22
40;243;9;13.363;215.566;0:03:35
41;249;7;12.992;228.558;0:03:48
42;231;7;9.504;238.062;0:03:58
43;240;2;9.708;247.77;0:04:07
44;238;5;8.769;256.539;0:04:16
45;237;44;33.791;290.33;0:04:50
46;235;32;25.988;316.318;0:05:16
47;247;14;17.944;334.262;0:05:34
48;262;27;27.108;361.37;0:06:01
49;271;2;11.443;372.813;0:06:12
50;262;10;16.973;389.786;0:06:29
51;271;8;15.227;405.013;0:06:45
52;277;2;11.795;416.808;0:06:56
53;258;3;7.956;424.764;0:07:04
54;258;10;17.116;441.88;0:07:21
55;252;33;32.332;474.212;0:07:54
56;231;4;7.913;482.125;0:08:02
57;228;39;29.717;511.842;0:08:31
58;237;5;12.297;524.139;0:08:44
59;238;14;18.471;542.61;0:09:02
60;258;7;15.453;558.063;0:09:18
61;267;29;30.535;588.598;0:09:48
62;265;1;6.990;595.588;0:09:55
63;256;1;11.647;607.235;0:10:07
64;247;8;15.495;622.73;0:10:22
65;240;24;25.729;648.459;0:10:48
66;249;35;32.859;681.318;0:11:21
67;247;7;9.951;691.269;0:11:31
68;246;2;6.371;697.64;0:11:37
69;238;6;13.950;711.59;0:11:51
70;253;17;21.249;732.839;0:12:12
71;252;16;15.856;748.695;0:12:28
72;253;50;43.723;792.418;0:13:12
73;268;16;21.576;813.994;0:13:33
74;255;1;6.275;820.269;0:13:40
75;270;8;17.475;837.744;0:13:57
76;271;32;33.974;871.718;0:14:31
77;272;8;18.081;889.799;0:14:49
78;271;87;71.423;961.222;0:16:01
79;280;19;26.048;987.27;0:16:27
80;277;18;19.012;1006.282;0:16:46
81;278;2;15.427;1021.709;0:17:01
82;265;2;8.045;1029.754;0:17:09
83;265;1;15.398;1045.152;0:17:25
84;274;3;16.369;1061.521;0:17:41
85;273;6;11.720;1073.241;0:17:53
86;273;3;17.045;1090.286;0:18:10
87;273;14;25.098;1115.384;0:18:35
88;264;20;27.544;1142.928;0:19:02
89;250;9;19.543;1162.471;0:19:22
90;249;2;7.307;1169.778;0:19:29
91;251;10;20.225;1190.003;0:19:50
92;252;53;49.879;1239.882;0:20:39
93;251;4;9.082;1248.964;0:20:48
94;260;4;16.624;1265.588;0:21:05
95;259;9;13.032;1278.62;0:21:18
96;268;27;32.687;1311.307;0:21:51
97;268;2;17.176;1328.483;0:22:08
98;277;1;16.029;1344.512;0:22:24
99;286;1;16.646;1361.158;0:22:41
100;301;2;18.436;1379.594;0:22:59
