ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;6.562;6.562;0:00:06
2;108;3;4.117;10.679;0:00:10
3;118;1;1.993;12.672;0:00:12
4;92;3;2.567;15.239;0:00:15
5;88;2;2.054;17.293;0:00:17
6;87;4;3.833;21.126;0:00:21
7;88;1;1.599;22.725;0:00:22
8;90;2;3.305;26.03;0:00:26
9;97;5;5.414;31.444;0:00:31
10;95;1;1.473;32.917;0:00:32
11;94;2;2.359;35.276;0:00:35
12;112;1;2.715;37.991;0:00:37
13;121;2;3.237;41.228;0:00:41
14;112;1;3.236;44.464;0:00:44
15;113;6;6.871;51.335;0:00:51
16;114;5;5.970;57.305;0:00:57
17;93;2;2.576;59.881;0:00:59
18;105;1;3.256;63.137;0:01:03
19;114;5;6.351;69.488;0:01:09
20;136;2;4.640;74.128;0:01:14
21;113;5;5.601;79.729;0:01:19
22;120;1;3.424;83.153;0:01:23
23;120;1;3.306;86.459;0:01:26
24;126;1;4.087;90.546;0:01:30
25;123;2;3.217;93.763;0:01:33
26;131;1;4.088;97.851;0:01:37
27;124;1;4.488;102.339;0:01:42
28;146;1;3.971;106.31;0:01:46
29;154;1;4.200;110.51;0:01:50
30;163;2;4.779;115.289;0:01:55
31;170;1;4.220;119.509;0:01:59
32;167;1;5.020;124.529;0:02:04
33;168;1;4.562;129.091;0:02:09
34;165;1;3.169;132.26;0:02:12
35;179;1;5.719;137.979;0:02:17
36;180;1;5.150;143.129;0:02:23
37;200;2;7.179;150.308;0:02:30
38;201;3;8.560;158.868;0:02:38
39;200;3;6.045;164.913;0:02:44
40;220;2;7.848;172.761;0:02:52
41;221;1;7.910;180.671;0:03:00
42;245;2;8.600;189.271;0:03:09
43;202;1;4.188;193.459;0:03:13
44;182;1;3.764;197.223;0:03:17
45;183;1;8.099;205.322;0:03:25
46;181;1;3.795;209.117;0:03:29
47;196;4;10.275;219.392;0:03:39
48;197;5;12.508;231.9;0:03:51
49;195;5;9.231;241.131;0:04:01
50;194;1;4.333;245.464;0:04:05
51;209;1;8.057;253.521;0:04:13
52;207;4;7.495;261.016;0:04:21
53;205;4;11.345;272.361;0:04:32
54;187;4;7.002;279.363;0:04:39
55;188;6;13.155;292.518;0:04:52
56;194;5;12.496;305.014;0:05:05
57;175;1;4.192;309.206;0:05:09
58;183;3;10.962;320.168;0:05:20
59;178;3;5.957;326.125;0:05:26
