ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.785;0.785;0:00:00
2;116;1;1.041;1.826;0:00:01
3;89;1;0.864;2.69;0:00:02
4;90;5;2.483;5.173;0:00:05
5;87;1;0.570;5.743;0:00:05
6;88;1;1.041;6.784;0:00:06
7;110;2;1.558;8.342;0:00:08
8;117;2;1.579;9.921;0:00:09
9;133;2;1.844;11.765;0:00:11
10;113;2;1.128;12.893;0:00:12
11;122;3;2.048;14.941;0:00:14
12;115;4;2.593;17.534;0:00:17
13;113;2;1.355;18.889;0:00:18
14;91;6;2.790;21.679;0:00:21
15;100;3;2.649;24.328;0:00:24
16;101;1;2.189;26.517;0:00:26
17;102;1;2.483;29.0;0:00:29
18;126;1;2.874;31.874;0:00:31
19;140;4;4.234;36.108;0:00:36
20;141;3;4.021;40.129;0:00:40
21;150;1;3.565;43.694;0:00:43
22;127;2;2.742;46.436;0:00:46
23;126;1;3.740;50.176;0:00:50
24;125;1;2.046;52.222;0:00:52
25;139;2;4.164;56.386;0:00:56
26;154;3;5.102;61.488;0:01:01
27;162;1;4.523;66.011;0:01:06
28;176;2;5.074;71.085;0:01:11
29;177;8;7.634;78.719;0:01:18
30;199;9;8.760;87.479;0:01:27
31;201;12;10.771;98.25;0:01:38
32;181;4;4.729;102.979;0:01:42
33;159;10;6.845;109.824;0:01:49
34;167;2;5.848;115.672;0:01:55
35;174;4;7.007;122.679;0:02:02
36;169;2;3.852;126.531;0:02:06
37;176;5;7.702;134.233;0:02:14
38;156;13;8.527;142.76;0:02:22
39;152;2;3.558;146.318;0:02:26
40;153;7;8.166;154.484;0:02:34
41;132;1;2.430;156.914;0:02:36
42;139;3;5.827;162.741;0:02:42
43;119;1;2.334;165.075;0:02:45
44;120;9;8.180;173.255;0:02:53
45;116;4;3.518;176.773;0:02:56
46;118;5;6.940;183.713;0:03:03
47;119;1;5.219;188.932;0:03:08
48;114;2;5.825;194.757;0:03:14
49;110;4;6.420;201.177;0:03:21
50;108;1;2.174;203.351;0:03:23
51;106;2;2.602;205.953;0:03:25
52;120;1;5.530;211.483;0:03:31
53;108;5;7.046;218.529;0:03:38
54;117;1;5.828;224.357;0:03:44
55;111;1;5.993;230.35;0:03:50
56;109;1;2.269;232.619;0:03:52
57;117;8;8.975;241.594;0:04:01
58;122;2;6.549;248.143;0:04:08
59;123;1;6.219;254.362;0:04:14
60;103;3;6.734;261.096;0:04:21
61;119;1;6.178;267.274;0:04:27
62;102;6;8.086;275.36;0:04:35
63;102;1;5.587;280.947;0:04:40
64;109;2;6.101;287.048;0:04:47
65;108;3;2.968;290.016;0:04:50
66;122;1;6.204;296.22;0:04:56
67;104;3;2.906;299.126;0:04:59
68;111;1;6.529;305.655;0:05:05
69;118;1;6.845;312.5;0:05:12
70;127;3;8.080;320.58;0:05:20
71;141;2;8.426;329.006;0:05:29
72;138;2;8.509;337.515;0:05:37
73;138;2;8.118;345.633;0:05:45
74;145;3;8.449;354.082;0:05:54
75;144;1;3.248;357.33;0:05:57
76;140;1;7.580;364.91;0:06:04
77;149;5;9.430;374.34;0:06:14
78;150;1;8.061;382.401;0:06:22
79;156;3;9.522;391.923;0:06:31
80;171;3;9.830;401.753;0:06:41
81;179;3;10.253;412.006;0:06:52
82;191;1;9.865;421.871;0:07:01
83;200;4;11.851;433.722;0:07:13
84;214;3;11.911;445.633;0:07:25
85;220;3;12.620;458.253;0:07:38
86;207;7;7.906;466.159;0:07:46
87;203;2;5.510;471.669;0:07:51
88;204;4;13.252;484.921;0:08:04
89;201;1;5.042;489.963;0:08:09
90;189;1;4.618;494.581;0:08:14
91;204;3;12.885;507.466;0:08:27
92;190;2;12.586;520.052;0:08:40
93;175;4;12.886;532.938;0:08:52
94;176;1;11.513;544.451;0:09:04
95;163;2;11.692;556.143;0:09:16
96;162;2;4.714;560.857;0:09:20
97;160;5;5.721;566.578;0:09:26
98;148;8;14.039;580.617;0:09:40
99;155;11;15.196;595.813;0:09:55
100;161;1;11.163;606.976;0:10:06
