ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.892;0.892;0:00:00
2;104;2;1.491;2.383;0:00:02
3;118;2;1.305;3.688;0:00:03
4;91;3;1.041;4.729;0:00:04
5;89;1;0.792;5.521;0:00:05
6;88;1;0.786;6.307;0:00:06
7;94;2;1.630;7.937;0:00:07
8;101;3;2.515;10.452;0:00:10
9;108;2;2.628;13.08;0:00:13
10;115;1;1.979;15.059;0:00:15
11;137;2;2.900;17.959;0:00:17
12;112;6;4.075;22.034;0:00:22
13;119;6;5.374;27.408;0:00:27
14;115;5;3.537;30.945;0:00:30
15;133;1;2.706;33.651;0:00:33
16;126;1;2.797;36.448;0:00:36
17;120;3;3.330;39.778;0:00:39
18;98;3;2.140;41.918;0:00:41
19;107;1;2.358;44.276;0:00:44
20;116;1;2.714;46.99;0:00:46
21;124;6;5.403;52.393;0:00:52
22;120;1;1.951;54.344;0:00:54
23;121;2;3.352;57.696;0:00:57
24;135;2;3.544;61.24;0:01:01
25;151;3;4.174;65.414;0:01:05
26;152;1;3.345;68.759;0:01:08
27;136;1;3.376;72.135;0:01:12
28;158;2;3.901;76.036;0:01:16
29;178;2;4.376;80.412;0:01:20
30;159;1;2.244;82.656;0:01:22
31;140;1;1.992;84.648;0:01:24
32;136;2;2.308;86.956;0:01:26
33;145;2;4.413;91.369;0:01:31
34;137;1;4.237;95.606;0:01:35
35;136;2;2.500;98.106;0:01:38
36;159;3;5.303;103.409;0:01:43
37;160;3;5.880;109.289;0:01:49
38;161;1;5.163;114.452;0:01:54
39;142;1;5.106;119.558;0:01:59
40;139;2;2.947;122.505;0:02:02
41;136;9;6.123;128.628;0:02:08
42;118;5;6.741;135.369;0:02:15
43;116;1;2.189;137.558;0:02:17
44;123;3;6.117;143.675;0:02:23
45;123;7;8.144;151.819;0:02:31
46;122;1;5.578;157.397;0:02:37
47;128;1;5.255;162.652;0:02:42
48;127;5;6.933;169.585;0:02:49
49;128;1;4.946;174.531;0:02:54
50;148;1;5.726;180.257;0:03:00
51;149;6;8.113;188.37;0:03:08
52;163;5;8.204;196.574;0:03:16
53;157;3;7.438;204.012;0:03:24
54;158;2;6.880;210.892;0:03:30
55;171;2;7.033;217.925;0:03:37
56;187;1;6.975;224.9;0:03:44
57;193;1;7.411;232.311;0:03:52
58;203;3;8.424;240.735;0:04:00
59;210;3;8.752;249.487;0:04:09
60;211;1;8.033;257.52;0:04:17
61;213;3;9.778;267.298;0:04:27
62;212;6;7.387;274.685;0:04:34
63;226;4;10.427;285.112;0:04:45
64;205;4;6.034;291.146;0:04:51
65;202;2;5.076;296.222;0:04:56
66;200;4;5.532;301.754;0:05:01
67;209;8;11.837;313.591;0:05:13
68;223;1;8.958;322.549;0:05:22
69;224;1;9.410;331.959;0:05:31
70;231;3;11.029;342.988;0:05:42
71;245;5;13.380;356.368;0:05:56
72;259;2;12.222;368.59;0:06:08
73;241;9;10.502;379.092;0:06:19
74;248;6;14.750;393.842;0:06:33
75;255;2;13.326;407.168;0:06:47
76;249;2;13.397;420.565;0:07:00
77;255;7;15.839;436.404;0:07:16
78;253;2;13.140;449.544;0:07:29
79;252;6;9.144;458.688;0:07:38
80;246;3;12.954;471.642;0:07:51
81;253;3;13.347;484.989;0:08:04
82;250;1;12.012;497.001;0:08:17
83;246;2;12.107;509.108;0:08:29
84;228;8;9.388;518.496;0:08:38
85;210;1;5.246;523.742;0:08:43
86;211;2;12.249;535.991;0:08:55
87;220;9;16.171;552.162;0:09:12
88;200;17;14.031;566.193;0:09:26
89;199;7;8.194;574.387;0:09:34
90;191;2;5.454;579.841;0:09:39
91;205;1;13.111;592.952;0:09:52
92;200;9;16.415;609.367;0:10:09
93;198;1;4.995;614.362;0:10:14
94;207;18;21.137;635.499;0:10:35
95;208;1;13.370;648.869;0:10:48
96;188;2;5.888;654.757;0:10:54
97;185;3;13.615;668.372;0:11:08
98;186;1;12.936;681.308;0:11:21
99;185;2;5.587;686.895;0:11:26
100;191;4;14.116;701.011;0:11:41
