ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)
1;88;1;0.820
2;116;1;1.072
3;91;14;5.987
4;92;4;2.264
5;88;1;0.701
6;87;1;0.734
7;94;3;1.930
8;110;1;1.543
9;91;3;2.305
10;89;2;1.125
11;87;2;1.118
12;88;3;2.047
13;89;1;1.501
14;105;1;1.862
15;107;1;2.044
16;108;1;2.052
17;110;1;2.395
18;116;3;3.354
19;125;1;2.570
20;139;2;3.382
21;141;1;3.095
22;142;2;3.214
23;151;2;3.669
24;131;8;4.516
25;138;1;3.360
26;117;3;2.796
27;116;1;2.066
28;136;2;4.563
29;152;3;5.428
30;159;1;4.817
31;153;6;7.398
32;152;9;6.435
33;153;1;5.146
34;150;3;6.124
35;149;1;2.846
36;163;2;5.737
37;187;1;5.813
38;188;1;5.644
39;190;1;5.810
40;171;4;4.354
41;149;1;2.764
42;162;1;6.168
43;164;3;7.671
44;165;1;7.014
45;163;2;4.209
46;161;6;6.062
47;163;5;9.311
48;161;3;4.635
49;159;5;5.498
50;158;2;4.162
51;158;1;7.693
52;165;3;9.003
53;178;6;10.804
54;177;4;6.011
55;176;7;7.062
56;163;1;8.646
57;179;8;11.441
58;193;2;9.281
59;179;5;5.994
60;186;13;14.672
61;184;5;6.097
62;182;5;5.761
63;182;11;13.103
64;181;3;4.398
65;183;1;8.218
66;184;2;9.159
67;182;8;6.934
68;183;7;11.603
69;180;4;10.454
70;181;2;9.344
71;189;2;9.631
72;191;13;15.400
73;205;7;12.847
74;204;5;6.209
75;204;4;11.372
76;202;13;9.629
77;203;16;17.298
78;183;18;11.869
79;184;5;11.914
80;182;11;8.854
81;189;3;11.706
82;198;1;11.014
83;181;5;12.824
84;182;20;18.654
85;179;17;11.105
86;176;1;3.720
87;175;2;9.628
88;184;1;9.915
89;185;2;10.211
90;186;3;11.267
91;193;2;11.315
92;193;4;12.567
93;184;1;10.880
94;184;1;10.830
95;201;3;12.399
96;200;1;4.416
97;201;1;11.470
98;199;2;11.863
99;200;1;11.092
100;201;1;11.739
101;194;1;11.628
102;201;1;11.524
103;203;1;11.706
104;217;1;12.478
105;217;1;13.483
106;218;2;13.185
107;220;7;16.315
108;218;8;8.689
109;219;5;15.364
110;216;8;8.634
111;223;8;16.407
112;222;3;6.600
113;222;5;15.519
114;221;3;6.062
115;228;1;12.811
116;243;1;14.029
117;244;3;15.578
118;238;2;15.754
119;245;4;16.999
120;253;1;15.838
121;271;4;18.553
122;254;11;21.881
123;260;3;17.633
124;261;5;18.291
125;270;8;20.531
126;271;8;21.205
127;255;6;10.178
128;265;2;18.403
129;263;2;18.228
130;260;1;6.841
131;259;16;14.054
132;260;8;20.638
133;261;5;19.537
134;252;3;17.620
135;253;1;17.666
136;265;10;21.970
137;266;4;20.122
138;273;3;19.942
139;272;6;10.627
140;273;1;20.055
141;274;6;22.668
142;287;1;21.025
143;288;1;22.626
144;271;5;22.219
145;269;7;12.052
146;279;1;20.181
147;281;11;26.347
148;282;2;22.972
149;288;2;23.784
150;304;19;33.009
151;321;9;29.153
152;306;5;13.429
153;306;3;25.546
154;306;8;28.663
155;307;3;28.276
156;308;1;27.867
157;298;8;29.713
158;287;2;25.211
159;287;8;29.830
160;271;3;24.518
161;280;1;23.896
162;281;2;27.144
163;282;4;27.729
164;280;23;36.875
165;281;9;31.151
166;287;9;31.859
167;286;7;14.707
168;301;5;27.995
169;302;4;30.808
170;311;3;28.448
171;302;3;30.532
172;303;6;32.667
173;288;7;30.096
174;290;7;29.748
175;302;3;30.037
176;308;3;30.858
177;314;13;38.383
178;312;6;16.565
179;314;1;29.537
180;315;5;32.400
181;315;19;41.396
182;314;3;15.377
183;313;3;15.522
184;314;6;32.937
185;315;2;30.833
186;316;1;33.511
187;317;13;40.170
188;319;1;31.852
189;320;1;35.667
190;327;5;39.111
191;324;1;16.622
192;330;13;41.139
193;331;9;41.268
194;331;5;39.375
195;333;16;43.777
196;334;1;35.377
197;335;4;41.474
198;325;2;36.289
199;324;1;37.388
200;311;2;34.788
-;-;-;-;0:51:07
