ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;4;2.257;2.257;0:00:02
2;110;1;1.129;3.386;0:00:03
3;118;1;0.913;4.299;0:00:04
4;92;1;0.524;4.823;0:00:04
5;88;1;0.774;5.597;0:00:05
6;102;5;2.874;8.471;0:00:08
7;109;1;1.485;9.956;0:00:09
8;110;2;2.399;12.355;0:00:12
9;118;1;2.054;14.409;0:00:14
10;125;1;2.637;17.046;0:00:17
11;139;2;2.995;20.041;0:00:20
12;154;2;3.968;24.009;0:00:24
13;162;1;3.110;27.119;0:00:27
14;171;3;5.233;32.352;0:00:32
15;145;2;2.996;35.348;0:00:35
16;125;3;3.083;38.431;0:00:38
17;122;5;3.844;42.275;0:00:42
18;120;2;2.374;44.649;0:00:44
19;133;1;3.179;47.828;0:00:47
20;132;6;5.707;53.535;0:00:53
21;150;2;3.772;57.307;0:00:57
22;158;2;3.956;61.263;0:01:01
23;153;1;3.439;64.702;0:01:04
24;132;1;1.914;66.616;0:01:06
25;140;1;3.390;70.006;0:01:10
26;141;2;4.102;74.108;0:01:14
27;156;1;4.583;78.691;0:01:18
28;153;1;2.467;81.158;0:01:21
29;133;1;2.310;83.468;0:01:23
30;153;2;5.344;88.812;0:01:28
31;160;1;5.682;94.494;0:01:34
32;162;2;5.849;100.343;0:01:40
33;151;1;5.095;105.438;0:01:45
34;153;1;5.367;110.805;0:01:50
35;167;1;6.260;117.065;0:01:57
36;164;2;3.805;120.87;0:02:00
37;162;1;3.241;124.111;0:02:04
38;161;2;3.783;127.894;0:02:07
39;170;1;6.065;133.959;0:02:13
40;171;4;8.442;142.401;0:02:22
41;170;1;3.710;146.111;0:02:26
42;179;2;7.127;153.238;0:02:33
43;178;1;3.853;157.091;0:02:37
44;185;3;7.895;164.986;0:02:44
45;192;1;7.718;172.704;0:02:52
46;190;2;8.788;181.492;0:03:01
47;204;2;8.683;190.175;0:03:10
48;201;11;9.599;199.774;0:03:19
49;221;2;9.167;208.941;0:03:28
50;215;5;11.396;220.337;0:03:40
51;196;3;5.243;225.58;0:03:45
52;193;1;4.319;229.899;0:03:49
53;200;4;10.499;240.398;0:04:00
54;201;4;11.017;251.415;0:04:11
55;209;4;11.550;262.965;0:04:22
56;206;3;5.683;268.648;0:04:28
57;197;1;9.280;277.928;0:04:37
58;198;6;12.019;289.947;0:04:49
59;192;1;8.274;298.221;0:04:58
60;187;1;8.316;306.537;0:05:06
61;188;6;10.993;317.53;0:05:17
62;187;3;5.592;323.122;0:05:23
63;186;3;9.523;332.645;0:05:32
64;177;3;9.095;341.74;0:05:41
65;175;13;9.657;351.397;0:05:51
66;189;5;9.623;361.02;0:06:01
67;190;4;9.435;370.455;0:06:10
68;191;1;8.424;378.879;0:06:18
69;197;6;10.906;389.785;0:06:29
70;198;16;16.862;406.647;0:06:46
71;196;6;7.060;413.707;0:06:53
72;202;1;8.932;422.639;0:07:02
73;211;4;12.223;434.862;0:07:14
74;205;10;16.127;450.989;0:07:30
75;206;12;16.339;467.328;0:07:47
76;207;4;13.788;481.116;0:08:01
77;204;1;5.143;486.259;0:08:06
78;210;6;12.769;499.028;0:08:19
79;209;1;4.940;503.968;0:08:23
80;211;3;12.662;516.63;0:08:36
81;226;8;16.330;532.96;0:08:52
82;232;7;15.044;548.004;0:09:08
83;241;7;17.161;565.165;0:09:25
84;228;1;11.475;576.64;0:09:36
85;236;2;11.677;588.317;0:09:48
86;251;7;15.449;603.766;0:10:03
87;236;1;14.190;617.956;0:10:17
88;221;2;12.970;630.926;0:10:30
89;230;4;12.715;643.641;0:10:43
90;228;1;5.729;649.37;0:10:49
91;221;2;11.990;661.36;0:11:01
92;221;6;13.548;674.908;0:11:14
93;220;9;15.359;690.267;0:11:30
94;203;1;10.073;700.34;0:11:40
95;210;1;11.061;711.401;0:11:51
96;203;1;12.032;723.433;0:12:03
97;202;1;4.222;727.655;0:12:07
98;202;6;13.155;740.81;0:12:20
99;211;4;11.513;752.323;0:12:32
100;209;1;4.370;756.693;0:12:36
