COUNT;HORN RULES (filtered)
1/2;kvinne
1/2;mellom 40 og 50
1/2;Nord Amerika
1/2;Oslo
1/2;frisør
1/2;mann
1/2;mellom 30 og 40
1/2;frisør & Stavanger & Sør Amerika & kvinne & mellom 50 og 60 ---> FALSE
