ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;104;1;1.012;1.012;0:00:01
2;116;2;1.687;2.699;0:00:02
3;91;3;1.837;4.536;0:00:04
4;92;1;1.188;5.724;0:00:05
5;88;5;1.640;7.364;0:00:07
6;87;1;0.759;8.123;0:00:08
7;88;5;2.879;11.002;0:00:11
8;91;6;3.654;14.656;0:00:14
9;89;2;1.235;15.891;0:00:15
10;94;3;2.177;18.068;0:00:18
11;95;2;1.980;20.048;0:00:20
12;111;5;3.684;23.732;0:00:23
13;119;4;3.394;27.126;0:00:27
14;113;1;2.080;29.206;0:00:29
15;122;1;2.039;31.245;0:00:31
16;130;1;2.422;33.667;0:00:33
17;145;1;2.559;36.226;0:00:36
18;152;1;2.914;39.14;0:00:39
19;139;1;3.106;42.246;0:00:42
20;118;5;3.734;45.98;0:00:45
21;126;1;2.959;48.939;0:00:48
22;142;1;3.121;52.06;0:00:52
23;151;1;3.299;55.359;0:00:55
24;148;1;2.321;57.68;0:00:57
25;162;1;3.901;61.581;0:01:01
26;163;1;4.008;65.589;0:01:05
27;164;1;4.227;69.816;0:01:09
28;163;5;6.345;76.161;0:01:16
29;142;1;2.549;78.71;0:01:18
30;122;3;3.173;81.883;0:01:21
31;129;2;4.416;86.299;0:01:26
32;151;7;7.404;93.703;0:01:33
33;152;2;5.362;99.065;0:01:39
34;168;2;5.928;104.993;0:01:44
35;169;7;8.480;113.473;0:01:53
36;171;3;6.660;120.133;0:02:00
37;184;3;6.982;127.115;0:02:07
38;187;2;7.064;134.179;0:02:14
39;187;4;8.453;142.632;0:02:22
40;168;2;4.509;147.141;0:02:27
41;165;1;3.857;150.998;0:02:30
42;162;2;4.059;155.057;0:02:35
43;139;5;5.002;160.059;0:02:40
44;132;2;3.337;163.396;0:02:43
45;141;1;5.171;168.567;0:02:48
46;150;3;6.619;175.186;0:02:55
47;148;5;5.000;180.186;0:03:00
48;161;10;10.648;190.834;0:03:10
49;148;6;8.451;199.285;0:03:19
50;156;2;6.662;205.947;0:03:25
51;155;2;3.596;209.543;0:03:29
52;167;2;6.634;216.177;0:03:36
53;167;1;6.368;222.545;0:03:42
54;173;1;6.080;228.625;0:03:48
55;174;3;8.330;236.955;0:03:56
56;164;1;7.147;244.102;0:04:04
57;170;4;8.023;252.125;0:04:12
58;171;3;7.826;259.951;0:04:19
59;185;5;9.358;269.309;0:04:29
60;186;3;8.689;277.998;0:04:37
61;184;3;4.919;282.917;0:04:42
62;191;7;10.624;293.541;0:04:53
63;192;1;8.237;301.778;0:05:01
64;194;9;12.405;314.183;0:05:14
65;193;2;4.985;319.168;0:05:19
66;192;1;4.182;323.35;0:05:23
67;193;1;8.370;331.72;0:05:31
68;191;1;8.481;340.201;0:05:40
69;189;1;4.149;344.35;0:05:44
70;203;1;9.010;353.36;0:05:53
71;200;2;9.474;362.834;0:06:02
72;203;9;12.657;375.491;0:06:15
73;202;1;8.556;384.047;0:06:24
74;198;1;3.766;387.813;0:06:27
75;199;1;8.365;396.178;0:06:36
76;199;9;12.040;408.218;0:06:48
77;214;4;10.236;418.454;0:06:58
78;234;1;9.787;428.241;0:07:08
79;223;2;10.343;438.584;0:07:18
80;219;2;5.030;443.614;0:07:23
81;200;6;6.873;450.487;0:07:30
82;206;3;9.866;460.353;0:07:40
83;207;2;9.998;470.351;0:07:50
84;208;3;11.116;481.467;0:08:01
85;224;1;10.306;491.773;0:08:11
86;211;2;10.682;502.455;0:08:22
87;191;3;5.382;507.837;0:08:27
88;189;12;9.633;517.47;0:08:37
89;171;1;3.931;521.401;0:08:41
90;179;2;10.388;531.789;0:08:51
91;177;5;11.498;543.287;0:09:03
92;178;4;10.603;553.89;0:09:13
93;185;4;11.193;565.083;0:09:25
94;187;7;13.350;578.433;0:09:38
95;188;1;10.300;588.733;0:09:48
96;186;1;4.611;593.344;0:09:53
97;193;1;10.718;604.062;0:10:04
98;188;4;12.495;616.557;0:10:16
99;188;1;11.250;627.807;0:10:27
100;186;2;5.040;632.847;0:10:32
