ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.943;0.943;0:00:00
2;116;1;1.163;2.106;0:00:02
3;118;1;0.940;3.046;0:00:03
4;92;1;0.529;3.575;0:00:03
5;89;1;0.777;4.352;0:00:04
6;88;2;1.208;5.56;0:00:05
7;88;4;2.543;8.103;0:00:08
8;102;2;1.977;10.08;0:00:10
9;103;2;1.949;12.029;0:00:12
10;123;1;1.926;13.955;0:00:13
11;131;2;2.510;16.465;0:00:16
12;137;2;2.657;19.122;0:00:19
13;111;1;1.302;20.424;0:00:20
14;108;1;1.132;21.556;0:00:21
15;109;1;1.811;23.367;0:00:23
16;110;2;2.601;25.968;0:00:25
17;111;3;2.941;28.909;0:00:28
18;112;2;2.711;31.62;0:00:31
19;124;1;2.679;34.299;0:00:34
20;132;1;2.818;37.117;0:00:37
21;152;2;3.545;40.662;0:00:40
22;165;4;4.723;45.385;0:00:45
23;166;1;3.611;48.996;0:00:48
24;168;1;4.122;53.118;0:00:53
25;190;1;4.200;57.318;0:00:57
26;191;2;4.864;62.182;0:01:02
27;200;5;6.720;68.902;0:01:08
28;214;2;5.915;74.817;0:01:14
29;222;2;6.264;81.081;0:01:21
30;237;4;7.667;88.748;0:01:28
31;217;3;5.453;94.201;0:01:34
32;215;9;8.396;102.597;0:01:42
33;195;10;8.555;111.152;0:01:51
34;194;2;4.317;115.469;0:01:55
35;190;1;3.530;118.999;0:01:58
36;204;3;7.291;126.29;0:02:06
37;211;5;8.527;134.817;0:02:14
38;212;3;7.646;142.463;0:02:22
39;220;7;10.262;152.725;0:02:32
40;242;2;8.234;160.959;0:02:40
41;249;2;8.654;169.613;0:02:49
42;250;4;10.084;179.697;0:02:59
43;230;3;6.511;186.208;0:03:06
44;238;2;9.294;195.502;0:03:15
45;240;5;11.147;206.649;0:03:26
46;256;2;9.758;216.407;0:03:36
47;217;2;5.735;222.142;0:03:42
48;216;3;10.178;232.32;0:03:52
49;238;1;9.100;241.42;0:04:01
50;217;12;11.174;252.594;0:04:12
51;218;4;10.736;263.33;0:04:23
52;199;1;9.262;272.592;0:04:32
53;198;4;10.020;282.612;0:04:42
54;195;2;4.775;287.387;0:04:47
55;204;3;9.741;297.128;0:04:57
56;201;3;5.702;302.83;0:05:02
57;199;1;4.705;307.535;0:05:07
58;205;1;9.170;316.705;0:05:16
59;215;9;13.837;330.542;0:05:30
60;212;4;6.204;336.746;0:05:36
61;225;1;9.077;345.823;0:05:45
62;205;1;4.515;350.338;0:05:50
