ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;4;3.195;3.195;0:00:03
2;89;1;1.639;4.834;0:00:04
3;90;1;2.308;7.142;0:00:07
4;91;2;3.513;10.655;0:00:10
5;92;1;3.559;14.214;0:00:14
6;99;1;4.258;18.472;0:00:18
7;108;1;5.026;23.498;0:00:23
8;130;3;4.334;27.832;0:00:27
9;138;1;1.428;29.26;0:00:29
10;111;4;3.159;32.419;0:00:32
11;108;1;2.252;34.671;0:00:34
12;107;1;2.320;36.991;0:00:36
13;108;3;4.107;41.098;0:00:41
14;110;2;6.561;47.659;0:00:47
15;119;1;5.714;53.373;0:00:53
16;143;1;3.762;57.135;0:00:57
17;167;3;5.465;62.6;0:01:02
18;146;3;4.187;66.787;0:01:06
19;143;4;4.797;71.584;0:01:11
20;139;3;3.999;75.583;0:01:15
21;146;2;6.699;82.282;0:01:22
22;147;3;8.138;90.42;0:01:30
23;147;1;4.620;95.04;0:01:35
24;163;1;4.700;99.74;0:01:39
25;172;1;4.452;104.192;0:01:44
26;173;1;7.036;111.228;0:01:51
27;152;5;5.662;116.89;0:01:56
28;146;1;7.207;124.097;0:02:04
29;142;3;4.357;128.454;0:02:08
30;142;3;6.100;134.554;0:02:14
31;143;1;6.810;141.364;0:02:21
32;139;1;3.186;144.55;0:02:24
33;147;3;6.338;150.888;0:02:30
34;162;1;7.764;158.652;0:02:38
35;178;3;7.085;165.737;0:02:45
36;179;1;8.438;174.175;0:02:54
37;178;3;5.242;179.417;0:02:59
38;179;2;9.566;188.983;0:03:08
39;189;3;7.763;196.746;0:03:16
40;168;1;3.770;200.516;0:03:20
41;155;5;8.754;209.27;0:03:29
42;162;2;9.888;219.158;0:03:39
43;165;1;6.651;225.809;0:03:45
44;163;1;3.636;229.445;0:03:49
45;160;1;3.580;233.025;0:03:53
46;176;1;6.915;239.94;0:03:59
47;175;1;3.629;243.569;0:04:03
48;159;1;7.164;250.733;0:04:10
49;167;3;7.856;258.589;0:04:18
50;166;1;3.729;262.318;0:04:22
51;182;1;7.144;269.462;0:04:29
52;170;1;6.880;276.342;0:04:36
53;171;2;9.083;285.425;0:04:45
54;168;1;3.786;289.211;0:04:49
55;159;2;7.686;296.897;0:04:56
56;160;1;8.796;305.693;0:05:05
57;167;5;12.335;318.028;0:05:18
58;168;1;10.439;328.467;0:05:28
59;165;1;4.243;332.71;0:05:32
60;174;1;7.747;340.457;0:05:40
61;176;1;8.422;348.879;0:05:48
62;169;2;8.844;357.723;0:05:57
63;170;1;10.299;368.022;0:06:08
64;176;4;11.539;379.561;0:06:19
65;179;1;8.388;387.949;0:06:27
66;176;5;12.777;400.726;0:06:40
67;175;4;6.007;406.733;0:06:46
68;183;7;11.784;418.517;0:06:58
69;163;1;3.591;422.108;0:07:02
70;177;1;8.499;430.607;0:07:10
71;184;3;11.626;442.233;0:07:22
72;190;2;9.468;451.701;0:07:31
73;187;1;4.167;455.868;0:07:35
74;193;2;12.248;468.116;0:07:48
75;206;1;9.269;477.385;0:07:57
76;207;1;12.855;490.24;0:08:10
77;205;2;5.898;496.138;0:08:16
78;193;1;9.984;506.122;0:08:26
79;174;2;5.501;511.623;0:08:31
80;175;2;13.935;525.558;0:08:45
81;182;3;11.529;537.087;0:08:57
82;183;1;14.575;551.662;0:09:11
83;197;1;13.152;564.814;0:09:24
84;197;3;13.251;578.065;0:09:38
85;196;1;5.945;584.01;0:09:44
86;203;1;15.216;599.226;0:09:59
87;200;4;7.906;607.132;0:10:07
88;222;1;12.342;619.474;0:10:19
89;229;3;17.489;636.963;0:10:36
90;224;1;13.288;650.251;0:10:50
91;237;1;18.512;668.763;0:11:08
92;244;1;19.428;688.191;0:11:28
93;245;1;19.792;707.983;0:11:47
94;253;1;18.251;726.234;0:12:06
95;254;7;25.638;751.872;0:12:31
96;252;1;8.402;760.274;0:12:40
97;253;2;22.065;782.339;0:13:02
98;233;1;8.199;790.538;0:13:10
99;235;2;15.963;806.501;0:13:26
100;234;3;9.446;815.947;0:13:35
