ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.823;0.823;0:00:00
2;116;1;1.081;1.904;0:00:01
3;91;9;3.825;5.729;0:00:05
4;87;29;10.546;16.275;0:00:16
5;96;4;2.105;18.38;0:00:18
6;111;1;1.367;19.747;0:00:19
7;119;4;2.791;22.538;0:00:22
8;120;5;3.205;25.743;0:00:25
9;121;3;2.914;28.657;0:00:28
10;113;1;1.899;30.556;0:00:30
11;122;5;3.451;34.007;0:00:34
12;144;1;2.380;36.387;0:00:36
13;145;4;3.717;40.104;0:00:40
14;146;6;4.541;44.645;0:00:44
15;148;3;3.649;48.294;0:00:48
16;149;2;3.294;51.588;0:00:51
17;171;2;3.793;55.381;0:00:55
18;194;3;4.630;60.011;0:01:00
19;209;2;4.724;64.735;0:01:04
20;218;1;4.848;69.583;0:01:09
21;232;5;7.209;76.792;0:01:16
22;227;2;5.847;82.639;0:01:22
23;228;1;5.457;88.096;0:01:28
24;186;5;6.065;94.161;0:01:34
25;184;1;3.888;98.049;0:01:38
26;183;1;5.131;103.18;0:01:43
27;181;11;8.105;111.285;0:01:51
28;180;2;4.015;115.3;0:01:55
29;179;2;3.998;119.298;0:01:59
30;180;4;6.357;125.655;0:02:05
31;183;3;6.016;131.671;0:02:11
32;181;3;4.227;135.898;0:02:15
33;177;1;3.297;139.195;0:02:19
34;157;6;4.955;144.15;0:02:24
35;158;6;7.437;151.587;0:02:31
36;154;2;3.312;154.899;0:02:34
37;156;3;5.876;160.775;0:02:40
38;171;2;5.868;166.643;0:02:46
39;156;3;6.346;172.989;0:02:52
40;157;10;8.896;181.885;0:03:01
41;158;7;7.927;189.812;0:03:09
42;159;3;6.470;196.282;0:03:16
43;174;4;7.236;203.518;0:03:23
44;155;1;5.963;209.481;0:03:29
45;151;3;4.104;213.585;0:03:33
46;171;3;6.711;220.296;0:03:40
47;173;7;8.681;228.977;0:03:48
48;182;1;6.405;235.382;0:03:55
49;188;1;6.788;242.17;0:04:02
50;194;5;8.687;250.857;0:04:10
51;192;3;4.921;255.778;0:04:15
52;193;3;7.637;263.415;0:04:23
53;199;4;8.495;271.91;0:04:31
54;197;1;4.203;276.113;0:04:36
55;205;5;9.456;285.569;0:04:45
56;214;2;8.471;294.04;0:04:54
57;213;5;6.684;300.724;0:05:00
58;227;4;10.270;310.994;0:05:10
59;207;4;6.141;317.135;0:05:17
60;221;3;9.919;327.054;0:05:27
61;203;11;9.029;336.083;0:05:36
62;201;17;11.382;347.465;0:05:47
63;198;8;7.246;354.711;0:05:54
64;186;6;5.915;360.626;0:06:00
65;188;4;9.979;370.605;0:06:10
66;186;31;17.100;387.705;0:06:27
67;166;2;4.188;391.893;0:06:31
68;181;1;9.412;401.305;0:06:41
69;162;5;5.499;406.804;0:06:46
70;162;14;15.227;422.031;0:07:02
71;163;3;10.378;432.409;0:07:12
72;162;1;3.701;436.11;0:07:16
73;170;1;9.703;445.813;0:07:25
74;171;9;13.285;459.098;0:07:39
75;170;9;13.557;472.655;0:07:52
76;168;4;5.086;477.741;0:07:57
77;166;23;13.261;491.002;0:08:11
78;173;1;10.055;501.057;0:08:21
79;190;22;20.041;521.098;0:08:41
80;199;1;11.630;532.728;0:08:52
81;195;14;17.800;550.528;0:09:10
82;209;8;15.555;566.083;0:09:26
83;210;1;12.629;578.712;0:09:38
84;196;21;21.487;600.199;0:10:00
85;211;2;13.460;613.659;0:10:13
86;231;5;16.123;629.782;0:10:29
87;230;11;11.411;641.193;0:10:41
88;236;5;16.075;657.268;0:10:57
89;234;3;7.217;664.485;0:11:04
90;233;10;18.040;682.525;0:11:22
91;246;1;13.934;696.459;0:11:36
92;243;3;14.862;711.321;0:11:51
93;249;6;15.977;727.298;0:12:07
94;257;1;14.082;741.38;0:12:21
95;237;19;15.061;756.441;0:12:36
96;238;1;14.136;770.577;0:12:50
97;231;5;15.958;786.535;0:13:06
98;232;6;16.395;802.93;0:13:22
99;246;15;21.471;824.401;0:13:44
100;246;2;15.802;840.203;0:14:00
