ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;96;1;0.944;0.944;0:00:00
2;105;1;1.338;2.282;0:00:02
3;119;5;3.266;5.548;0:00:05
4;127;1;0.968;6.516;0:00:06
5;100;2;0.860;7.376;0:00:07
6;96;2;1.149;8.525;0:00:08
7;112;1;1.493;10.018;0:00:10
8;113;1;1.509;11.527;0:00:11
9;115;2;2.247;13.774;0:00:13
10;116;1;1.756;15.53;0:00:15
11;93;1;1.251;16.781;0:00:16
12;115;1;2.145;18.926;0:00:18
13;124;2;3.000;21.926;0:00:21
14;120;1;1.698;23.624;0:00:23
15;127;1;2.982;26.606;0:00:26
16;128;2;3.962;30.568;0:00:30
17;136;7;6.067;36.635;0:00:36
18;137;6;6.470;43.105;0:00:43
19;136;6;4.680;47.785;0:00:47
20;143;1;3.266;51.051;0:00:51
21;151;1;3.674;54.725;0:00:54
22;154;2;4.217;58.942;0:00:58
23;155;2;4.446;63.388;0:01:03
24;157;1;3.966;67.354;0:01:07
25;153;1;2.688;70.042;0:01:10
26;173;1;4.409;74.451;0:01:14
27;187;2;5.116;79.567;0:01:19
28;164;2;3.461;83.028;0:01:23
29;184;1;4.789;87.817;0:01:27
30;191;1;4.986;92.803;0:01:32
31;205;7;8.779;101.582;0:01:41
32;202;1;6.150;107.732;0:01:47
33;201;5;5.596;113.328;0:01:53
34;200;4;5.097;118.425;0:01:58
35;207;4;7.711;126.136;0:02:06
36;208;4;7.522;133.658;0:02:13
37;186;3;4.733;138.391;0:02:18
38;183;5;5.507;143.898;0:02:23
39;199;1;6.392;150.29;0:02:30
40;209;1;7.197;157.487;0:02:37
41;210;2;7.782;165.269;0:02:45
42;211;3;8.894;174.163;0:02:54
43;210;1;4.410;178.573;0:02:58
44;230;2;8.801;187.374;0:03:07
45;211;2;4.985;192.359;0:03:12
46;209;2;4.845;197.204;0:03:17
47;218;1;8.279;205.483;0:03:25
48;224;3;10.665;216.148;0:03:36
49;239;3;10.505;226.653;0:03:46
50;253;5;13.090;239.743;0:03:59
51;251;1;6.007;245.75;0:04:05
52;238;2;10.884;256.634;0:04:16
53;218;15;13.177;269.811;0:04:29
54;225;19;19.133;288.944;0:04:48
55;222;1;9.593;298.537;0:04:58
56;219;1;9.970;308.507;0:05:08
57;218;3;5.854;314.361;0:05:14
58;219;8;12.520;326.881;0:05:26
59;234;7;13.114;339.995;0:05:39
60;243;2;11.682;351.677;0:05:51
61;239;1;5.936;357.613;0:05:57
62;232;3;11.320;368.933;0:06:08
63;252;1;10.880;379.813;0:06:19
64;247;2;12.119;391.932;0:06:31
65;244;2;6.078;398.01;0:06:38
66;241;8;9.353;407.363;0:06:47
67;240;8;9.285;416.648;0:06:56
68;248;12;17.725;434.373;0:07:14
69;257;9;16.508;450.881;0:07:30
70;265;7;16.115;466.996;0:07:46
71;264;5;8.105;475.101;0:07:55
72;248;3;6.591;481.692;0:08:01
73;249;11;18.326;500.018;0:08:20
74;251;1;13.483;513.501;0:08:33
75;232;19;15.114;528.615;0:08:48
76;228;1;5.321;533.936;0:08:53
77;228;7;14.660;548.596;0:09:08
78;229;15;19.350;567.946;0:09:27
79;244;9;18.222;586.168;0:09:46
80;238;8;17.632;603.8;0:10:03
81;246;11;19.999;623.799;0:10:23
82;245;3;6.917;630.716;0:10:30
83;242;5;7.725;638.441;0:10:38
84;222;21;15.798;654.239;0:10:54
85;219;2;5.460;659.699;0:10:59
86;220;8;15.994;675.693;0:11:15
87;219;5;7.046;682.739;0:11:22
88;228;23;25.793;708.532;0:11:48
89;237;12;18.673;727.205;0:12:07
90;238;11;18.825;746.03;0:12:26
91;219;11;11.102;757.132;0:12:37
92;234;2;16.066;773.198;0:12:53
93;225;6;16.784;789.982;0:13:09
94;234;8;19.283;809.265;0:13:29
95;232;6;8.858;818.123;0:13:38
96;224;12;21.790;839.913;0:13:59
97;222;5;16.976;856.889;0:14:16
98;223;9;19.918;876.807;0:14:36
99;224;1;14.592;891.399;0:14:51
100;223;8;19.888;911.287;0:15:11
