ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.801;0.801;0:00:00
2;110;1;1.039;1.84;0:00:01
3;118;3;1.579;3.419;0:00:03
4;92;3;0.781;4.2;0:00:04
5;89;1;0.567;4.767;0:00:04
6;87;5;2.131;6.898;0:00:06
7;96;3;1.935;8.833;0:00:08
8;88;1;1.390;10.223;0:00:10
9;101;2;1.770;11.993;0:00:11
10;88;4;2.723;14.716;0:00:14
11;89;2;1.704;16.42;0:00:16
12;90;1;1.504;17.924;0:00:17
13;106;2;2.490;20.414;0:00:20
14;107;4;3.175;23.589;0:00:23
15;131;2;2.676;26.265;0:00:26
16;130;1;1.642;27.907;0:00:27
17;152;1;2.479;30.386;0:00:30
18;153;2;2.980;33.366;0:00:33
19;132;3;2.516;35.882;0:00:35
20;119;1;2.606;38.488;0:00:38
21;115;4;2.459;40.947;0:00:40
22;116;1;2.580;43.527;0:00:43
23;116;4;3.933;47.46;0:00:47
24;114;1;1.575;49.035;0:00:49
25;113;2;1.820;50.855;0:00:50
26;114;1;2.555;53.41;0:00:53
27;112;5;2.879;56.289;0:00:56
28;113;2;2.923;59.212;0:00:59
29;120;1;3.059;62.271;0:01:02
30;144;2;3.832;66.103;0:01:06
31;122;3;4.297;70.4;0:01:10
32;146;2;4.109;74.509;0:01:14
33;147;1;4.064;78.573;0:01:18
34;125;2;2.542;81.115;0:01:21
35;147;1;4.321;85.436;0:01:25
36;145;3;3.144;88.58;0:01:28
37;148;3;5.440;94.02;0:01:34
38;157;1;4.813;98.833;0:01:38
39;156;2;3.043;101.876;0:01:41
40;134;4;3.459;105.335;0:01:45
41;132;3;2.801;108.136;0:01:48
42;128;1;2.006;110.142;0:01:50
43;119;2;5.039;115.181;0:01:55
44;132;4;5.569;120.75;0:02:00
45;146;2;5.387;126.137;0:02:06
46;155;2;5.707;131.844;0:02:11
47;156;3;6.448;138.292;0:02:18
48;155;1;2.754;141.046;0:02:21
49;143;1;5.612;146.658;0:02:26
50;155;2;5.945;152.603;0:02:32
51;154;1;2.629;155.232;0:02:35
52;155;1;5.325;160.557;0:02:40
53;156;5;7.528;168.085;0:02:48
54;159;4;7.423;175.508;0:02:55
55;155;2;3.311;178.819;0:02:58
56;175;5;8.030;186.849;0:03:06
57;184;1;6.785;193.634;0:03:13
58;185;4;8.558;202.192;0:03:22
59;176;2;7.642;209.834;0:03:29
60;178;1;6.879;216.713;0:03:36
61;179;6;9.303;226.016;0:03:46
62;193;5;9.483;235.499;0:03:55
63;194;6;10.216;245.715;0:04:05
64;193;9;11.875;257.59;0:04:17
65;213;1;8.389;265.979;0:04:25
66;219;3;9.468;275.447;0:04:35
67;217;4;5.751;281.198;0:04:41
68;218;9;12.604;293.802;0:04:53
69;238;4;11.038;304.84;0:05:04
70;245;9;13.973;318.813;0:05:18
71;244;1;5.487;324.3;0:05:24
72;240;2;11.105;335.405;0:05:35
73;249;1;10.797;346.202;0:05:46
74;250;2;11.836;358.038;0:05:58
75;249;3;12.465;370.503;0:06:10
76;255;9;15.817;386.32;0:06:26
77;253;2;6.553;392.873;0:06:32
78;254;3;12.727;405.6;0:06:45
79;261;2;12.980;418.58;0:06:58
80;241;1;6.160;424.74;0:07:04
81;247;1;12.036;436.776;0:07:16
82;248;2;13.605;450.381;0:07:30
83;262;8;17.430;467.811;0:07:47
84;261;5;8.904;476.715;0:07:56
85;241;5;14.634;491.349;0:08:11
86;241;10;17.153;508.502;0:08:28
87;249;2;12.885;521.387;0:08:41
88;248;7;9.149;530.536;0:08:50
89;255;7;15.482;546.018;0:09:06
90;256;1;12.627;558.645;0:09:18
91;253;2;6.672;565.317;0:09:25
92;255;1;13.279;578.596;0:09:38
93;256;10;18.164;596.76;0:09:56
94;255;3;7.886;604.646;0:10:04
95;253;11;11.632;616.278;0:10:16
96;254;3;15.052;631.33;0:10:31
97;274;11;19.278;650.608;0:10:50
98;261;7;9.876;660.484;0:11:00
99;242;4;8.080;668.564;0:11:08
100;250;18;23.546;692.11;0:11:32
