ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;1.324;1.324;0:00:01
2;108;2;1.596;2.92;0:00:02
3;109;3;2.373;5.293;0:00:05
4;123;3;2.695;7.988;0:00:07
5;133;3;1.867;9.855;0:00:09
6;106;2;0.826;10.681;0:00:10
7;103;7;2.555;13.236;0:00:13
8;102;2;1.493;14.729;0:00:14
9;117;1;1.603;16.332;0:00:16
10;106;10;5.779;22.111;0:00:22
11;107;1;2.055;24.166;0:00:24
12;103;1;1.256;25.422;0:00:25
13;104;1;1.789;27.211;0:00:27
14;124;2;3.041;30.252;0:00:30
15;132;1;2.527;32.779;0:00:32
16;141;1;2.728;35.507;0:00:35
17;153;3;3.707;39.214;0:00:39
18;156;3;4.260;43.474;0:00:43
19;163;3;4.168;47.642;0:00:47
20;160;2;2.713;50.355;0:00:50
21;162;2;4.395;54.75;0:00:54
22;160;2;3.055;57.805;0:00:57
23;178;3;5.104;62.909;0:01:02
24;159;1;2.328;65.237;0:01:05
25;158;2;2.783;68.02;0:01:08
26;159;1;4.345;72.365;0:01:12
27;138;2;2.590;74.955;0:01:14
28;139;5;5.881;80.836;0:01:20
29;139;2;4.972;85.808;0:01:25
30;137;1;2.265;88.073;0:01:28
31;134;4;3.593;91.666;0:01:31
32;137;6;6.901;98.567;0:01:38
33;134;2;2.679;101.246;0:01:41
34;132;4;3.728;104.974;0:01:44
35;133;1;4.665;109.639;0:01:49
36;140;1;4.790;114.429;0:01:54
37;160;2;5.948;120.377;0:02:00
38;162;1;5.685;126.062;0:02:06
39;157;6;8.426;134.488;0:02:14
40;155;1;2.757;137.245;0:02:17
41;154;2;3.012;140.257;0:02:20
42;163;1;5.277;145.534;0:02:25
43;172;10;10.634;156.168;0:02:36
44;182;5;8.371;164.539;0:02:44
45;181;3;4.207;168.746;0:02:48
46;182;4;8.008;176.754;0:02:56
47;163;9;10.422;187.176;0:03:07
48;179;10;10.274;197.45;0:03:17
49;180;7;8.660;206.11;0:03:26
50;183;4;7.298;213.408;0:03:33
51;180;4;4.013;217.421;0:03:37
52;158;2;3.077;220.498;0:03:40
53;165;1;6.468;226.966;0:03:46
54;188;1;7.976;234.942;0:03:54
55;210;2;8.844;243.786;0:04:03
56;224;2;9.430;253.216;0:04:13
57;204;1;4.049;257.265;0:04:17
58;201;1;9.078;266.343;0:04:26
59;208;2;9.305;275.648;0:04:35
60;185;1;3.703;279.351;0:04:39
61;182;3;4.342;283.693;0:04:43
62;179;1;3.165;286.858;0:04:46
63;194;1;8.175;295.033;0:04:55
64;203;3;9.306;304.339;0:05:04
65;191;3;10.015;314.354;0:05:14
66;184;2;9.271;323.625;0:05:23
67;185;1;7.901;331.526;0:05:31
68;186;2;9.449;340.975;0:05:40
69;187;1;9.537;350.512;0:05:50
70;196;1;9.377;359.889;0:05:59
71;205;2;10.843;370.732;0:06:10
72;205;2;11.274;382.006;0:06:22
73;225;4;12.449;394.455;0:06:34
74;224;1;5.477;399.932;0:06:39
75;244;2;12.614;412.546;0:06:52
76;259;11;18.750;431.296;0:07:11
77;281;6;16.928;448.224;0:07:28
78;278;3;8.301;456.525;0:07:36
79;285;1;15.102;471.627;0:07:51
80;265;2;7.499;479.126;0:07:59
81;274;1;14.083;493.209;0:08:13
82;280;1;15.694;508.903;0:08:28
83;288;7;20.030;528.933;0:08:48
84;303;8;19.770;548.703;0:09:08
85;288;5;19.103;567.806;0:09:27
86;285;46;33.240;601.046;0:10:01
87;272;7;18.333;619.379;0:10:19
88;281;2;15.793;635.172;0:10:35
89;296;3;18.154;653.326;0:10:53
90;290;3;18.310;671.636;0:11:11
91;296;9;21.186;692.822;0:11:32
92;288;15;16.041;708.863;0:11:48
93;297;11;23.979;732.842;0:12:12
94;294;10;13.687;746.529;0:12:26
95;280;4;18.197;764.726;0:12:44
96;271;2;17.777;782.503;0:13:02
97;270;1;6.950;789.453;0:13:09
98;271;12;23.128;812.581;0:13:32
99;251;3;16.264;828.845;0:13:48
100;242;4;17.648;846.493;0:14:06
