ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;1.341;1.341;0:00:01
2;116;2;1.589;2.93;0:00:02
3;118;1;0.943;3.873;0:00:03
4;92;2;0.748;4.621;0:00:04
5;88;2;1.173;5.794;0:00:05
6;94;2;1.556;7.35;0:00:07
7;95;1;1.608;8.958;0:00:08
8;97;3;2.467;11.425;0:00:11
9;106;1;1.574;12.999;0:00:12
10;104;5;2.951;15.95;0:00:15
11;105;3;3.027;18.977;0:00:18
12;125;1;2.366;21.343;0:00:21
13;99;3;2.516;23.859;0:00:23
14;98;2;1.876;25.735;0:00:25
15;99;6;4.959;30.694;0:00:30
16;96;1;1.556;32.25;0:00:32
17;99;1;2.211;34.461;0:00:34
18;100;3;3.032;37.493;0:00:37
19;124;5;4.427;41.92;0:00:41
20;118;1;2.786;44.706;0:00:44
21;116;1;1.612;46.318;0:00:46
22;117;1;2.786;49.104;0:00:49
23;137;2;3.847;52.951;0:00:52
24;138;5;5.402;58.353;0:00:58
25;145;2;4.573;62.926;0:01:02
26;144;3;3.632;66.558;0:01:06
27;146;1;4.409;70.967;0:01:10
28;170;2;5.249;76.216;0:01:16
29;171;1;4.894;81.11;0:01:21
30;129;2;3.045;84.155;0:01:24
31;145;1;4.501;88.656;0:01:28
32;154;2;4.987;93.643;0:01:33
33;163;1;5.111;98.754;0:01:38
34;176;1;5.608;104.362;0:01:44
35;172;1;3.432;107.794;0:01:47
36;166;2;6.131;113.925;0:01:53
37;162;1;2.968;116.893;0:01:56
38;163;2;5.967;122.86;0:02:02
39;175;6;8.348;131.208;0:02:11
40;167;3;6.701;137.909;0:02:17
41;165;4;4.549;142.458;0:02:22
42;146;3;3.909;146.367;0:02:26
43;145;3;3.756;150.123;0:02:30
44;146;1;5.453;155.576;0:02:35
45;144;2;3.205;158.781;0:02:38
46;151;1;5.957;164.738;0:02:44
47;167;1;6.831;171.569;0:02:51
48;165;1;3.508;175.077;0:02:55
49;166;6;9.104;184.181;0:03:04
50;173;2;8.153;192.334;0:03:12
51;180;5;9.616;201.95;0:03:21
52;180;3;9.049;210.999;0:03:30
53;181;2;8.783;219.782;0:03:39
54;191;5;9.981;229.763;0:03:49
55;169;1;3.860;233.623;0:03:53
56;166;1;3.423;237.046;0:03:57
57;163;3;4.086;241.132;0:04:01
58;162;1;3.474;244.606;0:04:04
59;148;2;3.576;248.182;0:04:08
60;135;1;6.809;254.991;0:04:14
61;150;3;7.788;262.779;0:04:22
62;151;6;10.147;272.926;0:04:32
63;159;5;9.688;282.614;0:04:42
64;160;4;9.215;291.829;0:04:51
65;157;1;7.836;299.665;0:04:59
66;167;3;8.398;308.063;0:05:08
67;169;4;8.997;317.06;0:05:17
68;155;1;3.050;320.11;0:05:20
69;162;1;7.602;327.712;0:05:27
70;175;1;8.332;336.044;0:05:36
71;176;1;8.411;344.455;0:05:44
72;185;4;10.263;354.718;0:05:54
73;177;2;9.472;364.19;0:06:04
74;161;1;8.637;372.827;0:06:12
75;141;1;3.270;376.097;0:06:16
76;142;4;9.345;385.442;0:06:25
77;156;5;11.039;396.481;0:06:36
78;152;2;4.026;400.507;0:06:40
79;166;3;10.089;410.596;0:06:50
80;167;10;13.958;424.554;0:07:04
81;165;2;4.347;428.901;0:07:08
82;173;3;9.512;438.413;0:07:18
83;179;3;9.999;448.412;0:07:28
84;177;3;4.745;453.157;0:07:33
85;176;2;3.918;457.075;0:07:37
86;156;6;10.083;467.158;0:07:47
87;158;1;7.698;474.856;0:07:54
88;145;2;8.073;482.929;0:08:02
89;143;10;11.356;494.285;0:08:14
90;150;1;6.839;501.124;0:08:21
91;142;1;6.843;507.967;0:08:27
92;133;4;7.714;515.681;0:08:35
93;134;2;6.225;521.906;0:08:41
94;136;2;6.923;528.829;0:08:48
95;145;8;9.960;538.789;0:08:58
96;146;3;8.033;546.822;0:09:06
97;153;14;13.621;560.443;0:09:20
98;153;1;7.848;568.291;0:09:28
99;154;1;7.793;576.084;0:09:36
100;149;2;3.522;579.606;0:09:39
101;148;2;7.872;587.478;0:09:47
102;149;1;7.004;594.482;0:09:54
103;156;1;7.493;601.975;0:10:01
104;155;1;3.123;605.098;0:10:05
105;170;1;8.174;613.272;0:10:13
106;161;4;9.894;623.166;0:10:23
107;175;2;9.255;632.421;0:10:32
108;184;1;8.917;641.338;0:10:41
109;198;1;9.735;651.073;0:10:51
110;199;1;10.142;661.215;0:11:01
111;200;6;13.196;674.411;0:11:14
112;195;3;11.752;686.163;0:11:26
113;193;4;5.950;692.113;0:11:32
114;213;5;13.760;705.873;0:11:45
115;212;2;5.195;711.068;0:11:51
116;200;3;11.884;722.952;0:12:02
117;207;3;12.891;735.843;0:12:15
118;207;3;12.755;748.598;0:12:28
119;205;1;4.878;753.476;0:12:33
120;190;4;12.016;765.492;0:12:45
121;191;1;9.941;775.433;0:12:55
122;206;5;12.900;788.333;0:13:08
123;205;1;11.296;799.629;0:13:19
124;204;1;11.970;811.599;0:13:31
125;204;1;10.970;822.569;0:13:42
126;205;5;12.765;835.334;0:13:55
127;206;3;12.832;848.166;0:14:08
128;213;3;13.738;861.904;0:14:21
129;215;5;14.963;876.867;0:14:36
130;197;8;8.528;885.395;0:14:45
131;204;1;13.985;899.38;0:14:59
132;198;5;14.955;914.335;0:15:14
133;199;2;13.453;927.788;0:15:27
134;201;6;17.239;945.027;0:15:45
135;202;1;14.766;959.793;0:15:59
136;218;2;14.693;974.486;0:16:14
137;219;1;14.354;988.84;0:16:28
138;226;8;20.192;1009.032;0:16:49
139;232;5;17.725;1026.757;0:17:06
140;231;7;9.778;1036.535;0:17:16
141;229;5;18.970;1055.505;0:17:35
142;236;1;17.246;1072.751;0:17:52
143;235;6;9.322;1082.073;0:18:02
144;235;1;15.997;1098.07;0:18:18
145;234;1;6.463;1104.533;0:18:24
146;221;8;9.870;1114.403;0:18:34
147;230;5;19.696;1134.099;0:18:54
148;231;5;18.694;1152.793;0:19:12
149;232;1;18.852;1171.645;0:19:31
150;231;14;23.724;1195.369;0:19:55
151;246;2;17.705;1213.074;0:20:13
152;246;1;18.084;1231.158;0:20:31
153;256;3;19.444;1250.602;0:20:50
