ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;1;5.354;5.354;0:00:05
2;112;3;4.120;9.474;0:00:09
3;118;2;2.734;12.208;0:00:12
4;92;1;0.924;13.132;0:00:13
5;89;2;1.836;14.968;0:00:14
6;87;1;1.265;16.233;0:00:16
7;96;3;3.495;19.728;0:00:19
8;112;4;5.171;24.899;0:00:24
9;113;1;2.071;26.97;0:00:26
10;116;2;4.019;30.989;0:00:30
11;117;2;3.401;34.39;0:00:34
12;118;1;3.328;37.718;0:00:37
13;119;5;7.862;45.58;0:00:45
14;120;4;7.886;53.466;0:00:53
15;117;1;2.413;55.879;0:00:55
16;96;2;3.167;59.046;0:00:59
17;116;1;4.031;63.077;0:01:03
18;125;3;8.349;71.426;0:01:11
19;137;2;6.874;78.3;0:01:18
20;135;3;6.078;84.378;0:01:24
21;136;1;6.451;90.829;0:01:30
22;139;3;6.133;96.962;0:01:36
23;140;1;3.776;100.738;0:01:40
24;137;1;2.759;103.497;0:01:43
25;138;2;4.943;108.44;0:01:48
26;137;3;4.765;113.205;0:01:53
27;129;2;5.435;118.64;0:01:58
28;129;1;7.073;125.713;0:02:05
29;125;1;2.617;128.33;0:02:08
30;145;3;6.430;134.76;0:02:14
31;144;2;3.582;138.342;0:02:18
32;152;2;6.393;144.735;0:02:24
33;155;1;4.792;149.527;0:02:29
34;170;1;4.731;154.258;0:02:34
35;185;6;9.618;163.876;0:02:43
36;170;2;6.794;170.67;0:02:50
37;171;6;9.529;180.199;0:03:00
38;172;5;10.677;190.876;0:03:10
39;158;3;8.981;199.857;0:03:19
40;160;3;7.370;207.227;0:03:27
41;171;1;5.600;212.827;0:03:32
42;168;1;3.100;215.927;0:03:35
43;164;3;4.742;220.669;0:03:40
44;173;2;7.355;228.024;0:03:48
45;167;1;5.667;233.691;0:03:53
46;168;3;8.541;242.232;0:04:02
47;169;4;8.175;250.407;0:04:10
48;167;1;3.407;253.814;0:04:13
49;166;14;15.313;269.127;0:04:29
50;175;5;12.004;281.131;0:04:41
51;165;2;7.385;288.516;0:04:48
52;171;2;9.742;298.258;0:04:58
53;195;2;8.198;306.456;0:05:06
54;209;6;12.504;318.96;0:05:18
55;216;7;13.134;332.094;0:05:32
56;194;1;4.291;336.385;0:05:36
57;208;3;10.475;346.86;0:05:46
58;214;4;13.139;359.999;0:05:59
59;215;5;15.585;375.584;0:06:15
60;221;1;9.364;384.948;0:06:24
61;219;2;6.130;391.078;0:06:31
62;234;3;11.844;402.922;0:06:42
63;231;3;7.883;410.805;0:06:50
64;230;2;6.482;417.287;0:06:57
65;236;4;14.669;431.956;0:07:11
66;236;2;12.984;444.94;0:07:24
67;245;2;14.589;459.529;0:07:39
68;248;1;10.848;470.377;0:07:50
69;245;1;5.802;476.179;0:07:56
70;244;7;12.148;488.327;0:08:08
71;253;1;14.395;502.722;0:08:22
72;245;12;17.188;519.91;0:08:39
73;246;3;13.167;533.077;0:08:53
74;261;4;15.550;548.627;0:09:08
75;260;9;26.232;574.859;0:09:34
76;263;1;12.835;587.694;0:09:47
77;257;1;12.723;600.417;0:10:00
78;258;4;15.672;616.089;0:10:16
79;256;3;8.901;624.99;0:10:24
80;262;3;15.665;640.655;0:10:40
81;263;3;18.032;658.687;0:10:58
82;259;5;11.497;670.184;0:11:10
83;240;11;16.760;686.944;0:11:26
84;238;16;21.536;708.48;0:11:48
85;237;25;36.687;745.167;0:12:25
86;222;3;13.618;758.785;0:12:38
87;223;2;14.437;773.222;0:12:53
88;232;5;19.000;792.222;0:13:12
89;252;1;12.956;805.178;0:13:25
90;259;4;20.409;825.587;0:13:45
91;271;64;82.507;908.094;0:15:08
92;272;4;22.579;930.673;0:15:30
93;287;12;26.250;956.923;0:15:56
94;293;5;25.833;982.756;0:16:22
95;290;14;30.104;1012.86;0:16:52
96;291;10;29.529;1042.389;0:17:22
97;300;2;23.275;1065.664;0:17:45
98;309;3;26.076;1091.74;0:18:11
99;308;10;19.296;1111.036;0:18:31
100;305;7;16.062;1127.098;0:18:47
