ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;5.115;5.115;0:00:05
2;118;1;1.794;6.909;0:00:06
3;91;1;0.958;7.867;0:00:07
4;89;1;1.180;9.047;0:00:09
5;88;1;1.360;10.407;0:00:10
6;87;1;1.395;11.802;0:00:11
7;100;1;1.850;13.652;0:00:13
8;87;4;5.288;18.94;0:00:18
9;94;1;1.766;20.706;0:00:20
10;112;2;3.504;24.21;0:00:24
11;119;3;4.012;28.222;0:00:28
12;120;4;5.156;33.378;0:00:33
13;128;5;6.862;40.24;0:00:40
14;137;2;3.719;43.959;0:00:43
15;147;1;3.498;47.457;0:00:47
16;148;1;2.980;50.437;0:00:50
17;126;4;4.522;54.959;0:00:54
18;127;5;6.465;61.424;0:01:01
19;139;1;4.008;65.432;0:01:05
20;161;1;4.386;69.818;0:01:09
21;181;2;5.483;75.301;0:01:15
22;179;2;3.696;78.997;0:01:18
23;158;3;4.263;83.26;0:01:23
24;165;4;6.798;90.058;0:01:30
25;189;1;5.493;95.551;0:01:35
26;168;1;3.193;98.744;0:01:38
27;182;3;7.969;106.713;0:01:46
28;183;4;8.363;115.076;0:01:55
29;162;2;4.345;119.421;0:01:59
30;163;4;8.339;127.76;0:02:07
31;179;2;8.576;136.336;0:02:16
32;166;4;9.523;145.859;0:02:25
33;164;1;3.470;149.329;0:02:29
34;146;1;3.353;152.682;0:02:32
35;143;1;3.186;155.868;0:02:35
36;142;3;5.004;160.872;0:02:40
37;125;1;6.253;167.125;0:02:47
38;121;2;3.569;170.694;0:02:50
39;122;5;9.216;179.91;0:02:59
40;122;1;4.881;184.791;0:03:04
41;121;3;7.597;192.388;0:03:12
42;122;1;5.412;197.8;0:03:17
43;123;2;5.791;203.591;0:03:23
44;104;2;6.230;209.821;0:03:29
45;99;2;3.202;213.023;0:03:33
46;113;2;6.862;219.885;0:03:39
47;126;1;5.377;225.262;0:03:45
48;141;2;5.816;231.078;0:03:51
49;156;2;6.381;237.459;0:03:57
50;155;1;6.558;244.017;0:04:04
51;162;1;5.849;249.866;0:04:09
52;158;4;9.972;259.838;0:04:19
53;147;1;8.217;268.055;0:04:28
54;156;1;6.301;274.356;0:04:34
55;144;4;9.589;283.945;0:04:43
56;141;1;2.946;286.891;0:04:46
57;156;1;6.689;293.58;0:04:53
58;164;2;8.626;302.206;0:05:02
59;161;5;7.898;310.104;0:05:10
60;138;2;3.960;314.064;0:05:14
61;145;2;7.529;321.593;0:05:21
62;136;4;9.979;331.572;0:05:31
63;136;1;8.204;339.776;0:05:39
64;142;1;7.353;347.129;0:05:47
65;140;1;2.792;349.921;0:05:49
66;139;3;4.598;354.519;0:05:54
67;137;3;4.379;358.898;0:05:58
68;144;2;7.650;366.548;0:06:06
69;145;1;7.939;374.487;0:06:14
70;154;1;6.862;381.349;0:06:21
