ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;96;1;0.841;0.841;0:00:00
2;116;2;1.426;2.267;0:00:02
3;118;3;1.621;3.888;0:00:03
4;92;2;0.553;4.441;0:00:04
5;87;2;0.797;5.238;0:00:05
6;96;1;1.101;6.339;0:00:06
7;91;10;4.576;10.915;0:00:10
8;92;1;1.224;12.139;0:00:12
9;116;1;1.572;13.711;0:00:13
10;125;4;2.872;16.583;0:00:16
11;126;3;2.954;19.537;0:00:19
12;139;1;2.298;21.835;0:00:21
13;130;1;2.517;24.352;0:00:24
14;104;1;1.641;25.993;0:00:25
15;111;2;2.962;28.955;0:00:28
16;119;2;3.615;32.57;0:00:32
17;117;1;1.762;34.332;0:00:34
18;113;3;2.489;36.821;0:00:36
19;112;1;1.513;38.334;0:00:38
20;118;2;3.191;41.525;0:00:41
21;125;2;2.922;44.447;0:00:44
22;141;1;2.953;47.4;0:00:47
23;142;1;3.079;50.479;0:00:50
24;144;1;3.636;54.115;0:00:54
25;145;4;4.992;59.107;0:00:59
26;159;2;4.353;63.46;0:01:03
27;138;3;3.254;66.714;0:01:06
28;154;11;8.172;74.886;0:01:14
29;174;1;4.491;79.377;0:01:19
30;181;1;4.875;84.252;0:01:24
31;189;1;5.266;89.518;0:01:29
32;186;4;4.723;94.241;0:01:34
33;194;2;5.652;99.893;0:01:39
34;203;3;6.448;106.341;0:01:46
35;209;4;7.361;113.702;0:01:53
36;187;3;4.481;118.183;0:01:58
37;188;2;6.485;124.668;0:02:04
38;195;3;7.135;131.803;0:02:11
39;183;2;6.764;138.567;0:02:18
40;165;4;4.911;143.478;0:02:23
41;166;2;6.903;150.381;0:02:30
42;188;7;8.795;159.176;0:02:39
43;189;1;6.323;165.499;0:02:45
44;166;2;4.113;169.612;0:02:49
45;180;4;8.124;177.736;0:02:57
46;176;3;4.683;182.419;0:03:02
47;175;3;7.528;189.947;0:03:09
48;174;2;6.878;196.825;0:03:16
49;169;2;3.460;200.285;0:03:20
50;170;5;7.524;207.809;0:03:27
51;166;1;2.698;210.507;0:03:30
52;173;1;5.609;216.116;0:03:36
53;174;1;6.075;222.191;0:03:42
54;190;1;6.230;228.421;0:03:48
55;197;1;6.535;234.956;0:03:54
56;203;5;8.588;243.544;0:04:03
57;211;6;9.065;252.609;0:04:12
58;229;1;7.440;260.049;0:04:20
59;237;1;7.765;267.814;0:04:27
60;244;1;8.085;275.899;0:04:35
61;258;1;8.716;284.615;0:04:44
62;264;1;8.531;293.146;0:04:53
63;242;1;4.930;298.076;0:04:58
64;224;5;6.185;304.261;0:05:04
65;221;1;4.093;308.354;0:05:08
66;201;1;3.625;311.979;0:05:11
67;210;1;8.235;320.214;0:05:20
68;224;6;11.010;331.224;0:05:31
69;205;2;4.532;335.756;0:05:35
70;191;6;10.691;346.447;0:05:46
71;173;5;5.350;351.797;0:05:51
72;170;1;3.330;355.127;0:05:55
73;168;1;3.073;358.2;0:05:58
74;174;7;10.563;368.763;0:06:08
75;174;1;8.598;377.361;0:06:17
76;154;3;3.779;381.14;0:06:21
77;155;2;8.361;389.501;0:06:29
78;156;3;8.808;398.309;0:06:38
79;141;4;9.330;407.639;0:06:47
80;148;2;8.354;415.993;0:06:55
81;141;1;8.003;423.996;0:07:03
82;161;4;9.547;433.543;0:07:13
83;163;3;9.378;442.921;0:07:22
84;160;1;3.156;446.077;0:07:26
85;167;8;11.547;457.624;0:07:37
86;168;7;11.745;469.369;0:07:49
87;168;1;9.693;479.062;0:07:59
88;163;3;10.158;489.22;0:08:09
89;161;1;9.109;498.329;0:08:18
90;162;1;9.048;507.377;0:08:27
