ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;1;4.244;4.244;0:00:04
2;116;2;3.205;7.449;0:00:07
3;118;4;4.666;12.115;0:00:12
4;92;2;1.632;13.747;0:00:13
5;90;2;1.800;15.547;0:00:15
6;88;1;1.050;16.597;0:00:16
7;88;1;1.582;18.179;0:00:18
8;89;2;2.699;20.878;0:00:20
9;109;6;7.093;27.971;0:00:27
10;121;1;2.871;30.842;0:00:30
11;110;1;2.837;33.679;0:00:33
12;108;4;4.233;37.912;0:00:37
13;109;4;5.553;43.465;0:00:43
14;110;2;4.838;48.303;0:00:48
15;112;1;3.368;51.671;0:00:51
16;119;1;4.180;55.851;0:00:55
17;136;1;5.289;61.14;0:01:01
18;137;1;6.355;67.495;0:01:07
19;153;1;4.309;71.804;0:01:11
20;154;1;6.880;78.684;0:01:18
21;151;5;7.058;85.742;0:01:25
22;158;4;6.847;92.589;0:01:32
23;182;2;6.146;98.735;0:01:38
24;191;1;4.991;103.726;0:01:43
25;215;2;7.189;110.915;0:01:50
26;223;1;6.482;117.397;0:01:57
27;243;3;9.332;126.729;0:02:06
28;223;2;5.491;132.22;0:02:12
29;216;3;8.640;140.86;0:02:20
30;229;2;8.947;149.807;0:02:29
31;219;5;11.983;161.79;0:02:41
32;233;9;15.285;177.075;0:02:57
33;191;1;4.383;181.458;0:03:01
34;189;1;4.065;185.523;0:03:05
35;183;3;5.796;191.319;0:03:11
36;183;2;6.998;198.317;0:03:18
37;179;1;3.984;202.301;0:03:22
38;157;3;5.097;207.398;0:03:27
39;156;1;7.712;215.11;0:03:35
40;157;5;9.076;224.186;0:03:44
41;155;3;4.958;229.144;0:03:49
42;176;1;6.067;235.211;0:03:55
43;176;4;10.085;245.296;0:04:05
44;174;3;5.313;250.609;0:04:10
45;155;3;5.139;255.748;0:04:15
46;157;1;6.888;262.636;0:04:22
47;177;1;7.451;270.087;0:04:30
48;184;1;8.758;278.845;0:04:38
49;191;1;9.987;288.832;0:04:48
50;190;2;5.543;294.375;0:04:54
51;199;4;10.774;305.149;0:05:05
52;193;1;8.931;314.08;0:05:14
53;191;11;13.885;327.965;0:05:27
54;198;1;8.739;336.704;0:05:36
55;196;5;8.588;345.292;0:05:45
56;205;1;9.070;354.362;0:05:54
57;219;1;9.998;364.36;0:06:04
58;217;5;8.891;373.251;0:06:13
59;216;2;5.990;379.241;0:06:19
60;230;3;13.736;392.977;0:06:32
61;239;10;19.227;412.204;0:06:52
62;234;7;19.687;431.891;0:07:11
