ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;1;0.916;0.916;0:00:00
2;108;3;2.011;2.927;0:00:02
3;116;1;1.276;4.203;0:00:04
4;118;2;1.380;5.583;0:00:05
5;92;1;0.530;6.113;0:00:06
6;87;1;0.790;6.903;0:00:06
7;100;2;1.589;8.492;0:00:08
8;107;1;1.426;9.918;0:00:09
9;104;1;1.736;11.654;0:00:11
10;105;4;3.176;14.83;0:00:14
11;101;5;2.953;17.783;0:00:17
12;125;2;2.347;20.13;0:00:20
13;132;1;2.304;22.434;0:00:22
14;129;1;2.339;24.773;0:00:24
15;125;1;1.555;26.328;0:00:26
16;134;1;2.287;28.615;0:00:28
17;141;2;3.219;31.834;0:00:31
18;151;1;2.689;34.523;0:00:34
19;148;3;3.589;38.112;0:00:38
20;149;1;2.648;40.76;0:00:40
21;163;1;3.165;43.925;0:00:43
22;123;2;2.320;46.245;0:00:46
23;145;2;3.741;49.986;0:00:49
24;141;2;2.527;52.513;0:00:52
25;142;2;3.592;56.105;0:00:56
26;143;1;3.475;59.58;0:00:59
27;163;5;5.813;65.393;0:01:05
28;179;4;5.699;71.092;0:01:11
29;187;4;5.915;77.007;0:01:17
30;194;4;6.061;83.068;0:01:23
31;173;2;3.460;86.528;0:01:26
32;187;1;5.042;91.57;0:01:31
33;188;4;6.627;98.197;0:01:38
34;210;2;6.237;104.434;0:01:44
35;225;6;8.446;112.88;0:01:52
36;205;2;4.478;117.358;0:01:57
37;202;2;4.548;121.906;0:02:01
38;209;1;6.939;128.845;0:02:08
39;208;7;7.298;136.143;0:02:16
40;209;3;8.788;144.931;0:02:24
41;205;1;4.606;149.537;0:02:29
42;194;1;7.276;156.813;0:02:36
43;210;1;7.088;163.901;0:02:43
44;208;2;4.648;168.549;0:02:48
45;208;5;9.474;178.023;0:02:58
46;209;1;7.666;185.689;0:03:05
47;189;2;4.796;190.485;0:03:10
48;205;2;8.822;199.307;0:03:19
49;212;4;9.715;209.022;0:03:29
50;209;1;4.533;213.555;0:03:33
51;188;4;5.774;219.329;0:03:39
52;169;8;7.390;226.719;0:03:46
53;178;1;7.673;234.392;0:03:54
54;185;1;8.389;242.781;0:04:02
55;198;3;9.434;252.215;0:04:12
56;195;2;4.629;256.844;0:04:16
57;174;2;4.387;261.231;0:04:21
58;173;2;8.897;270.128;0:04:30
59;182;7;11.477;281.605;0:04:41
60;181;7;6.776;288.381;0:04:48
61;187;1;8.869;297.25;0:04:57
62;186;1;3.918;301.168;0:05:01
63;184;1;3.789;304.957;0:05:04
64;190;3;10.285;315.242;0:05:15
65;189;1;3.950;319.192;0:05:19
66;190;7;12.539;331.731;0:05:31
67;190;7;12.554;344.285;0:05:44
68;205;5;13.865;358.15;0:05:58
69;202;1;10.950;369.1;0:06:09
70;212;2;10.983;380.083;0:06:20
71;190;2;5.024;385.107;0:06:25
72;196;2;11.344;396.451;0:06:36
73;197;2;11.202;407.653;0:06:47
74;177;5;6.500;414.153;0:06:54
75;197;2;10.736;424.889;0:07:04
76;192;2;10.108;434.997;0:07:14
77;174;7;6.608;441.605;0:07:21
78;181;2;10.142;451.747;0:07:31
79;188;2;10.732;462.479;0:07:42
80;186;2;4.859;467.338;0:07:47
81;183;3;11.336;478.674;0:07:58
82;197;13;16.614;495.288;0:08:15
83;209;1;10.765;506.053;0:08:26
84;218;7;15.160;521.213;0:08:41
85;217;1;4.870;526.083;0:08:46
86;218;5;14.867;540.95;0:09:00
87;215;3;6.404;547.354;0:09:07
88;216;1;11.843;559.197;0:09:19
89;217;2;12.704;571.901;0:09:31
90;224;4;13.946;585.847;0:09:45
91;222;5;14.557;600.404;0:10:00
92;221;1;5.301;605.705;0:10:05
93;235;1;12.491;618.196;0:10:18
94;226;10;17.576;635.772;0:10:35
95;221;3;12.966;648.738;0:10:48
96;201;2;5.044;653.782;0:10:53
97;210;2;13.699;667.481;0:11:07
98;209;4;6.260;673.741;0:11:13
99;216;3;14.031;687.772;0:11:27
100;217;1;12.557;700.329;0:11:40
101;199;1;4.981;705.31;0:11:45
102;217;5;17.142;722.452;0:12:02
103;218;3;14.715;737.167;0:12:17
104;200;1;5.268;742.435;0:12:22
105;181;3;14.357;756.792;0:12:36
106;178;4;5.901;762.693;0:12:42
107;180;7;14.745;777.438;0:12:57
108;179;3;5.411;782.849;0:13:02
109;193;1;14.227;797.076;0:13:17
110;193;1;14.002;811.078;0:13:31
111;191;3;5.760;816.838;0:13:36
112;211;3;15.165;832.003;0:13:52
113;209;2;5.529;837.532;0:13:57
114;211;1;15.131;852.663;0:14:12
