ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;2.415;2.415;0:00:02
2;118;2;1.533;3.948;0:00:03
3;91;1;0.624;4.572;0:00:04
4;88;1;0.862;5.434;0:00:05
5;87;1;0.901;6.335;0:00:06
6;102;1;1.364;7.699;0:00:07
7;91;4;3.348;11.047;0:00:11
8;88;2;1.457;12.504;0:00:12
9;89;3;2.673;15.177;0:00:15
10;88;11;6.247;21.424;0:00:21
11;103;3;2.846;24.27;0:00:24
12;104;1;2.011;26.281;0:00:26
13;113;3;4.233;30.514;0:00:30
14;121;1;2.874;33.388;0:00:33
15;124;4;4.341;37.729;0:00:37
16;125;1;2.558;40.287;0:00:40
17;147;1;3.478;43.765;0:00:43
18;143;6;4.711;48.476;0:00:48
19;145;4;4.784;53.26;0:00:53
20;154;2;3.662;56.922;0:00:56
21;163;2;4.028;60.95;0:01:00
22;177;3;5.147;66.097;0:01:06
23;189;1;4.425;70.522;0:01:10
24;181;3;5.609;76.131;0:01:16
25;183;2;5.225;81.356;0:01:21
26;190;1;4.434;85.79;0:01:25
27;169;3;4.130;89.92;0:01:29
28;168;2;3.317;93.237;0:01:33
29;164;2;5.430;98.667;0:01:38
30;165;2;5.640;104.307;0:01:44
31;189;1;5.478;109.785;0:01:49
32;168;1;3.083;112.868;0:01:52
33;175;3;6.960;119.828;0:01:59
34;171;4;5.407;125.235;0:02:05
35;149;2;3.166;128.401;0:02:08
36;148;3;3.580;131.981;0:02:11
37;145;3;3.571;135.552;0:02:15
38;144;3;6.695;142.247;0:02:22
39;153;10;9.968;152.215;0:02:32
40;150;3;3.870;156.085;0:02:36
41;149;2;2.961;159.046;0:02:39
42;165;1;5.374;164.42;0:02:44
43;164;10;7.551;171.971;0:02:51
44;165;2;6.050;178.021;0:02:58
45;165;1;5.971;183.992;0:03:03
46;166;2;6.402;190.394;0:03:10
47;174;2;6.984;197.378;0:03:17
48;173;3;4.154;201.532;0:03:21
49;179;2;6.999;208.531;0:03:28
50;158;5;5.004;213.535;0:03:33
51;146;1;6.074;219.609;0:03:39
52;153;3;7.097;226.706;0:03:46
53;164;1;6.337;233.043;0:03:53
54;162;1;2.544;235.587;0:03:55
55;177;5;9.312;244.899;0:04:04
56;184;3;8.520;253.419;0:04:13
57;183;8;7.392;260.811;0:04:20
58;184;3;9.073;269.884;0:04:29
59;183;14;16.231;286.115;0:04:46
60;184;3;9.457;295.572;0:04:55
61;183;1;3.570;299.142;0:04:59
62;197;6;11.237;310.379;0:05:10
63;204;1;8.588;318.967;0:05:18
64;218;6;12.730;331.697;0:05:31
65;219;1;9.979;341.676;0:05:41
66;228;2;10.885;352.561;0:05:52
67;227;1;5.295;357.856;0:05:57
68;241;8;15.670;373.526;0:06:13
69;247;6;14.488;388.014;0:06:28
70;248;4;13.520;401.534;0:06:41
71;268;4;14.962;416.496;0:06:56
72;248;5;14.977;431.473;0:07:11
73;248;1;11.581;443.054;0:07:23
74;248;6;16.144;459.198;0:07:39
75;268;3;14.002;473.2;0:07:53
76;248;9;11.883;485.083;0:08:05
77;255;1;13.247;498.33;0:08:18
78;257;4;15.649;513.979;0:08:33
79;258;4;15.935;529.914;0:08:49
80;255;4;8.580;538.494;0:08:58
81;256;5;16.292;554.786;0:09:14
82;249;7;17.603;572.389;0:09:32
83;248;4;8.014;580.403;0:09:40
84;246;22;19.841;600.244;0:10:00
85;244;12;12.927;613.171;0:10:13
86;245;2;13.424;626.595;0:10:26
87;237;12;20.876;647.471;0:10:47
88;246;7;17.184;664.655;0:11:04
89;255;1;13.870;678.525;0:11:18
90;256;15;24.131;702.656;0:11:42
91;276;8;20.710;723.366;0:12:03
92;275;10;13.619;736.985;0:12:16
93;274;26;24.409;761.394;0:12:41
94;295;1;15.295;776.689;0:12:56
95;286;1;15.609;792.298;0:13:12
96;280;1;15.066;807.364;0:13:27
97;279;20;19.999;827.363;0:13:47
98;281;12;22.717;850.08;0:14:10
99;280;31;27.307;877.387;0:14:37
100;289;9;21.572;898.959;0:14:58
