ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;96;1;0.972;0.972;0:00:00
2;116;2;1.917;2.889;0:00:02
3;118;5;3.061;5.95;0:00:05
4;91;2;0.739;6.689;0:00:06
5;89;2;1.157;7.846;0:00:07
6;88;5;2.883;10.729;0:00:10
7;87;4;2.040;12.769;0:00:12
8;96;1;1.365;14.134;0:00:14
9;91;3;2.559;16.693;0:00:16
10;87;3;1.661;18.354;0:00:18
11;88;3;2.207;20.561;0:00:20
12;110;1;1.768;22.329;0:00:22
13;111;4;3.098;25.427;0:00:25
14;112;1;2.008;27.435;0:00:27
15;113;4;3.495;30.93;0:00:30
16;120;3;3.365;34.295;0:00:34
17;123;1;2.810;37.105;0:00:37
18;143;3;3.932;41.037;0:00:41
19;140;2;2.344;43.381;0:00:43
20;162;1;3.602;46.983;0:00:46
21;163;2;4.413;51.396;0:00:51
22;165;2;4.589;55.985;0:00:55
23;145;1;2.581;58.566;0:00:58
24;146;2;5.204;63.77;0:01:03
25;147;5;6.247;70.017;0:01:10
26;148;2;4.872;74.889;0:01:14
27;160;2;5.364;80.253;0:01:20
28;138;1;2.810;83.063;0:01:23
29;145;4;6.576;89.639;0:01:29
30;146;1;4.823;94.462;0:01:34
31;127;1;2.855;97.317;0:01:37
32;135;4;6.379;103.696;0:01:43
33;132;2;3.233;106.929;0:01:46
34;152;1;5.128;112.057;0:01:52
35;151;2;3.416;115.473;0:01:55
36;149;1;2.673;118.146;0:01:58
37;148;1;2.627;120.773;0:02:00
38;156;1;5.058;125.831;0:02:05
39;157;2;5.770;131.601;0:02:11
40;158;3;5.962;137.563;0:02:17
41;155;1;2.744;140.307;0:02:20
42;163;4;6.553;146.86;0:02:26
43;171;5;7.264;154.124;0:02:34
44;174;1;5.782;159.906;0:02:39
45;170;3;3.901;163.807;0:02:43
46;172;4;6.616;170.423;0:02:50
47;174;2;5.661;176.084;0:02:56
48;191;1;5.629;181.713;0:03:01
49;208;1;6.478;188.191;0:03:08
50;194;1;6.779;194.97;0:03:14
51;192;1;3.093;198.063;0:03:18
52;170;5;4.833;202.896;0:03:22
53;178;2;7.550;210.446;0:03:30
54;185;3;8.259;218.705;0:03:38
55;183;2;8.054;226.759;0:03:46
56;181;3;4.748;231.507;0:03:51
57;178;1;7.269;238.776;0:03:58
58;162;3;7.944;246.72;0:04:06
59;159;4;4.272;250.992;0:04:10
60;159;1;6.662;257.654;0:04:17
61;141;6;9.115;266.769;0:04:26
62;148;1;6.554;273.323;0:04:33
63;147;1;2.834;276.157;0:04:36
64;147;2;6.659;282.816;0:04:42
65;148;4;8.124;290.94;0:04:50
66;143;3;7.752;298.692;0:04:58
67;144;1;6.804;305.496;0:05:05
68;146;1;6.954;312.45;0:05:12
69;143;1;2.812;315.262;0:05:15
70;144;4;7.624;322.886;0:05:22
71;164;1;6.943;329.829;0:05:29
72;160;2;3.371;333.2;0:05:33
73;159;6;9.709;342.909;0:05:42
74;158;8;6.516;349.425;0:05:49
75;158;1;7.268;356.693;0:05:56
76;157;4;4.210;360.903;0:06:00
77;164;2;7.365;368.268;0:06:08
78;171;1;7.498;375.766;0:06:15
79;164;1;8.138;383.904;0:06:23
80;178;3;8.752;392.656;0:06:32
81;179;1;7.895;400.551;0:06:40
82;193;1;8.586;409.137;0:06:49
83;194;7;11.684;420.821;0:07:00
84;194;2;10.112;430.933;0:07:10
85;214;1;9.775;440.708;0:07:20
86;215;6;12.757;453.465;0:07:33
87;197;4;5.855;459.32;0:07:39
88;203;2;11.358;470.678;0:07:50
89;202;2;4.889;475.567;0:07:55
90;201;4;11.930;487.497;0:08:07
91;202;4;11.447;498.944;0:08:18
92;211;3;12.278;511.222;0:08:31
93;209;1;4.712;515.934;0:08:35
94;210;1;11.511;527.445;0:08:47
95;218;1;11.749;539.194;0:08:59
96;220;1;12.665;551.859;0:09:11
97;219;5;14.579;566.438;0:09:26
98;220;1;12.369;578.807;0:09:38
99;221;1;12.793;591.6;0:09:51
100;230;3;14.102;605.702;0:10:05
