ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;2;1.701;1.701;0:00:01
2;89;2;2.249;3.95;0:00:03
3;98;3;3.537;7.487;0:00:07
4;105;3;4.235;11.722;0:00:11
5;106;2;4.272;15.994;0:00:15
6;107;1;4.274;20.268;0:00:20
7;116;2;5.837;26.105;0:00:26
8;117;2;6.495;32.6;0:00:32
9;118;1;6.339;38.939;0:00:38
10;124;3;7.808;46.747;0:00:46
11;154;2;2.086;48.833;0:00:48
12;128;3;2.953;51.786;0:00:51
13;123;2;3.369;55.155;0:00:55
14;141;1;3.162;58.317;0:00:58
15;142;2;6.721;65.038;0:01:05
16;143;1;6.775;71.813;0:01:11
17;121;1;2.579;74.392;0:01:14
18;122;1;7.483;81.875;0:01:21
19;129;4;10.170;92.045;0:01:32
20;130;2;9.508;101.553;0:01:41
21;138;3;5.946;107.499;0:01:47
22;154;1;5.859;113.358;0:01:53
23;160;1;5.049;118.407;0:01:58
24;162;3;6.455;124.862;0:02:04
25;170;1;5.196;130.058;0:02:10
26;177;2;9.900;139.958;0:02:19
27;175;2;5.320;145.278;0:02:25
28;189;1;6.697;151.975;0:02:31
29;169;1;4.691;156.666;0:02:36
30;167;1;4.510;161.176;0:02:41
31;145;2;4.929;166.105;0:02:46
32;143;3;5.385;171.49;0:02:51
33;136;1;6.153;177.643;0:02:57
34;139;4;7.866;185.509;0:03:05
35;134;1;5.892;191.401;0:03:11
36;133;1;5.092;196.493;0:03:16
37;130;1;3.577;200.07;0:03:20
38;142;2;6.601;206.671;0:03:26
39;143;1;8.576;215.247;0:03:35
40;153;2;6.528;221.775;0:03:41
41;152;1;3.835;225.61;0:03:45
42;132;1;3.343;228.953;0:03:48
43;139;4;10.666;239.619;0:03:59
44;136;1;3.585;243.204;0:04:03
45;132;1;3.353;246.557;0:04:06
46;134;1;5.551;252.108;0:04:12
47;131;1;3.019;255.127;0:04:15
48;145;1;6.417;261.544;0:04:21
49;146;4;11.879;273.423;0:04:33
50;144;1;3.639;277.062;0:04:37
51;130;1;6.259;283.321;0:04:43
52;131;3;10.437;293.758;0:04:53
53;130;2;4.201;297.959;0:04:57
54;137;1;9.738;307.697;0:05:07
55;136;2;4.287;311.984;0:05:11
56;130;2;6.939;318.923;0:05:18
57;129;1;3.290;322.213;0:05:22
58;130;4;11.364;333.577;0:05:33
59;119;3;7.397;340.974;0:05:40
60;115;1;3.054;344.028;0:05:44
61;124;2;9.966;353.994;0:05:53
62;131;2;7.223;361.217;0:06:01
63;147;3;8.388;369.605;0:06:09
64;146;1;7.279;376.884;0:06:16
65;153;1;10.478;387.362;0:06:27
66;152;3;8.571;395.933;0:06:35
67;159;3;12.281;408.214;0:06:48
68;160;1;11.741;419.955;0:06:59
69;173;1;12.861;432.816;0:07:12
70;174;1;11.177;443.993;0:07:23
71;187;1;8.575;452.568;0:07:32
72;175;1;14.305;466.873;0:07:46
73;174;1;4.900;471.773;0:07:51
74;181;1;14.383;486.156;0:08:06
75;174;2;10.024;496.18;0:08:16
76;171;3;10.219;506.399;0:08:26
77;169;1;4.818;511.217;0:08:31
78;170;1;13.968;525.185;0:08:45
79;166;1;9.585;534.77;0:08:54
80;167;1;14.810;549.58;0:09:09
81;164;4;7.275;556.855;0:09:16
82;178;2;12.196;569.051;0:09:29
83;185;3;17.688;586.739;0:09:46
84;186;1;17.011;603.75;0:10:03
85;192;3;18.171;621.921;0:10:21
86;206;4;20.447;642.368;0:10:42
87;221;3;20.409;662.777;0:11:02
88;222;2;20.573;683.35;0:11:23
89;236;6;24.466;707.816;0:11:47
90;251;3;15.755;723.571;0:12:03
91;250;1;8.116;731.687;0:12:11
92;249;3;9.303;740.99;0:12:20
93;256;3;23.709;764.699;0:12:44
94;262;1;15.266;779.965;0:12:59
95;263;3;24.813;804.778;0:13:24
96;264;3;25.626;830.404;0:13:50
97;271;1;25.741;856.145;0:14:16
98;272;1;26.084;882.229;0:14:42
99;286;4;23.320;905.549;0:15:05
100;294;1;23.090;928.639;0:15:28
