ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;96;2;1.160;1.16;0:00:01
2;110;1;1.040;2.2;0:00:02
3;116;2;1.498;3.698;0:00:03
4;118;2;1.154;4.852;0:00:04
5;91;4;0.913;5.765;0:00:05
6;88;3;0.954;6.719;0:00:06
7;87;5;2.132;8.851;0:00:08
8;102;2;1.575;10.426;0:00:10
9;91;1;1.484;11.91;0:00:11
10;98;12;5.297;17.207;0:00:17
11;112;8;4.294;21.501;0:00:21
12;108;4;2.248;23.749;0:00:23
13;117;2;2.344;26.093;0:00:26
14;100;1;1.886;27.979;0:00:27
15;109;1;1.853;29.832;0:00:29
16;123;2;2.620;32.452;0:00:32
17;130;5;3.961;36.413;0:00:36
18;137;5;4.367;40.78;0:00:40
19;151;2;3.649;44.429;0:00:44
20;160;4;4.759;49.188;0:00:49
21;154;3;4.644;53.832;0:00:53
22;177;1;4.158;57.99;0:00:57
23;193;1;4.923;62.913;0:01:02
24;200;3;6.032;68.945;0:01:08
25;179;1;3.590;72.535;0:01:12
26;156;1;3.155;75.69;0:01:15
27;170;1;5.155;80.845;0:01:20
28;165;2;5.368;86.213;0:01:26
29;162;3;3.894;90.107;0:01:30
30;169;1;5.265;95.372;0:01:35
31;170;6;7.553;102.925;0:01:42
32;166;1;3.297;106.222;0:01:46
33;167;1;5.139;111.361;0:01:51
34;147;1;3.057;114.418;0:01:54
35;143;3;5.983;120.401;0:02:00
36;142;1;2.869;123.27;0:02:03
37;143;3;6.046;129.316;0:02:09
38;145;9;8.851;138.167;0:02:18
39;160;1;5.868;144.035;0:02:24
40;175;3;7.409;151.444;0:02:31
41;172;8;6.916;158.36;0:02:38
42;171;1;3.822;162.182;0:02:42
43;172;14;12.574;174.756;0:02:54
44;192;5;9.514;184.27;0:03:04
45;199;2;8.593;192.863;0:03:12
46;196;5;9.938;202.801;0:03:22
47;181;3;8.330;211.131;0:03:31
48;178;3;7.747;218.878;0:03:38
49;192;1;6.969;225.847;0:03:45
50;193;17;14.634;240.481;0:04:00
51;195;1;7.566;248.047;0:04:08
52;204;9;11.567;259.614;0:04:19
53;210;3;9.168;268.782;0:04:28
54;204;4;9.683;278.465;0:04:38
55;205;36;24.991;303.456;0:05:03
56;205;1;7.963;311.419;0:05:11
57;228;3;9.419;320.838;0:05:20
58;229;1;8.972;329.81;0:05:29
59;226;2;5.999;335.809;0:05:35
60;227;9;12.830;348.639;0:05:48
61;234;1;9.594;358.233;0:05:58
62;231;4;7.336;365.569;0:06:05
63;192;7;8.204;373.773;0:06:13
64;212;2;9.463;383.236;0:06:23
65;209;8;12.166;395.402;0:06:35
66;210;3;9.509;404.911;0:06:44
67;207;2;5.586;410.497;0:06:50
68;206;2;9.140;419.637;0:06:59
69;207;8;11.702;431.339;0:07:11
70;223;4;10.386;441.725;0:07:21
71;220;8;8.218;449.943;0:07:29
72;234;1;8.997;458.94;0:07:38
73;219;7;11.855;470.795;0:07:50
74;220;1;8.414;479.209;0:07:59
75;229;12;14.150;493.359;0:08:13
76;235;7;12.318;505.677;0:08:25
77;233;11;10.047;515.724;0:08:35
78;234;5;11.697;527.421;0:08:47
79;236;5;12.027;539.448;0:08:59
80;237;3;12.101;551.549;0:09:11
81;254;8;14.820;566.369;0:09:26
82;232;6;8.881;575.25;0:09:35
83;252;2;12.365;587.615;0:09:47
84;253;7;15.157;602.772;0:10:02
85;267;5;15.501;618.273;0:10:18
86;267;1;13.420;631.693;0:10:31
87;268;20;23.980;655.673;0:10:55
88;267;1;7.701;663.374;0:11:03
89;268;8;17.734;681.108;0:11:21
90;277;4;16.177;697.285;0:11:37
91;279;5;17.161;714.446;0:11:54
92;286;7;18.471;732.917;0:12:12
93;300;1;16.086;749.003;0:12:29
94;280;10;13.714;762.717;0:12:42
95;280;9;21.178;783.895;0:13:03
96;265;3;10.963;794.858;0:13:14
97;259;4;19.320;814.178;0:13:34
98;265;9;21.521;835.699;0:13:55
99;264;3;18.538;854.237;0:14:14
100;263;51;40.456;894.693;0:14:54
101;262;2;8.705;903.398;0:15:03
102;268;5;19.140;922.538;0:15:22
103;267;5;10.471;933.009;0:15:33
104;264;13;14.630;947.639;0:15:47
105;272;10;21.407;969.046;0:16:09
106;273;26;30.015;999.061;0:16:39
107;271;2;8.795;1007.856;0:16:47
108;273;6;19.580;1027.436;0:17:07
109;279;15;25.012;1052.448;0:17:32
110;288;2;18.624;1071.072;0:17:51
111;270;11;13.822;1084.894;0:18:04
112;276;18;26.726;1111.62;0:18:31
113;282;12;23.475;1135.095;0:18:55
114;290;2;19.207;1154.302;0:19:14
115;284;3;9.835;1164.137;0:19:24
116;293;5;21.423;1185.56;0:19:45
117;299;8;23.577;1209.137;0:20:09
118;306;1;20.589;1229.726;0:20:29
119;308;6;23.725;1253.451;0:20:53
120;289;3;11.265;1264.716;0:21:04
121;286;17;18.514;1283.23;0:21:23
122;287;18;29.838;1313.068;0:21:53
123;287;9;25.021;1338.089;0:22:18
124;285;18;29.162;1367.251;0:22:47
125;302;3;21.702;1388.953;0:23:08
126;303;2;22.806;1411.759;0:23:31
127;302;23;33.617;1445.376;0:24:05
128;310;13;27.648;1473.024;0:24:33
129;309;6;23.641;1496.665;0:24:56
130;288;9;13.949;1510.614;0:25:10
131;286;1;9.477;1520.091;0:25:20
132;285;5;21.292;1541.383;0:25:41
133;286;5;22.457;1563.84;0:26:03
134;280;4;21.258;1585.098;0:26:25
135;282;2;20.164;1605.262;0:26:45
136;291;1;20.034;1625.296;0:27:05
137;292;11;25.673;1650.969;0:27:30
138;278;10;13.699;1664.668;0:27:44
139;277;3;21.232;1685.9;0:28:05
140;275;11;13.556;1699.456;0:28:19
141;270;14;26.137;1725.593;0:28:45
142;271;1;19.613;1745.206;0:29:05
143;285;20;30.294;1775.5;0:29:35
144;271;33;36.459;1811.959;0:30:11
145;269;11;13.509;1825.468;0:30:25
146;262;16;26.840;1852.308;0:30:52
147;269;4;21.796;1874.104;0:31:14
148;256;4;10.076;1884.18;0:31:24
149;255;7;11.154;1895.334;0:31:35
150;253;1;8.106;1903.44;0:31:43
151;268;17;28.484;1931.924;0:32:11
152;267;5;23.148;1955.072;0:32:35
153;275;1;21.313;1976.385;0:32:56
154;274;30;24.279;2000.664;0:33:20
155;289;4;24.426;2025.09;0:33:45
156;298;11;29.448;2054.538;0:34:14
157;298;10;29.658;2084.196;0:34:44
158;296;16;31.899;2116.095;0:35:16
159;298;6;26.533;2142.628;0:35:42
160;297;5;12.487;2155.115;0:35:55
161;298;6;26.533;2181.648;0:36:21
162;307;9;29.024;2210.672;0:36:50
163;322;8;30.017;2240.689;0:37:20
164;328;1;26.794;2267.483;0:37:47
165;337;19;38.022;2305.505;0:38:25
166;335;2;13.326;2318.831;0:38:38
167;334;23;39.835;2358.666;0:39:18
168;343;5;29.875;2388.541;0:39:48
169;344;8;32.290;2420.831;0:40:20
170;336;7;31.410;2452.241;0:40:52
171;337;6;32.690;2484.931;0:41:24
172;352;10;35.343;2520.274;0:42:00
173;332;2;30.552;2550.826;0:42:30
174;330;3;14.324;2565.15;0:42:45
175;327;6;15.073;2580.223;0:43:00
176;336;24;40.548;2620.771;0:43:40
177;337;7;32.670;2653.441;0:44:13
178;346;4;30.717;2684.158;0:44:44
179;340;22;41.298;2725.456;0:45:25
180;331;26;43.211;2768.667;0:46:08
181;317;17;36.306;2804.973;0:46:44
182;318;3;29.639;2834.612;0:47:14
183;326;3;29.434;2864.046;0:47:44
184;340;6;32.605;2896.651;0:48:16
185;326;5;15.558;2912.209;0:48:32
186;313;12;18.802;2931.011;0:48:51
187;311;5;30.785;2961.796;0:49:21
188;313;2;29.324;2991.12;0:49:51
189;322;2;30.017;3021.137;0:50:21
190;314;23;41.803;3062.94;0:51:02
191;298;14;35.962;3098.902;0:51:38
192;297;3;13.122;3112.024;0:51:52
193;311;17;38.614;3150.638;0:52:30
194;303;4;32.633;3183.271;0:53:03
195;305;23;42.143;3225.414;0:53:45
196;307;7;33.306;3258.72;0:54:18
197;308;1;30.816;3289.536;0:54:49
198;323;19;41.535;3331.071;0:55:31
199;338;7;36.734;3367.805;0:56:07
200;331;7;37.254;3405.059;0:56:45
