ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;1.770;1.77;0:00:01
2;116;1;1.379;3.149;0:00:03
3;118;3;2.233;5.382;0:00:05
4;92;2;0.938;6.32;0:00:06
5;89;1;0.643;6.963;0:00:06
6;88;2;1.072;8.035;0:00:08
7;88;3;2.332;10.367;0:00:10
8;110;3;2.759;13.126;0:00:13
9;111;1;1.623;14.749;0:00:14
10;131;1;2.158;16.907;0:00:16
11;152;2;2.785;19.692;0:00:19
12;160;3;3.865;23.557;0:00:23
13;135;3;2.842;26.399;0:00:26
14;131;1;1.585;27.984;0:00:27
15;132;6;4.980;32.964;0:00:32
16;154;2;3.437;36.401;0:00:36
17;155;5;4.974;41.375;0:00:41
18;136;3;2.894;44.269;0:00:44
19;138;3;4.372;48.641;0:00:48
20;145;4;4.779;53.42;0:00:53
21;159;2;4.323;57.743;0:00:57
22;155;2;2.792;60.535;0:01:00
23;162;6;6.399;66.934;0:01:06
24;158;1;4.020;70.954;0:01:10
25;159;7;7.042;77.996;0:01:17
26;139;1;2.397;80.393;0:01:20
27;153;3;5.561;85.954;0:01:25
28;160;1;4.510;90.464;0:01:30
29;166;8;8.981;99.445;0:01:39
30;167;2;5.495;104.94;0:01:44
31;182;4;7.226;112.166;0:01:52
32;179;2;6.857;119.023;0:01:59
33;187;3;6.931;125.954;0:02:05
34;190;2;6.915;132.869;0:02:12
35;186;1;3.544;136.413;0:02:16
36;193;6;8.687;145.1;0:02:25
37;181;2;6.630;151.73;0:02:31
38;182;3;7.053;158.783;0:02:38
39;190;1;7.051;165.834;0:02:45
40;198;6;9.701;175.535;0:02:55
41;199;4;8.831;184.366;0:03:04
42;205;2;7.709;192.075;0:03:12
43;206;2;8.093;200.168;0:03:20
44;203;1;7.358;207.526;0:03:27
45;217;5;9.414;216.94;0:03:36
46;218;6;9.985;226.925;0:03:46
47;215;5;7.148;234.073;0:03:54
48;216;1;7.830;241.903;0:04:01
49;196;6;7.354;249.257;0:04:09
50;195;2;4.737;253.994;0:04:13
51;193;4;5.862;259.856;0:04:19
52;194;1;7.345;267.201;0:04:27
53;195;3;8.993;276.194;0:04:36
54;193;4;6.114;282.308;0:04:42
55;200;1;7.693;290.001;0:04:50
56;187;5;10.300;300.301;0:05:00
57;182;3;8.636;308.937;0:05:08
58;191;1;7.909;316.846;0:05:16
59;197;4;10.426;327.272;0:05:27
60;211;2;9.192;336.464;0:05:36
61;200;1;8.335;344.799;0:05:44
62;197;3;5.551;350.35;0:05:50
63;197;1;8.276;358.626;0:05:58
64;217;2;9.936;368.562;0:06:08
65;223;5;12.092;380.654;0:06:20
66;237;7;13.890;394.544;0:06:34
67;223;4;12.173;406.717;0:06:46
68;222;1;5.357;412.074;0:06:52
69;221;8;9.799;421.873;0:07:01
70;230;4;11.925;433.798;0:07:13
71;223;23;24.638;458.436;0:07:38
72;223;26;26.754;485.19;0:08:05
73;230;7;14.224;499.414;0:08:19
74;231;1;10.991;510.405;0:08:30
75;245;1;11.780;522.185;0:08:42
76;243;9;11.806;533.991;0:08:53
77;252;9;17.084;551.075;0:09:11
78;255;15;21.631;572.706;0:09:32
79;248;12;20.307;593.013;0:09:53
80;242;6;15.793;608.806;0:10:08
81;243;11;19.275;628.081;0:10:28
82;228;2;13.004;641.085;0:10:41
83;248;6;15.549;656.634;0:10:56
84;255;18;24.074;680.708;0:11:20
85;250;8;11.696;692.404;0:11:32
86;249;38;31.038;723.442;0:12:03
87;248;1;6.295;729.737;0:12:09
88;250;18;24.238;753.975;0:12:33
89;230;4;14.622;768.597;0:12:48
90;239;1;12.568;781.165;0:13:01
91;253;1;13.899;795.064;0:13:15
92;267;4;16.581;811.645;0:13:31
93;247;12;15.108;826.753;0:13:46
94;256;18;25.951;852.704;0:14:12
95;255;6;11.202;863.906;0:14:23
96;254;18;18.910;882.816;0:14:42
97;253;13;15.496;898.312;0:14:58
98;251;19;19.213;917.525;0:15:17
99;249;4;8.645;926.17;0:15:26
100;258;2;15.047;941.217;0:15:41
