ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.813;0.813;0:00:00
2;116;2;1.580;2.393;0:00:02
3;118;2;1.262;3.655;0:00:03
4;88;2;0.781;4.436;0:00:04
5;87;5;2.175;6.611;0:00:06
6;96;2;1.435;8.046;0:00:08
7;91;3;2.089;10.135;0:00:10
8;92;1;1.283;11.418;0:00:11
9;112;5;3.108;14.526;0:00:14
10;113;1;1.955;16.481;0:00:16
11;114;1;2.379;18.86;0:00:18
12;134;13;7.396;26.256;0:00:26
13;135;2;3.436;29.692;0:00:29
14;131;9;5.150;34.842;0:00:34
15;134;1;2.482;37.324;0:00:37
16;132;3;2.498;39.822;0:00:39
17;139;4;4.490;44.312;0:00:44
18;146;4;4.175;48.487;0:00:48
19;147;2;3.658;52.145;0:00:52
20;169;1;3.647;55.792;0:00:55
21;171;3;4.700;60.492;0:01:00
22;172;3;5.352;65.844;0:01:05
23;178;1;4.217;70.061;0:01:10
24;196;4;5.701;75.762;0:01:15
25;199;1;4.640;80.402;0:01:20
26;197;1;3.371;83.773;0:01:23
27;204;1;4.693;88.466;0:01:28
28;218;1;5.246;93.712;0:01:33
29;225;3;6.498;100.21;0:01:40
30;246;2;6.718;106.928;0:01:46
31;242;2;5.464;112.392;0:01:52
32;221;9;8.131;120.523;0:02:00
33;238;1;6.944;127.467;0:02:07
34;246;2;7.775;135.242;0:02:15
35;248;8;11.102;146.344;0:02:26
36;249;4;8.933;155.277;0:02:35
37;263;2;8.630;163.907;0:02:43
38;244;5;7.690;171.597;0:02:51
39;250;3;9.500;181.097;0:03:01
40;247;3;9.414;190.511;0:03:10
41;245;1;5.160;195.671;0:03:15
42;246;4;8.942;204.613;0:03:24
43;268;1;8.268;212.881;0:03:32
44;282;8;12.421;225.302;0:03:45
45;268;2;9.380;234.682;0:03:54
46;246;2;5.914;240.596;0:04:00
47;255;1;8.908;249.504;0:04:09
48;234;7;8.393;257.897;0:04:17
49;231;1;5.168;263.065;0:04:23
50;230;4;6.474;269.539;0:04:29
51;209;1;4.986;274.525;0:04:34
52;216;3;9.680;284.205;0:04:44
53;228;4;10.942;295.147;0:04:55
54;226;3;11.015;306.162;0:05:06
55;225;3;6.361;312.523;0:05:12
56;206;6;12.003;324.526;0:05:24
57;205;1;5.030;329.556;0:05:29
58;204;3;5.647;335.203;0:05:35
59;213;5;11.023;346.226;0:05:46
60;206;5;11.411;357.637;0:05:57
61;205;1;4.467;362.104;0:06:02
62;214;2;9.396;371.5;0:06:11
63;208;17;16.693;388.193;0:06:28
64;207;3;5.365;393.558;0:06:33
65;214;1;9.308;402.866;0:06:42
66;195;2;4.982;407.848;0:06:47
67;196;4;11.428;419.276;0:06:59
68;202;3;10.969;430.245;0:07:10
69;199;13;10.274;440.519;0:07:20
70;200;5;11.778;452.297;0:07:32
71;199;6;6.915;459.212;0:07:39
72;205;1;9.818;469.03;0:07:49
73;219;3;11.207;480.237;0:08:00
74;219;1;10.657;490.894;0:08:10
