ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;94;2;1.778;1.778;0:00:01
2;116;2;2.183;3.961;0:00:03
3;118;1;1.310;5.271;0:00:05
4;92;1;0.621;5.892;0:00:05
5;89;1;0.826;6.718;0:00:06
6;88;2;1.592;8.31;0:00:08
7;87;2;1.611;9.921;0:00:09
8;88;1;1.462;11.383;0:00:11
9;95;3;3.409;14.792;0:00:14
10;102;3;3.256;18.048;0:00:18
11;98;3;4.587;22.635;0:00:22
12;107;4;4.924;27.559;0:00:27
13;108;1;3.816;31.375;0:00:31
14;105;1;1.977;33.352;0:00:33
15;106;1;2.592;35.944;0:00:35
16;109;1;4.794;40.738;0:00:40
17;110;4;6.422;47.16;0:00:47
18;118;1;3.769;50.929;0:00:50
19;140;1;3.566;54.495;0:00:54
20;164;6;6.915;61.41;0:01:01
21;179;2;4.197;65.607;0:01:05
22;194;1;5.632;71.239;0:01:11
23;175;6;5.850;77.089;0:01:17
24;163;1;4.680;81.769;0:01:21
25;159;1;2.720;84.489;0:01:24
26;146;1;4.162;88.651;0:01:28
27;155;1;5.280;93.931;0:01:33
28;134;3;3.493;97.424;0:01:37
29;131;2;2.897;100.321;0:01:40
30;130;2;3.150;103.471;0:01:43
31;138;2;6.999;110.47;0:01:50
32;138;2;6.903;117.373;0:01:57
33;134;2;3.323;120.696;0:02:00
34;133;1;2.642;123.338;0:02:03
35;135;1;5.179;128.517;0:02:08
36;144;6;10.181;138.698;0:02:18
37;141;4;4.884;143.582;0:02:23
38;140;1;5.389;148.971;0:02:28
39;148;4;7.361;156.332;0:02:36
40;162;2;6.197;162.529;0:02:42
41;163;7;9.191;171.72;0:02:51
42;162;1;5.911;177.631;0:02:57
43;168;2;5.907;183.538;0:03:03
44;177;1;6.553;190.091;0:03:10
45;178;2;7.963;198.054;0:03:18
46;165;1;6.277;204.331;0:03:24
47;185;2;7.130;211.461;0:03:31
48;182;8;8.012;219.473;0:03:39
49;189;1;6.719;226.192;0:03:46
50;190;1;8.544;234.736;0:03:54
51;177;1;7.387;242.123;0:04:02
52;169;1;7.145;249.268;0:04:09
53;161;1;6.752;256.02;0:04:16
54;162;3;8.764;264.784;0:04:24
55;160;6;6.593;271.377;0:04:31
56;156;1;6.826;278.203;0:04:38
57;157;1;8.201;286.404;0:04:46
58;156;1;3.498;289.902;0:04:49
59;156;1;6.940;296.842;0:04:56
60;165;1;8.723;305.565;0:05:05
61;166;3;10.806;316.371;0:05:16
62;146;1;3.779;320.15;0:05:20
63;145;1;3.652;323.802;0:05:23
64;161;1;9.846;333.648;0:05:33
65;158;3;4.909;338.557;0:05:38
66;158;2;8.153;346.71;0:05:46
67;157;1;3.409;350.119;0:05:50
68;155;4;5.030;355.149;0:05:55
69;156;2;10.146;365.295;0:06:05
70;155;4;9.167;374.462;0:06:14
71;156;2;7.840;382.302;0:06:22
72;157;1;10.268;392.57;0:06:32
73;156;2;4.451;397.021;0:06:37
74;172;1;7.991;405.012;0:06:45
75;187;1;8.280;413.292;0:06:53
76;170;3;10.086;423.378;0:07:03
77;171;1;7.327;430.705;0:07:10
78;182;5;10.419;441.124;0:07:21
79;169;1;7.520;448.644;0:07:28
80;172;1;7.168;455.812;0:07:35
81;179;1;9.098;464.91;0:07:44
82;177;4;5.316;470.226;0:07:50
83;183;2;9.151;479.377;0:07:59
84;201;4;10.558;489.935;0:08:09
85;216;1;9.180;499.115;0:08:19
86;218;2;12.224;511.339;0:08:31
87;226;2;10.840;522.179;0:08:42
88;227;1;9.858;532.037;0:08:52
89;226;5;7.444;539.481;0:08:59
90;226;1;11.787;551.268;0:09:11
91;234;3;12.043;563.311;0:09:23
92;237;1;12.638;575.949;0:09:35
93;220;2;5.482;581.431;0:09:41
94;227;3;14.366;595.797;0:09:55
95;206;3;6.189;601.986;0:10:01
96;202;1;4.515;606.501;0:10:06
97;200;3;12.773;619.274;0:10:19
98;193;1;9.648;628.922;0:10:28
99;202;3;13.959;642.881;0:10:42
100;201;1;4.386;647.267;0:10:47
101;202;1;13.297;660.564;0:11:00
102;203;1;14.090;674.654;0:11:14
103;209;1;13.880;688.534;0:11:28
104;217;2;12.120;700.654;0:11:40
105;218;3;16.326;716.98;0:11:56
106;203;1;11.549;728.529;0:12:08
107;212;4;13.283;741.812;0:12:21
108;213;2;15.903;757.715;0:12:37
109;212;8;10.624;768.339;0:12:48
110;210;1;5.325;773.664;0:12:53
111;211;1;15.623;789.287;0:13:09
112;218;1;12.146;801.433;0:13:21
113;219;1;17.018;818.451;0:13:38
114;215;1;13.113;831.564;0:13:51
115;224;3;19.759;851.323;0:14:11
116;222;6;10.268;861.591;0:14:21
117;206;2;13.963;875.554;0:14:35
118;213;3;20.044;895.598;0:14:55
119;205;1;15.674;911.272;0:15:11
120;204;3;7.813;919.085;0:15:19
121;203;1;13.067;932.152;0:15:32
122;212;1;18.067;950.219;0:15:50
123;213;1;18.929;969.148;0:16:09
124;227;1;17.251;986.399;0:16:26
125;233;1;15.115;1001.514;0:16:41
126;234;3;22.249;1023.763;0:17:03
127;235;10;28.112;1051.875;0:17:31
128;242;6;26.168;1078.043;0:17:58
129;250;1;17.425;1095.468;0:18:15
130;236;7;12.777;1108.245;0:18:28
131;248;4;26.250;1134.495;0:18:54
132;256;1;22.581;1157.076;0:19:17
133;271;1;18.688;1175.764;0:19:35
134;256;2;19.768;1195.532;0:19:55
135;257;3;26.811;1222.343;0:20:22
136;258;5;29.180;1251.523;0:20:51
137;267;2;19.928;1271.451;0:21:11
138;268;1;27.797;1299.248;0:21:39
139;275;3;30.804;1330.052;0:22:10
140;292;3;32.452;1362.504;0:22:42
141;278;6;25.522;1388.026;0:23:08
142;279;3;31.869;1419.895;0:23:39
143;280;1;21.509;1441.404;0:24:01
144;286;2;26.953;1468.357;0:24:28
145;287;4;33.395;1501.752;0:25:01
146;294;1;22.644;1524.396;0:25:24
147;280;2;24.851;1549.247;0:25:49
148;282;3;23.974;1573.221;0:26:13
149;296;15;43.626;1616.847;0:26:56
150;305;2;34.683;1651.53;0:27:31
151;314;1;35.231;1686.761;0:28:06
152;307;4;27.936;1714.697;0:28:34
153;308;4;38.188;1752.885;0:29:12
154;300;2;26.398;1779.283;0:29:39
155;314;3;31.917;1811.2;0:30:11
156;328;1;31.841;1843.041;0:30:43
157;342;1;36.950;1879.991;0:31:19
158;339;2;15.525;1895.516;0:31:35
159;326;3;15.754;1911.27;0:31:51
160;332;11;45.196;1956.466;0:32:36
161;341;2;40.095;1996.561;0:33:16
162;354;4;42.351;2038.912;0:33:58
163;363;4;43.897;2082.809;0:34:42
164;362;3;18.058;2100.867;0:35:00
165;376;9;44.598;2145.465;0:35:45
166;390;1;39.418;2184.883;0:36:24
167;396;1;43.925;2228.808;0:37:08
168;397;9;52.168;2280.976;0:38:00
