ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample);RUNTIME(total)s;RUNTIME(total)
1;88;1;0.895;0.895;0:00:00
2;89;1;1.255;2.15;0:00:02
3;117;2;1.788;3.938;0:00:03
4;119;3;1.804;5.742;0:00:05
5;93;1;0.523;6.265;0:00:06
6;89;3;1.316;7.581;0:00:07
7;88;7;3.437;11.018;0:00:11
8;90;4;2.807;13.825;0:00:13
9;88;1;0.922;14.747;0:00:14
10;89;1;1.621;16.368;0:00:16
11;90;2;2.271;18.639;0:00:18
12;91;2;2.451;21.09;0:00:21
13;112;2;2.227;23.317;0:00:23
14;113;3;2.376;25.693;0:00:25
15;133;2;2.567;28.26;0:00:28
16;114;1;1.237;29.497;0:00:29
17;115;7;4.358;33.855;0:00:33
18;116;3;3.360;37.215;0:00:37
19;131;1;2.608;39.823;0:00:39
20;112;1;1.458;41.281;0:00:41
21;122;2;3.747;45.028;0:00:45
22;129;1;3.306;48.334;0:00:48
23;138;1;3.600;51.934;0:00:51
24;154;1;4.275;56.209;0:00:56
25;135;4;3.363;59.572;0:00:59
26;134;6;4.203;63.775;0:01:03
27;148;2;4.754;68.529;0:01:08
28;149;5;6.153;74.682;0:01:14
29;145;1;2.612;77.294;0:01:17
30;167;2;5.507;82.801;0:01:22
31;166;3;3.915;86.716;0:01:26
32;164;1;2.969;89.685;0:01:29
33;162;4;4.148;93.833;0:01:33
34;169;2;5.575;99.408;0:01:39
35;177;4;7.339;106.747;0:01:46
36;184;2;6.339;113.086;0:01:53
37;170;4;7.313;120.399;0:02:00
38;184;7;9.011;129.41;0:02:09
39;163;1;3.152;132.562;0:02:12
40;162;5;5.168;137.73;0:02:17
41;161;2;3.499;141.229;0:02:21
42;174;2;6.831;148.06;0:02:28
43;154;4;4.619;152.679;0:02:32
44;155;1;7.139;159.818;0:02:39
45;162;4;8.956;168.774;0:02:48
46;162;5;9.719;178.493;0:02:58
47;163;3;8.377;186.87;0:03:06
48;171;2;8.434;195.304;0:03:15
49;185;2;8.849;204.153;0:03:24
50;180;1;4.166;208.319;0:03:28
51;181;1;7.775;216.094;0:03:36
52;202;3;10.082;226.176;0:03:46
53;203;1;8.920;235.096;0:03:55
54;185;2;5.224;240.32;0:04:00
55;183;2;5.023;245.343;0:04:05
56;165;5;6.032;251.375;0:04:11
57;183;3;10.189;261.564;0:04:21
58;180;11;9.328;270.892;0:04:30
59;183;1;9.304;280.196;0:04:40
60;164;1;8.309;288.505;0:04:48
61;165;6;10.666;299.171;0:04:59
62;187;1;8.767;307.938;0:05:07
63;188;2;9.579;317.517;0:05:17
64;168;1;3.918;321.435;0:05:21
65;181;3;10.331;331.766;0:05:31
66;181;2;11.008;342.774;0:05:42
67;181;4;12.281;355.055;0:05:55
68;179;6;6.782;361.837;0:06:01
69;175;2;4.698;366.535;0:06:06
70;176;1;10.385;376.92;0:06:16
71;177;5;13.074;389.994;0:06:29
72;176;4;6.037;396.031;0:06:36
73;186;2;10.627;406.658;0:06:46
74;187;5;13.147;419.805;0:06:59
75;195;5;12.717;432.522;0:07:12
76;209;3;12.926;445.448;0:07:25
77;205;8;14.522;459.97;0:07:39
78;204;2;11.030;471.0;0:07:51
79;205;2;10.526;481.526;0:08:01
80;205;1;11.341;492.867;0:08:12
81;220;14;18.152;511.019;0:08:31
82;222;4;13.347;524.366;0:08:44
83;221;4;6.762;531.128;0:08:51
84;220;1;4.853;535.981;0:08:55
85;221;6;13.655;549.636;0:09:09
86;220;1;11.309;560.945;0:09:20
87;221;3;11.964;572.909;0:09:32
88;222;1;11.783;584.692;0:09:44
89;229;15;19.659;604.351;0:10:04
90;209;2;13.017;617.368;0:10:17
91;223;1;12.576;629.944;0:10:29
92;223;2;14.192;644.136;0:10:44
93;238;1;14.054;658.19;0:10:58
94;225;1;13.667;671.857;0:11:11
95;232;4;16.039;687.896;0:11:27
96;231;1;6.376;694.272;0:11:34
97;229;2;6.836;701.108;0:11:41
98;245;11;20.167;721.275;0:12:01
99;231;4;7.797;729.072;0:12:09
100;240;1;14.766;743.838;0:12:23
