ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;4;2.257
2;110;1;1.129
3;118;1;0.913
4;92;1;0.524
5;88;1;0.774
6;102;5;2.874
7;109;1;1.485
8;110;2;2.399
9;118;1;2.054
10;125;1;2.637
11;139;2;2.995
12;154;2;3.968
13;162;1;3.110
14;171;3;5.233
15;145;2;2.996
16;125;3;3.083
17;122;5;3.844
18;120;2;2.374
19;133;1;3.179
20;132;6;5.707
21;150;2;3.772
22;158;2;3.956
23;153;1;3.439
24;132;1;1.914
25;140;1;3.390
26;141;2;4.102
27;156;1;4.583
28;153;1;2.467
29;133;1;2.310
30;153;2;5.344
31;160;1;5.682
32;162;2;5.849
33;151;1;5.095
34;153;1;5.367
35;167;1;6.260
36;164;2;3.805
37;162;1;3.241
38;161;2;3.783
39;170;1;6.065
40;171;4;8.442
41;170;1;3.710
42;179;2;7.127
43;178;1;3.853
44;185;3;7.895
45;192;1;7.718
46;190;2;8.788
47;204;2;8.683
48;201;11;9.599
49;221;2;9.167
50;215;5;11.396
51;196;3;5.243
52;193;1;4.319
53;200;4;10.499
54;201;4;11.017
55;209;4;11.550
56;206;3;5.683
57;197;1;9.280
58;198;6;12.019
59;192;1;8.274
60;187;1;8.316
61;188;6;10.993
62;187;3;5.592
63;186;3;9.523
64;177;3;9.095
65;175;13;9.657
66;189;5;9.623
67;190;4;9.435
68;191;1;8.424
69;197;6;10.906
70;198;16;16.862
71;196;6;7.060
72;202;1;8.932
73;211;4;12.223
74;205;10;16.127
75;206;12;16.339
76;207;4;13.788
77;204;1;5.143
78;210;6;12.769
79;209;1;4.940
80;211;3;12.662
81;226;8;16.330
82;232;7;15.044
83;241;7;17.161
84;228;1;11.475
85;236;2;11.677
86;251;7;15.449
87;236;1;14.190
88;221;2;12.970
89;230;4;12.715
90;228;1;5.729
91;221;2;11.990
92;221;6;13.548
93;220;9;15.359
94;203;1;10.073
95;210;1;11.061
96;203;1;12.032
97;202;1;4.222
98;202;6;13.155
99;211;4;11.513
100;209;1;4.370
