ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;2;1.507
2;89;1;1.288
3;119;1;0.842
4;93;3;0.962
5;89;1;0.823
6;88;1;0.972
7;89;2;2.107
8;113;2;2.262
9;120;3;2.839
10;136;1;2.534
11;139;2;2.758
12;146;3;3.239
13;143;1;2.653
14;139;1;1.674
15;118;2;1.811
16;119;2;2.639
17;122;1;2.596
18;120;1;1.430
19;121;1;2.764
20;124;2;3.468
21;131;3;3.909
22;111;3;2.687
23;127;1;3.472
24;134;1;3.868
25;133;2;2.667
26;132;1;2.247
27;131;1;2.217
28;130;1;2.234
29;137;2;5.132
30;138;1;5.214
31;134;1;2.488
32;133;1;2.295
33;149;1;4.712
34;130;1;4.317
35;128;1;2.048
36;126;1;2.010
37;123;1;1.962
38;143;1;5.553
39;152;2;5.696
40;145;5;7.716
41;143;2;2.800
42;122;1;4.712
43;121;1;2.009
44;136;1;4.999
45;145;3;6.838
46;144;1;2.312
47;139;4;7.414
48;139;3;5.910
49;155;2;7.373
50;161;3;6.747
51;159;5;4.272
52;157;2;2.664
53;155;1;2.155
54;163;2;6.075
55;169;4;7.741
56;154;6;8.081
57;155;3;6.520
58;154;2;2.696
59;170;3;8.370
60;171;2;7.844
61;151;4;4.010
62;151;3;7.688
63;152;6;9.139
64;153;1;7.493
65;162;1;7.815
66;161;1;3.284
67;168;2;8.466
68;188;1;9.116
69;185;3;4.717
70;186;11;13.719
71;187;2;9.671
72;202;1;9.375
73;185;1;9.242
74;182;3;4.725
75;196;2;9.848
76;205;4;11.381
77;196;1;9.945
78;205;3;10.547
79;185;2;9.467
80;192;3;10.469
81;192;1;10.028
82;199;1;9.450
83;205;1;9.967
84;219;6;13.902
85;214;6;13.859
86;208;13;17.903
87;209;1;12.101
88;211;6;14.746
89;220;1;12.365
90;227;2;14.245
91;223;4;15.443
92;224;1;13.122
93;205;2;13.694
94;205;3;14.134
95;202;5;15.223
96;211;3;14.637
97;209;3;6.996
98;216;2;14.536
99;230;2;15.919
100;245;2;16.679
101;254;1;15.607
102;255;9;22.432
103;256;1;16.475
104;270;4;18.844
105;268;8;12.577
106;282;2;19.500
107;291;6;21.010
108;277;6;22.590
109;275;4;10.733
110;266;11;24.689
111;279;14;25.394
112;264;2;9.373
113;270;8;22.489
114;279;5;22.139
115;281;8;25.268
116;280;4;21.519
117;279;5;11.580
118;286;18;31.021
119;285;1;9.390
120;285;22;31.432
121;294;4;22.304
122;301;1;20.291
123;308;3;22.287
124;307;3;24.132
125;322;8;27.512
126;328;3;23.439
127;321;4;25.556
128;306;2;22.286
129;294;3;21.234
130;295;1;20.892
131;297;3;23.804
132;298;13;29.020
133;284;2;22.971
134;283;3;11.396
135;298;40;44.183
136;296;5;12.989
137;302;10;27.921
138;304;1;24.010
139;297;2;23.452
140;282;2;10.432
141;283;2;21.696
142;275;3;11.126
143;263;2;21.300
144;256;3;22.339
145;237;1;8.606
146;236;9;12.704
147;234;9;12.163
148;243;3;21.040
149;245;4;23.614
150;244;1;8.379
151;242;4;9.936
152;240;7;11.781
153;254;3;24.737
154;255;2;24.953
155;263;7;26.554
156;256;3;23.925
157;255;4;10.549
158;257;1;24.836
159;257;2;23.640
160;259;1;23.026
161;260;2;25.323
162;267;5;27.823
163;276;9;29.821
164;277;7;31.244
165;292;1;26.652
166;308;1;28.567
167;295;4;13.900
168;294;3;29.185
169;308;1;30.318
170;307;1;12.007
171;307;9;34.081
172;304;13;19.001
173;313;3;29.848
174;319;10;34.611
175;326;2;30.155
176;299;1;11.890
177;300;2;31.289
178;298;2;31.970
179;286;14;18.552
180;301;4;31.508
181;309;16;40.986
182;316;1;31.642
183;315;10;17.840
184;314;2;12.940
185;315;4;33.771
186;316;6;37.023
187;317;5;34.883
188;313;9;37.715
189;320;2;34.363
190;321;5;36.731
191;330;3;38.124
192;339;3;37.882
193;332;9;41.319
194;328;3;37.445
195;328;10;41.248
196;327;2;37.822
197;328;4;36.657
198;326;3;15.031
199;312;1;13.520
200;327;7;39.483
201;329;4;39.268
202;329;17;46.614
203;329;1;36.632
204;336;2;37.726
205;333;3;16.282
206;342;7;41.411
207;340;3;16.734
208;341;6;41.964
209;337;1;41.343
210;335;5;18.206
211;326;5;41.846
212;318;6;17.666
213;318;2;41.565
214;319;8;44.909
215;328;3;41.703
216;345;4;46.187
217;342;2;16.904
218;349;3;45.587
219;336;2;16.985
220;330;2;43.562
221;317;6;18.662
222;324;3;45.891
223;323;1;16.180
224;322;5;46.989
225;329;1;45.456
226;328;3;17.628
227;326;4;45.711
228;325;1;15.365
229;323;5;17.772
230;332;5;43.645
231;333;2;42.201
232;353;2;44.723
233;347;6;49.084
234;328;6;19.653
235;322;1;17.522
236;316;4;52.514
237;315;2;15.712
238;323;1;45.320
239;324;3;41.767
240;325;3;42.261
241;333;1;45.389
242;332;8;20.158
243;317;16;24.729
244;319;3;46.575
245;303;1;14.800
246;304;4;47.074
247;298;7;18.215
248;299;3;42.984
249;307;9;49.790
250;292;4;45.858
251;292;1;40.388
252;298;3;44.698
253;296;3;15.230
254;294;3;14.488
255;295;3;41.354
256;296;4;44.605
257;297;1;39.600
258;296;4;44.580
259;289;10;46.607
260;280;1;37.580
261;293;6;43.830
262;290;4;13.709
263;290;1;41.039
264;291;7;41.370
265;292;1;43.555
266;291;2;41.986
267;290;1;41.678
268;289;3;12.933
269;287;8;16.077
270;288;1;37.022
271;286;8;15.705
272;296;2;38.896
273;295;7;15.518
274;294;3;12.601
275;309;1;38.730
276;309;7;43.460
277;310;4;45.039
278;311;1;41.304
279;317;15;50.313
280;304;5;15.155
281;313;7;49.411
282;314;4;45.121
283;330;1;47.133
284;329;1;14.273
285;327;2;14.245
286;326;5;15.399
287;339;2;47.323
288;341;1;44.181
289;342;4;46.589
290;356;4;50.174
291;365;8;54.971
292;366;11;54.511
293;373;8;53.714
294;359;1;15.808
295;357;1;15.792
296;346;5;17.868
297;344;1;49.860
298;358;2;49.311
299;355;2;15.738
300;364;4;51.075
