ITERATION;LEN(HYP);SAMPLENR;RUNTIME(sample)
1;88;1;0.924
2;118;2;1.237
3;92;1;0.482
4;87;1;0.667
5;94;1;1.183
6;102;2;1.898
7;117;4;2.806
8;106;2;2.222
9;107;3;2.549
10;104;1;1.257
11;103;3;2.111
12;111;1;1.962
13;112;3;3.063
14;113;2;2.578
15;137;1;2.782
16;97;1;1.607
17;98;1;2.655
18;100;1;2.749
19;103;2;3.250
20;125;2;3.579
21;121;1;1.891
22;119;1;1.649
23;125;1;2.901
24;103;7;4.367
25;101;1;1.470
26;109;1;3.289
27;116;2;4.237
28;115;2;2.265
29;113;3;4.478
30;119;3;4.301
31;118;1;1.654
32;127;1;3.622
33;126;3;2.876
34;127;2;4.682
35;136;4;5.862
36;135;1;2.621
37;132;2;4.738
38;148;4;6.253
39;133;1;2.215
40;126;3;5.540
41;120;1;4.605
42;118;4;3.085
43;116;1;4.154
44;117;2;3.885
45;114;1;1.555
46;115;2;4.468
47;116;1;3.952
48;136;2;5.110
49;132;3;3.105
50;141;3;5.977
51;148;4;6.874
52;149;2;6.105
53;156;1;5.700
54;157;4;8.205
55;171;2;7.767
56;172;4;8.806
57;172;1;6.736
58;178;1;7.000
59;169;2;7.539
60;183;8;10.798
61;178;3;8.305
62;192;4;9.781
63;178;10;12.210
64;178;1;7.848
65;185;1;7.666
66;186;2;8.838
67;186;2;8.730
68;187;2;9.187
69;166;1;4.317
70;162;7;11.953
71;161;2;4.418
72;160;3;4.646
73;158;2;3.902
74;157;2;3.743
75;172;4;9.285
76;173;5;10.798
77;174;9;12.440
78;194;1;9.934
79;193;1;4.422
80;191;1;4.119
81;197;3;10.933
82;196;1;4.182
83;205;7;13.668
84;207;9;14.350
85;221;15;18.712
86;209;1;10.600
87;207;12;15.692
88;206;8;7.837
89;221;7;14.328
90;218;4;12.706
91;217;2;5.085
92;231;7;14.728
93;230;3;5.904
94;210;7;7.643
95;211;10;15.877
96;210;1;11.021
97;219;7;14.416
98;213;1;12.027
99;198;1;11.203
100;195;10;8.165
101;208;9;13.566
102;215;1;11.389
103;216;2;10.976
104;218;5;13.224
105;225;3;12.841
106;241;5;15.765
107;248;2;13.588
108;250;2;13.687
109;259;2;15.175
110;276;6;18.724
111;261;5;9.186
112;252;2;16.429
113;231;5;8.008
114;230;3;6.685
115;230;1;15.034
116;228;3;16.568
117;237;4;16.940
118;247;1;15.129
119;240;1;15.707
120;236;2;6.334
121;222;9;9.279
122;235;2;16.541
123;225;5;18.214
124;224;13;11.884
125;226;22;28.285
126;225;3;6.849
127;234;8;19.381
128;234;2;16.962
129;231;12;12.233
130;232;3;16.911
131;247;5;21.097
132;248;12;23.302
133;254;1;18.072
134;263;5;22.569
135;261;2;8.473
136;270;2;21.896
137;279;6;24.892
138;287;2;21.224
139;301;2;21.762
140;308;2;22.627
141;317;1;24.769
142;302;2;23.251
143;293;14;31.648
144;294;3;24.602
145;301;4;26.168
146;303;10;29.235
147;296;5;25.169
148;290;20;33.093
149;289;13;16.100
150;287;1;22.344
151;278;1;19.604
152;287;12;25.815
153;294;3;21.637
154;280;2;9.359
155;274;3;21.128
156;281;1;23.124
157;279;21;20.505
158;272;2;23.947
159;281;2;22.567
160;264;2;22.598
161;273;1;24.626
162;290;11;31.649
163;300;1;27.449
164;297;1;10.475
165;282;11;16.139
166;281;7;13.528
167;282;6;30.710
168;281;4;12.381
169;282;1;25.511
170;273;1;27.046
171;259;10;30.999
172;260;4;29.113
173;259;7;30.516
174;266;2;28.557
175;267;1;28.689
176;265;3;11.726
177;279;2;29.432
178;277;3;11.907
179;285;1;30.459
180;294;4;32.369
181;302;3;29.415
182;303;4;31.394
183;311;2;32.974
184;318;12;41.387
185;309;5;33.471
186;326;10;40.981
187;320;5;35.517
188;322;3;33.096
189;330;9;41.245
190;327;10;20.460
191;326;6;16.801
192;324;6;16.727
193;308;27;51.769
194;309;7;34.008
195;306;4;14.635
196;307;3;31.154
197;306;19;23.842
198;314;4;34.834
199;315;2;32.083
200;323;2;31.795
