EXTRACTED HORN RULES
Afrika & Australia ---> FALSE
Afrika & Europa ---> FALSE
Afrika & Nord Amerika ---> FALSE
Afrika & Sør Amerika ---> FALSE
Afrika & eldre enn 60 ---> Bergen
Afrika & eldre enn 60 ---> Bodø
Afrika & eldre enn 60 ---> FALSE
Afrika & eldre enn 60 ---> Kristiansand
Afrika & eldre enn 60 ---> Oslo
Afrika & eldre enn 60 ---> Stavanger
Afrika & eldre enn 60 ---> Tromsø
Afrika & eldre enn 60 ---> Trondheim
Afrika & eldre enn 60 ---> advokat
Afrika & eldre enn 60 ---> elektriker
Afrika & eldre enn 60 ---> forfatter
Afrika & eldre enn 60 ---> fotograf
Afrika & eldre enn 60 ---> frisør
Afrika & eldre enn 60 ---> kvinne
Afrika & eldre enn 60 ---> mann
Afrika & eldre enn 60 ---> modell
Afrika & eldre enn 60 ---> rørlegger
Afrika & eldre enn 60 ---> sykepleier
Afrika & eldre enn 60 ---> Ålesund
Afrika & kvinne & advokat ---> Kristiansand
Afrika & kvinne & advokat ---> yngre enn 20
Asia & Afrika ---> FALSE
Asia & Australia ---> FALSE
Asia & Europa ---> FALSE
Asia & Nord Amerika ---> FALSE
Asia & Sør Amerika ---> FALSE
Asia & mellom 40 og 50 ---> Bergen
Asia & mellom 40 og 50 ---> Bodø
Asia & mellom 40 og 50 ---> FALSE
Asia & mellom 40 og 50 ---> Kristiansand
Asia & mellom 40 og 50 ---> Oslo
Asia & mellom 40 og 50 ---> Stavanger
Asia & mellom 40 og 50 ---> Tromsø
Asia & mellom 40 og 50 ---> Trondheim
Asia & mellom 40 og 50 ---> advokat
Asia & mellom 40 og 50 ---> elektriker
Asia & mellom 40 og 50 ---> forfatter
Asia & mellom 40 og 50 ---> fotograf
Asia & mellom 40 og 50 ---> frisør
Asia & mellom 40 og 50 ---> kvinne
Asia & mellom 40 og 50 ---> mann
Asia & mellom 40 og 50 ---> modell
Asia & mellom 40 og 50 ---> rørlegger
Asia & mellom 40 og 50 ---> sykepleier
Asia & mellom 40 og 50 ---> Ålesund
Bergen & Australia & kvinne & mellom 50 og 60 & advokat ---> FALSE
Bergen & Bodø ---> FALSE
Bergen & Europa & mann ---> fotograf
Bergen & Europa & mann ---> mellom 40 og 50
Bergen & Tromsø ---> FALSE
Bergen & Trondheim ---> FALSE
Bergen & Ålesund ---> FALSE
Bodø & Tromsø ---> FALSE
Europa & Australia ---> FALSE
Kristiansand & Bergen ---> FALSE
Kristiansand & Bodø ---> FALSE
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> FALSE
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> advokat
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> elektriker
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> forfatter
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> fotograf
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> frisør
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> modell
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> rørlegger
Kristiansand & Nord Amerika & kvinne & mellom 40 og 50 ---> sykepleier
Kristiansand & Stavanger ---> FALSE
Kristiansand & Tromsø ---> FALSE
Kristiansand & Trondheim ---> FALSE
Kristiansand & Ålesund ---> FALSE
Nord Amerika & Australia ---> FALSE
Nord Amerika & Europa ---> FALSE
